entity,attribute_name,attribute_value,section_title,source_file,evidence,confidence,method,source_relation
进程,特性,阻塞,进程与线程,os.txt,"就绪状态表示进程具备运行条件,只等待 CPU;运行状态表示进程正在占用处理器执行;阻塞状态表示进程因等待某个事件而暂时无法运行,例如等待 I/O 完成",0.78,attribute_extraction_feature_pattern,
进程,特性,同步,操作系统课程的学习方法,os.txt,"例如进程切换会影响调度性能,同步机制会影响并发正确性,页面置换会影响内存效率,文件系统设计又会关系到外存访问性能和可靠性",0.78,attribute_extraction_feature_pattern,
进程与线程,特性,同步,总结,os.txt,"它通过进程与线程机制实现并发执行,通过调度算法提高处理器利用率,通过同步与互斥保证共享资源访问正确,通过内存管理和虚拟内存扩展系统能力,通过文件系统组织长期数据,通过设备管理协调各种外设工作,并通过权限控制和安全机制维护系统稳定",0.78,attribute_extraction_feature_pattern,
进程与线程,特性,稳定,总结,os.txt,"它通过进程与线程机制实现并发执行,通过调度算法提高处理器利用率,通过同步与互斥保证共享资源访问正确,通过内存管理和虚拟内存扩展系统能力,通过文件系统组织长期数据,通过设备管理协调各种外设工作,并通过权限控制和安全机制维护系统稳定",0.78,attribute_extraction_feature_pattern,
CPU,定义,"极其宝贵的资源,操作系统必须决定“谁先运行、运行多久、何时切换",操作系统的主要功能,os.txt,"由于 CPU 是极其宝贵的资源,操作系统必须决定“谁先运行、运行多久、何时切换”",0.76,attribute_extraction_definition_pattern,
Deadlock,定义,"指多个进程因争夺资源而形成相互等待,从而都无法继续执行的状态",进程同步、互斥与死锁,os.txt,"死锁(Deadlock)是指多个进程因争夺资源而形成相互等待,从而都无法继续执行的状态",0.76,attribute_extraction_definition_pattern,
Process,定义,操作系统课程中最重要的概念之一,进程与线程,os.txt,进程(Process)是操作系统课程中最重要的概念之一,0.76,attribute_extraction_definition_pattern,
内存,定义,操作系统中技术性很强的一部分,内存管理与虚拟内存,os.txt,内存管理是操作系统中技术性很强的一部分,0.76,attribute_extraction_definition_pattern,
处理器管理,定义,让 CPU 合理地服务多个程序,操作系统的主要功能,os.txt,处理器管理的核心任务是让 CPU 合理地服务多个程序,0.76,attribute_extraction_definition_pattern,
操作系统,特性,Linux,操作系统的概念与地位,os.txt,"从课程学习的角度来看,操作系统并不是单纯介绍某一个具体系统,如 Windows、Linux 或 macOS,而是研究“计算机系统如何高效、安全、可靠地运行”的一般规律",0.76,relation_disambiguation_reclassified,is_a
文件系统,定义,用户感知最直接的操作系统功能之一,文件系统,os.txt,文件系统是用户感知最直接的操作系统功能之一,0.76,attribute_extraction_definition_pattern,
文件系统,定义,"能存”,还要“易找、易管、可靠、安全",文件系统,os.txt,"文件系统的目标不仅是“能存”,还要“易找、易管、可靠、安全”",0.76,attribute_extraction_definition_pattern,
权限,定义,保障系统稳定性和安全性的基础,操作系统的结构与运行机制,os.txt,这种权限分离机制是保障系统稳定性和安全性的基础,0.76,attribute_extraction_definition_pattern,
磁盘,定义,"原始二进制块,将极难使用",操作系统的主要功能,os.txt,"磁盘上的信息若只是原始二进制块,将极难使用",0.76,attribute_extraction_definition_pattern,
调度,定义,操作系统实现“多任务并发”的核心机制,处理器调度与调度算法,os.txt,调度是操作系统实现“多任务并发”的核心机制,0.76,attribute_extraction_definition_pattern,
进程同步,定义,操作系统课程中的重点与难点,进程同步、互斥与死锁,os.txt,"因此,进程同步与互斥是操作系统课程中的重点与难点",0.76,attribute_extraction_definition_pattern,
线程,特性,CPU,进程与线程,os.txt,"线程(Thread)则是比进程更轻量的执行单位,通常被称为 CPU 调度的基本单位",0.742,relation_disambiguation_reclassified,is_a
多道程序设计,特性,CPU,操作系统的发展历程,os.txt,"所谓多道程序设计,是指将多个程序同时装入内存,在一个程序因输入输出操作而等待时,CPU 可以切换去执行其他程序,从而减少处理器空闲时间,提高系统吞吐量",0.718,relation_disambiguation_reclassified,is_a
操作系统,特性,macOS,操作系统的概念与地位,os.txt,"从课程学习的角度来看,操作系统并不是单纯介绍某一个具体系统,如 Windows、Linux 或 macOS,而是研究“计算机系统如何高效、安全、可靠地运行”的一般规律",0.712,relation_disambiguation_reclassified,is_a
