entity,attribute_name,attribute_value,section_title,source_file,evidence,confidence,method,source_relation
UDP,属性,"要求低延迟、高实时性,可容忍少量丢包的场景",1 TCP 与 UDP 详细区别,cn.txt,"UDP:要求低延迟、高实时性,可容忍少量丢包的场景",0.82,attribute_extraction_colon_pattern,
URI,属性,"统一资源标识符,唯一标识一个资源",3.1 URI 与 URL,cn.txt,"URI:统一资源标识符,唯一标识一个资源",0.82,attribute_extraction_colon_pattern,
URL,属性,"统一资源定位符,是 URI 的子集,既标识又定位资源(指明访问路径",3.1 URI 与 URL,cn.txt,"URL:统一资源定位符,是 URI 的子集,既标识又定位资源(指明访问路径)",0.82,attribute_extraction_colon_pattern,
User-Agent,属性,客户端标识,1.5 HTTP 常见请求头,cn.txt,User-Agent:客户端标识,0.82,attribute_extraction_colon_pattern,
Web 浏览,HTTP/HTTPS,网页、图片、脚本需完整加载,2 协议选择原则,cn.txt,Web 浏览(HTTP/HTTPS):网页、图片、脚本需完整加载,0.82,attribute_extraction_colon_pattern,
WebSocket,区别,SSE 单向、仅文本;WebSocket 双向、支持二进制,4.2 SSE(服务器推送事件,cn.txt,与 WebSocket 区别:SSE 单向、仅文本;WebSocket 双向、支持二进制,0.82,attribute_extraction_colon_pattern,
Young Generation,属性,新生代分为Eden Space和Survivor Space,全文,JVM.txt,新生代(Young Generation):新生代分为Eden Space和Survivor Space,0.82,attribute_extraction_colon_pattern,
finally,用途,"释放资源,无论是否发生异常都会执行(除非JVM退出",异常处理,java.txt,"finally块通常用于释放资源,无论是否发生异常都会执行(除非JVM退出)",0.82,attribute_extraction_usage_pattern,
不可重复读,属性,"同一个事务内,多次读取同一数据结果不一致",并发事务带来的问题,mysql.txt,"- 不可重复读:同一个事务内,多次读取同一数据结果不一致",0.82,attribute_extraction_colon_pattern,
主库,属性,"开启binlog二进制日志,记录所有数据修改操作",主从复制核心原理,mysql.txt,"- 主库:开启binlog二进制日志,记录所有数据修改操作",0.82,attribute_extraction_colon_pattern,
事件监听,属性,"未取消对事件源的监听,导致对象持续被引用",全文,JVM.txt,"事件监听:未取消对事件源的监听,导致对象持续被引用",0.82,attribute_extraction_colon_pattern,
二进制帧,属性,"替代文本格式,传输更高效",1.1 HTTP 各版本演进,cn.txt,"二进制帧:替代文本格式,传输更高效",0.82,attribute_extraction_colon_pattern,
会话层,属性,"管理应用程序之间会话的建立、维护、断开与重连,控制通信的交互节奏",1.1 OSI 七层模型(国际标准化组织制定,cn.txt,"会话层:管理应用程序之间会话的建立、维护、断开与重连,控制通信的交互节奏",0.82,attribute_extraction_colon_pattern,
传输层,属性,"为两台主机进程之间的通信提供通用数据传输服务,负责端到端的连接、可靠性控制",1.1 OSI 七层模型(国际标准化组织制定,cn.txt,"传输层:为两台主机进程之间的通信提供通用数据传输服务,负责端到端的连接、可靠性控制",0.82,attribute_extraction_colon_pattern,
传输层,属性,"与 OSI 传输层一致,提供端到端传输服务",1.2 TCP/IP 四层模型(实际互联网主流模型,cn.txt,"传输层:与 OSI 传输层一致,提供端到端传输服务",0.82,attribute_extraction_colon_pattern,
使用,属性,"对象被引用并执行相应的操作,可以通过引用访问对象的属性和方法,在程序运行过程中被不断使用",使用ThreadLocal,JVM.txt,"使用:对象被引用并执行相应的操作,可以通过引用访问对象的属性和方法,在程序运行过程中被不断使用",0.82,attribute_extraction_colon_pattern,
使用,属性,使用类或者创建对象,使用ThreadLocal,JVM.txt,使用:使用类或者创建对象,0.82,attribute_extraction_colon_pattern,
元空间,Metaspace,"从Java 8开始,永久代(Permanent Generation)被元空间取代,用于存储类的元数据信息,如类的结构信息(如字段、方法信息等",全文,JVM.txt,"元空间(Metaspace):从Java 8开始,永久代(Permanent Generation)被元空间取代,用于存储类的元数据信息,如类的结构信息(如字段、方法信息等)",0.82,attribute_extraction_colon_pattern,
先进先出,用途,任务调度和缓冲区管理,全文,data_structure.txt,"队列是一种先进先出(FIFO)的数据结构,常用于任务调度和缓冲区管理",0.82,attribute_extraction_usage_pattern,
内存泄漏,属性,比如静态集合无意识地缓存了大量对象、长生命周期对象持有短生命周期对象的引用(如单例类持有业务对象)等,全文,JVM.txt,如果是内存泄漏:比如静态集合无意识地缓存了大量对象、长生命周期对象持有短生命周期对象的引用(如单例类持有业务对象)等,0.82,attribute_extraction_colon_pattern,
内存碎片,敏感,"G1通过紧凑整理来减少内存碎片,降低了碎片化对性能的影响",使用ThreadLocal,JVM.txt,"对内存碎片敏感:G1通过紧凑整理来减少内存碎片,降低了碎片化对性能的影响",0.82,attribute_extraction_colon_pattern,
再标记阶段,属性,重新标记那些在并发标记阶段发生变化的对象,使用ThreadLocal,JVM.txt,再标记阶段:重新标记那些在并发标记阶段发生变化的对象,0.82,attribute_extraction_colon_pattern,
准备,属性,"为类中的静态字段分配内存,并设置默认的初始值,比如int类型初始值是0",使用ThreadLocal,JVM.txt,"准备:为类中的静态字段分配内存,并设置默认的初始值,比如int类型初始值是0",0.82,attribute_extraction_colon_pattern,
分代回收,属性,分代收集是将内存划分成了新生代和老年代,使用ThreadLocal,JVM.txt,分代回收算法:分代收集是将内存划分成了新生代和老年代,0.82,attribute_extraction_colon_pattern,
加载该类,的ClassLoader已经被回收,这是最关键也是最难满足的条件,使用ThreadLocal,JVM.txt,加载该类的ClassLoader已经被回收:这是最关键也是最难满足的条件,0.82,attribute_extraction_colon_pattern,
卸载,属性,"一个类要被JVM卸载,条件非常苛刻,需要同时满足以下三点",使用ThreadLocal,JVM.txt,"卸载:一个类要被JVM卸载,条件非常苛刻,需要同时满足以下三点:",0.82,attribute_extraction_colon_pattern,
后进先出,用途,函数调用和表达式求值,全文,data_structure.txt,"栈是一种后进先出(LIFO)的数据结构,常用于函数调用和表达式求值",0.82,attribute_extraction_usage_pattern,
在线游戏,属性,"位置、状态需极速传输,旧数据无价值",2 协议选择原则,cn.txt,"在线游戏:位置、状态需极速传输,旧数据无价值",0.82,attribute_extraction_colon_pattern,
复制算法,属性,"把内存分成两块,每次只用其中一块,回收时把存活对象复制到另一块,然后清空当前块",使用ThreadLocal,JVM.txt,"还有 “复制算法”:把内存分成两块,每次只用其中一块,回收时把存活对象复制到另一块,然后清空当前块",0.82,attribute_extraction_colon_pattern,
复制算法,属性,"为了解决碎片空间的问题,出现了“复制算法",使用ThreadLocal,JVM.txt,"复制算法:为了解决碎片空间的问题,出现了“复制算法”",0.82,attribute_extraction_colon_pattern,
多维数组,属性,int[][] matrix,数组,java.txt,多维数组:int[][] matrix,0.82,attribute_extraction_colon_pattern,
大堆内存,属性,"适用于需要管理大内存堆的场景,能够有效处理数GB以上的堆内存",使用ThreadLocal,JVM.txt,"大堆内存:适用于需要管理大内存堆的场景,能够有效处理数GB以上的堆内存",0.82,attribute_extraction_colon_pattern,
头部压缩,HPACK,减少头部开销,1.1 HTTP 各版本演进,cn.txt,头部压缩(HPACK):减少头部开销,0.82,attribute_extraction_colon_pattern,
实时音视频,VoIP、视频会议、直播,"少量丢包仅导致短暂卡顿,优于重传延迟",2 协议选择原则,cn.txt,"实时音视频(VoIP、视频会议、直播):少量丢包仅导致短暂卡顿,优于重传延迟",0.82,attribute_extraction_colon_pattern,
幂等性,属性,"GET 幂等(多次请求无副作用),POST 非幂等",3.2 GET 与 POST,cn.txt,"幂等性:GET 幂等(多次请求无副作用),POST 非幂等",0.82,attribute_extraction_colon_pattern,
幻读,属性,"一个事务批量操作数据时,另一个事务插入新数据,导致出现未处理的新数据",并发事务带来的问题,mysql.txt,"- 幻读:一个事务批量操作数据时,另一个事务插入新数据,导致出现未处理的新数据",0.82,attribute_extraction_colon_pattern,
序列号,与确认应答(ACK,保证数据按序、无重复,4.3 TCP 可靠性保障机制,cn.txt,序列号与确认应答(ACK):保证数据按序、无重复,0.82,attribute_extraction_colon_pattern,
应用层,属性,"直接为计算机用户提供网络服务,是用户与网络的接口,承载各类应用协议",1.1 OSI 七层模型(国际标准化组织制定,cn.txt,"应用层:直接为计算机用户提供网络服务,是用户与网络的接口,承载各类应用协议",0.82,attribute_extraction_colon_pattern,
弱引用,用途,"实现缓存,特别是当希望缓存项能够在内存压力下自动释放时",全文,JVM.txt,"缓存系统:弱引用常用于实现缓存,特别是当希望缓存项能够在内存压力下自动释放时",0.82,attribute_extraction_usage_pattern,
报头简化,属性,"处理开销更低,性能更高",1.2 IPv4 与 IPv6 详细对比,cn.txt,"报头简化:处理开销更低,性能更高",0.82,attribute_extraction_colon_pattern,
拥塞控制,属性,"网络拥堵时降低发送速率,避免丢包加剧",4.3 TCP 可靠性保障机制,cn.txt,"拥塞控制:网络拥堵时降低发送速率,避免丢包加剧",0.82,attribute_extraction_colon_pattern,
接口,修饰符,abstract,抽象类与接口,java.txt,"接口:所有方法默认是public abstract(Java 8后可以有默认方法和静态方法),字段默认是public static final",0.82,relation_disambiguation_reclassified,is_a
接口,属性,"存储键值对,键不重复,值可重复",集合框架,java.txt,"Map接口:存储键值对,键不重复,值可重复",0.82,attribute_extraction_colon_pattern,
支持断点续传,属性,"Range 请求头,返回 206 状态码",1.1 HTTP 各版本演进,cn.txt,"支持断点续传:Range 请求头,返回 206 状态码",0.82,attribute_extraction_colon_pattern,
数组的创建,属性,"new int[10] 或 {1,2,3",数组,java.txt,"数组的创建:new int[10] 或 {1,2,3}",0.82,attribute_extraction_colon_pattern,
文件传输,FTP、SCP,文件字节不允许丢失/错序,2 协议选择原则,cn.txt,文件传输(FTP、SCP):文件字节不允许丢失 / 错序,0.82,attribute_extraction_colon_pattern,
新生代,Young Generation,新生代分为Eden Space和Survivor Space,全文,JVM.txt,新生代(Young Generation):新生代分为Eden Space和Survivor Space,0.82,attribute_extraction_colon_pattern,
