entity,attribute_name,attribute_value,section_title,source_file,evidence,confidence,method,source_relation
网络层,属性,"负责路由与寻址,决定数据在网络中的传输路径,实现跨网络的数据包转发",1.1 OSI 七层模型(国际标准化组织制定,cn.txt,"网络层:负责路由与寻址,决定数据在网络中的传输路径,实现跨网络的数据包转发",0.82,attribute_extraction_colon_pattern,
网络层,属性,"与 OSI 网络层一致,负责路由寻址",1.2 TCP/IP 四层模型(实际互联网主流模型,cn.txt,"网络层:与 OSI 网络层一致,负责路由寻址",0.82,attribute_extraction_colon_pattern,
网络层,属性,"隧道+DSR 模式,适配所有协议,但实施复杂",2.2 获取客户端真实 IP,cn.txt,"网络层:隧道 + DSR 模式,适配所有协议,但实施复杂",0.82,attribute_extraction_colon_pattern,
表示层,属性,"负责数据处理,包括编解码、加密解密、压缩解压缩,保证数据能被正确识别",1.1 OSI 七层模型(国际标准化组织制定,cn.txt,"表示层:负责数据处理,包括编解码、加密解密、压缩解压缩,保证数据能被正确识别",0.82,attribute_extraction_colon_pattern,
超时重传,属性,数据包丢失则超时后重发,4.3 TCP 可靠性保障机制,cn.txt,超时重传:数据包丢失则超时后重发,0.82,attribute_extraction_colon_pattern,
远程登录,SSH、Telnet,命令与响应需精准传输,2 协议选择原则,cn.txt,远程登录(SSH、Telnet):命令与响应需精准传输,0.82,attribute_extraction_colon_pattern,
连接迁移,属性,网络切换(Wi-Fi→移动网)不断连,1.1 HTTP 各版本演进,cn.txt,连接迁移:网络切换(Wi-Fi→移动网)不断连,0.82,attribute_extraction_colon_pattern,
邮件收发,SMTP、POP3、IMAP,邮件内容必须完整无误,2 协议选择原则,cn.txt,邮件收发(SMTP、POP3、IMAP):邮件内容必须完整无误,0.82,attribute_extraction_colon_pattern,
长连接,Keep-Alive,"默认开启,复用 TCP 连接",1.1 HTTP 各版本演进,cn.txt,"长连接(Keep-Alive):默认开启,复用 TCP 连接",0.82,attribute_extraction_colon_pattern,
队头阻塞,属性,"流间独立,单流丢包不影响其他流",1.1 HTTP 各版本演进,cn.txt,"解决队头阻塞:流间独立,单流丢包不影响其他流",0.82,attribute_extraction_colon_pattern,
TCP,特性,不重复,1 TCP 与 UDP 详细区别,cn.txt,"TCP:可靠传输,通过序列号、确认应答 ACK、超时重传、流量控制、拥塞控制,保证数据无差错、不丢失、不重复、按序到达",0.78,attribute_extraction_feature_pattern,
可靠传输,特性,不重复,1 TCP 与 UDP 详细区别,cn.txt,"TCP:可靠传输,通过序列号、确认应答 ACK、超时重传、流量控制、拥塞控制,保证数据无差错、不丢失、不重复、按序到达",0.78,attribute_extraction_feature_pattern,
