main_entity,entity_type,mention_count,mentions,source_file,normalized_entity,aliases,section_titles,merged_entities,disambiguation_confidence,disambiguation_method,disambiguation_basis
URL,地址与标识实体,10,URL,cn.txt,URL,URL,2.2 URL 重写(Cookie 禁用时备用) | 3.1 URI 与 URL | 3.2 GET 与 POST | 6 输入 URL 到页面展示完整流程,URL,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=URL；章节=2.2 URL 重写(Cookie 禁用时备用)|3.1 URI 与 URL|3.2 GET 与 POST|6 输入 URL 到页面展示完整流程
加密,概念与特性实体,9,加密,cn.txt,加密,加密,1.1 OSI 七层模型(国际标准化组织制定) | 2.1 IP 地址过滤 | 1.1 HTTP 各版本演进 | 1.2 HTTP 与 HTTPS 区别 | 3.2 GET 与 POST | 4.1 WebSocket | 5.4 DNS 劫持 | 补充高频面试考点,加密,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=加密；章节=1.1 OSI 七层模型(国际标准化组织制定)|2.1 IP 地址过滤|1.1 HTTP 各版本演进|1.2 HTTP 与 HTTPS 区别|3.2 GET 与 POST|4.1 WebSocket|5.4 DNS 劫持|补充高频面试考点
Cookie,机制与技术实体,8,Cookie,cn.txt,Cookie,Cookie,1.5 HTTP 常见请求头 | 2.1 Cookie+Session(主流) | 6 输入 URL 到页面展示完整流程,Cookie,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Cookie；章节=1.5 HTTP 常见请求头|2.1 Cookie+Session(主流)|6 输入 URL 到页面展示完整流程
IPv6,协议实体,8,IPv6,cn.txt,IPv6,IPv6,2 各层常见协议 | 1.2 IPv4 与 IPv6 详细对比,IPv6,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=IPv6；章节=2 各层常见协议|1.2 IPv4 与 IPv6 详细对比
NAT,协议实体,8,NAT,cn.txt,NAT,NAT,2 各层常见协议 | 1.2 IPv4 与 IPv6 详细对比 | 补充高频面试考点,NAT,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=NAT；章节=2 各层常见协议|1.2 IPv4 与 IPv6 详细对比|补充高频面试考点
Session,机制与技术实体,8,Session,cn.txt,Session,Session,2.1 Cookie+Session(主流) | 2.2 URL 重写(Cookie 禁用时备用) | 2.3 Token/JWT(无状态认证),Session,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Session；章节=2.1 Cookie+Session(主流)|2.2 URL 重写(Cookie 禁用时备用)|2.3 Token/JWT(无状态认证)
域名,地址与标识实体,8,域名,cn.txt,域名,域名,3 基于 TCP/UDP 的应用层协议 | 1.1 HTTP 各版本演进 | 1.5 HTTP 常见请求头 | 5.1 核心作用 | 5.2 DNS 服务器层级 | 5.4 DNS 劫持 | 6 输入 URL 到页面展示完整流程,域名,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=域名；章节=3 基于 TCP/UDP 的应用层协议|1.1 HTTP 各版本演进|1.5 HTTP 常见请求头|5.1 核心作用|5.2 DNS 服务器层级|5.4 DNS 劫持|6 输入 URL 到页面展示完整流程
ACK,报文字段与状态实体,7,ACK,cn.txt,ACK,ACK,1 TCP 与 UDP 详细区别 | 4.2 四次挥手(断开连接) | 4.3 TCP 可靠性保障机制 | 1.1 HTTP 各版本演进 | 补充高频面试考点,ACK,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=ACK；章节=1 TCP 与 UDP 详细区别|4.2 四次挥手(断开连接)|4.3 TCP 可靠性保障机制|1.1 HTTP 各版本演进|补充高频面试考点
ARP,协议实体,7,ARP | arp,cn.txt,ARP,ARP | arp,2 各层常见协议 | 补充高频面试考点,ARP,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=ARP；章节=2 各层常见协议|补充高频面试考点
IPv4,协议实体,7,IPv4,cn.txt,IPv4,IPv4,2 各层常见协议 | 1.2 IPv4 与 IPv6 详细对比 | 2.3 NAT(网络地址转换),IPv4,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=IPv4；章节=2 各层常见协议|1.2 IPv4 与 IPv6 详细对比|2.3 NAT(网络地址转换)
DHCP,协议实体,6,DHCP,cn.txt,DHCP,DHCP,2 各层常见协议 | 2 协议选择原则 | 3 基于 TCP/UDP 的应用层协议 | 1.2 IPv4 与 IPv6 详细对比,DHCP,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=DHCP；章节=2 各层常见协议|2 协议选择原则|3 基于 TCP/UDP 的应用层协议|1.2 IPv4 与 IPv6 详细对比
OSI,模型与体系结构实体,6,OSI,cn.txt,OSI,OSI,1.2 TCP/IP 四层模型(实际互联网主流模型),OSI,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=OSI；章节=1.2 TCP/IP 四层模型(实际互联网主流模型)
FTP,协议实体,5,FTP,cn.txt,FTP,FTP,2 各层常见协议 | 2 协议选择原则 | 3 基于 TCP/UDP 的应用层协议,FTP,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=FTP；章节=2 各层常见协议|2 协议选择原则|3 基于 TCP/UDP 的应用层协议
ICMP,协议实体,5,ICMP,cn.txt,ICMP,ICMP,2 各层常见协议 | 1.2 IPv4 与 IPv6 详细对比 | 4.2 PING 命令,ICMP,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=ICMP；章节=2 各层常见协议|1.2 IPv4 与 IPv6 详细对比|4.2 PING 命令
QUIC,协议实体,5,QUIC,cn.txt,QUIC,QUIC,3 基于 TCP/UDP 的应用层协议 | 1.1 HTTP 各版本演进 | 1.3 HTTP 队头阻塞详解 | 补充高频面试考点,QUIC,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=QUIC；章节=3 基于 TCP/UDP 的应用层协议|1.1 HTTP 各版本演进|1.3 HTTP 队头阻塞详解|补充高频面试考点
RTT,版本端口与数值实体,5,RTT,cn.txt,RTT,RTT,4.2 PING 命令 | 1.1 HTTP 各版本演进 | 补充高频面试考点,RTT,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=RTT；章节=4.2 PING 命令|1.1 HTTP 各版本演进|补充高频面试考点
SMTP,协议实体,5,SMTP,cn.txt,SMTP,SMTP,2 各层常见协议 | 2 协议选择原则 | 3 基于 TCP/UDP 的应用层协议 | 2.2 获取客户端真实 IP,SMTP,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=SMTP；章节=2 各层常见协议|2 协议选择原则|3 基于 TCP/UDP 的应用层协议|2.2 获取客户端真实 IP
SessionID,地址与标识实体,5,SessionID | sessionid,cn.txt,SessionID,SessionID | sessionid,2.1 Cookie+Session(主流) | 2.2 URL 重写(Cookie 禁用时备用),SessionID,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=SessionID；章节=2.1 Cookie+Session(主流)|2.2 URL 重写(Cookie 禁用时备用)
URI,地址与标识实体,5,URI,cn.txt,URI,URI,3.1 URI 与 URL,URI,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=URI；章节=3.1 URI 与 URL
数据包,报文字段与状态实体,5,数据包,cn.txt,数据包,数据包,1.1 OSI 七层模型(国际标准化组织制定) | 4.3 TCP 可靠性保障机制 | 1.1 核心作用 | 3.2 ARP 地址解析协议,数据包,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=数据包；章节=1.1 OSI 七层模型(国际标准化组织制定)|4.3 TCP 可靠性保障机制|1.1 核心作用|3.2 ARP 地址解析协议
无状态,概念与特性实体,5,无状态,cn.txt,无状态,无状态,1 TCP 与 UDP 详细区别 | 1.2 IPv4 与 IPv6 详细对比 | 2 HTTP 状态保持机制 | 2.3 Token/JWT(无状态认证),无状态,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=无状态；章节=1 TCP 与 UDP 详细区别|1.2 IPv4 与 IPv6 详细对比|2 HTTP 状态保持机制|2.3 Token/JWT(无状态认证)
HTTP/2,协议实体,4,HTTP/2,cn.txt,HTTP/2,HTTP/2,3 基于 TCP/UDP 的应用层协议 | 1.1 HTTP 各版本演进 | 1.3 HTTP 队头阻塞详解,HTTP/2,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=HTTP/2；章节=3 基于 TCP/UDP 的应用层协议|1.1 HTTP 各版本演进|1.3 HTTP 队头阻塞详解
Host,报文字段与状态实体,4,Host,cn.txt,Host,Host,1.1 HTTP 各版本演进 | 1.5 HTTP 常见请求头,Host,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Host；章节=1.1 HTTP 各版本演进|1.5 HTTP 常见请求头
MAC 地址,地址与标识实体,4,MAC 地址,cn.txt,MAC 地址,MAC 地址,1.1 OSI 七层模型(国际标准化组织制定) | 3.2 ARP 地址解析协议,MAC 地址,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=MAC 地址；章节=1.1 OSI 七层模型(国际标准化组织制定)|3.2 ARP 地址解析协议
三次握手,机制与技术实体,4,三次握手,cn.txt,三次握手,三次握手,1 TCP 与 UDP 详细区别 | 6 输入 URL 到页面展示完整流程 | 补充高频面试考点,三次握手,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=三次握手；章节=1 TCP 与 UDP 详细区别|6 输入 URL 到页面展示完整流程|补充高频面试考点
主机,服务器与网络组件实体,4,主机,cn.txt,主机,主机,1.1 OSI 七层模型(国际标准化组织制定) | 4.2 PING 命令 | 1.1 HTTP 各版本演进,主机,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=主机；章节=1.1 OSI 七层模型(国际标准化组织制定)|4.2 PING 命令|1.1 HTTP 各版本演进
四次挥手,机制与技术实体,4,四次挥手,cn.txt,四次挥手,四次挥手,1 TCP 与 UDP 详细区别 | 6 输入 URL 到页面展示完整流程 | 补充高频面试考点,四次挥手,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=四次挥手；章节=1 TCP 与 UDP 详细区别|6 输入 URL 到页面展示完整流程|补充高频面试考点
头部压缩,机制与技术实体,4,头部压缩,cn.txt,头部压缩,头部压缩,1.1 HTTP 各版本演进,头部压缩,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=头部压缩；章节=1.1 HTTP 各版本演进
帧,报文字段与状态实体,4,帧,cn.txt,帧,帧,1.1 OSI 七层模型(国际标准化组织制定) | 1.2 TCP/IP 四层模型(实际互联网主流模型) | 1.1 HTTP 各版本演进,帧,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=帧；章节=1.1 OSI 七层模型(国际标准化组织制定)|1.2 TCP/IP 四层模型(实际互联网主流模型)|1.1 HTTP 各版本演进
广播,概念与特性实体,4,广播,cn.txt,广播,广播,1 TCP 与 UDP 详细区别 | 2 协议选择原则 | 3.1 MAC 地址 | 补充高频面试考点,广播,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=广播；章节=1 TCP 与 UDP 详细区别|2 协议选择原则|3.1 MAC 地址|补充高频面试考点
序列号,机制与技术实体,4,序列号,cn.txt,序列号,序列号,1 TCP 与 UDP 详细区别 | 4.1 三次握手(建立连接) | 4.3 TCP 可靠性保障机制,序列号,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=序列号；章节=1 TCP 与 UDP 详细区别|4.1 三次握手(建立连接)|4.3 TCP 可靠性保障机制
文件传输,场景与应用实体,4,文件传输,cn.txt,文件传输,文件传输,2 协议选择原则 | 3 基于 TCP/UDP 的应用层协议,文件传输,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=文件传输；章节=2 协议选择原则|3 基于 TCP/UDP 的应用层协议
浏览器,服务器与网络组件实体,4,浏览器,cn.txt,浏览器,浏览器,5.3 DNS 解析流程 | 6 输入 URL 到页面展示完整流程,浏览器,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=浏览器；章节=5.3 DNS 解析流程|6 输入 URL 到页面展示完整流程
网络接口层,层级结构实体,4,网络接口层,cn.txt,网络接口层,网络接口层,1.2 TCP/IP 四层模型(实际互联网主流模型) | 2 各层常见协议,网络接口层,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=网络接口层；章节=1.2 TCP/IP 四层模型(实际互联网主流模型)|2 各层常见协议
队头阻塞,概念与特性实体,4,队头阻塞,cn.txt,队头阻塞,队头阻塞,1.1 HTTP 各版本演进,队头阻塞,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=队头阻塞；章节=1.1 HTTP 各版本演进
BGP,协议实体,3,BGP,cn.txt,BGP,BGP,2 各层常见协议 | 5 常见路由协议,BGP,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=BGP；章节=2 各层常见协议|5 常见路由协议
HTTP/3,协议实体,3,HTTP/3,cn.txt,HTTP/3,HTTP/3,3 基于 TCP/UDP 的应用层协议 | 1.1 HTTP 各版本演进 | 1.3 HTTP 队头阻塞详解,HTTP/3,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=HTTP/3；章节=3 基于 TCP/UDP 的应用层协议|1.1 HTTP 各版本演进|1.3 HTTP 队头阻塞详解
IMAP,协议实体,3,IMAP,cn.txt,IMAP,IMAP,2 各层常见协议 | 2 协议选择原则 | 3 基于 TCP/UDP 的应用层协议,IMAP,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=IMAP；章节=2 各层常见协议|2 协议选择原则|3 基于 TCP/UDP 的应用层协议
IP 地址,地址与标识实体,3,IP 地址,cn.txt,IP 地址,IP 地址,3.2 ARP 地址解析协议 | 5.1 核心作用,IP 地址,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=IP 地址；章节=3.2 ARP 地址解析协议|5.1 核心作用
NTP,协议实体,3,NTP,cn.txt,NTP,NTP,2 各层常见协议 | 3 基于 TCP/UDP 的应用层协议,NTP,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=NTP；章节=2 各层常见协议|3 基于 TCP/UDP 的应用层协议
OSPF,协议实体,3,OSPF,cn.txt,OSPF,OSPF,2 各层常见协议 | 5 常见路由协议,OSPF,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=OSPF；章节=2 各层常见协议|5 常见路由协议
PING,工具与命令实体,3,PING,cn.txt,PING,PING,补充高频面试考点,PING,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=PING；章节=补充高频面试考点
POP3,协议实体,3,POP3,cn.txt,POP3,POP3,2 各层常见协议 | 2 协议选择原则 | 3 基于 TCP/UDP 的应用层协议,POP3,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=POP3；章节=2 各层常见协议|2 协议选择原则|3 基于 TCP/UDP 的应用层协议
RIP,协议实体,3,RIP,cn.txt,RIP,RIP,2 各层常见协议 | 5 常见路由协议,RIP,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=RIP；章节=2 各层常见协议|5 常见路由协议
SNMP,协议实体,3,SNMP,cn.txt,SNMP,SNMP,2 各层常见协议 | 3 基于 TCP/UDP 的应用层协议,SNMP,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=SNMP；章节=2 各层常见协议|3 基于 TCP/UDP 的应用层协议
SSE,协议实体,3,SSE,cn.txt,SSE,SSE,4.2 SSE(服务器推送事件),SSE,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=SSE；章节=4.2 SSE(服务器推送事件)
SSH,协议实体,3,SSH,cn.txt,SSH,SSH,2 各层常见协议 | 2 协议选择原则 | 3 基于 TCP/UDP 的应用层协议,SSH,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=SSH；章节=2 各层常见协议|2 协议选择原则|3 基于 TCP/UDP 的应用层协议
Telnet,协议实体,3,Telnet,cn.txt,Telnet,Telnet,2 各层常见协议 | 2 协议选择原则 | 3 基于 TCP/UDP 的应用层协议,Telnet,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Telnet；章节=2 各层常见协议|2 协议选择原则|3 基于 TCP/UDP 的应用层协议
WebSocket,协议实体,3,WebSocket,cn.txt,WebSocket,WebSocket,4.2 SSE(服务器推送事件),WebSocket,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=WebSocket；章节=4.2 SSE(服务器推送事件)
会话层,层级结构实体,3,会话层,cn.txt,会话层,会话层,1.1 OSI 七层模型(国际标准化组织制定) | 1.2 TCP/IP 四层模型(实际互联网主流模型),会话层,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=会话层；章节=1.1 OSI 七层模型(国际标准化组织制定)|1.2 TCP/IP 四层模型(实际互联网主流模型)
单播,概念与特性实体,3,单播,cn.txt,单播,单播,1 TCP 与 UDP 详细区别 | 补充高频面试考点,单播,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=单播；章节=1 TCP 与 UDP 详细区别|补充高频面试考点
可靠传输,概念与特性实体,3,可靠传输,cn.txt,可靠传输,可靠传输,1 TCP 与 UDP 详细区别 | 3 基于 TCP/UDP 的应用层协议,可靠传输,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=可靠传输；章节=1 TCP 与 UDP 详细区别|3 基于 TCP/UDP 的应用层协议
在线游戏,场景与应用实体,3,在线游戏,cn.txt,在线游戏,在线游戏,2 协议选择原则 | 4.1 WebSocket,在线游戏,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=在线游戏；章节=2 协议选择原则|4.1 WebSocket
实时音视频,场景与应用实体,3,实时音视频,cn.txt,实时音视频,实时音视频,2 协议选择原则 | 3 基于 TCP/UDP 的应用层协议,实时音视频,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=实时音视频；章节=2 协议选择原则|3 基于 TCP/UDP 的应用层协议
拥塞控制,机制与技术实体,3,拥塞控制,cn.txt,拥塞控制,拥塞控制,1 TCP 与 UDP 详细区别 | 4.3 TCP 可靠性保障机制,拥塞控制,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=拥塞控制；章节=1 TCP 与 UDP 详细区别|4.3 TCP 可靠性保障机制
数据链路层,层级结构实体,3,数据链路层,cn.txt,数据链路层,数据链路层,1.1 OSI 七层模型(国际标准化组织制定) | 1.2 TCP/IP 四层模型(实际互联网主流模型),数据链路层,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=数据链路层；章节=1.1 OSI 七层模型(国际标准化组织制定)|1.2 TCP/IP 四层模型(实际互联网主流模型)
服务器推送,机制与技术实体,3,服务器推送,cn.txt,服务器推送,服务器推送,1.1 HTTP 各版本演进,服务器推送,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=服务器推送；章节=1.1 HTTP 各版本演进
流量控制,机制与技术实体,3,流量控制,cn.txt,流量控制,流量控制,1 TCP 与 UDP 详细区别 | 4.3 TCP 可靠性保障机制,流量控制,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=流量控制；章节=1 TCP 与 UDP 详细区别|4.3 TCP 可靠性保障机制
物理层,层级结构实体,3,物理层,cn.txt,物理层,物理层,1.1 OSI 七层模型(国际标准化组织制定) | 1.2 TCP/IP 四层模型(实际互联网主流模型),物理层,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=物理层；章节=1.1 OSI 七层模型(国际标准化组织制定)|1.2 TCP/IP 四层模型(实际互联网主流模型)
表示层,层级结构实体,3,表示层,cn.txt,表示层,表示层,1.1 OSI 七层模型(国际标准化组织制定) | 1.2 TCP/IP 四层模型(实际互联网主流模型),表示层,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=表示层；章节=1.1 OSI 七层模型(国际标准化组织制定)|1.2 TCP/IP 四层模型(实际互联网主流模型)
超时重传,机制与技术实体,3,超时重传,cn.txt,超时重传,超时重传,1 TCP 与 UDP 详细区别 | 4.3 TCP 可靠性保障机制,超时重传,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=超时重传；章节=1 TCP 与 UDP 详细区别|4.3 TCP 可靠性保障机制
远程登录,场景与应用实体,3,远程登录,cn.txt,远程登录,远程登录,2 协议选择原则 | 3 基于 TCP/UDP 的应用层协议,远程登录,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=远程登录；章节=2 协议选择原则|3 基于 TCP/UDP 的应用层协议
连接迁移,机制与技术实体,3,连接迁移,cn.txt,连接迁移,连接迁移,1.1 HTTP 各版本演进 | 补充高频面试考点,连接迁移,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=连接迁移；章节=1.1 HTTP 各版本演进|补充高频面试考点
邮件收发,场景与应用实体,3,邮件收发,cn.txt,邮件收发,邮件收发,2 协议选择原则 | 3 基于 TCP/UDP 的应用层协议,邮件收发,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=邮件收发；章节=2 协议选择原则|3 基于 TCP/UDP 的应用层协议
长连接,概念与特性实体,3,长连接,cn.txt,长连接,长连接,1.1 HTTP 各版本演进 | 4.1 WebSocket | 6 输入 URL 到页面展示完整流程,长连接,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=长连接；章节=1.1 HTTP 各版本演进|4.1 WebSocket|6 输入 URL 到页面展示完整流程
