input_file,input_row_id,original_head,original_relation,original_tail,canonical_head,canonical_relation,canonical_tail,kept_relation,decision,canonicalization_actions,candidate_relations,winner_score,runner_up_score,score_margin,basis,evidence
data_structure.csv,31,FIFO,used_for,任务调度,FIFO,used_for,任务调度,used_for,kept,,used_for,0.8074,,,"used_for: score=0.807, conf=0.800, support=1, cues=用途,用于,常用于","队列是一种先进先出(FIFO)的数据结构,常用于任务调度和缓冲区管理"
data_structure.csv,32,LIFO,used_for,函数调用,LIFO,used_for,函数调用,used_for,kept,,used_for,0.8074,,,"used_for: score=0.807, conf=0.800, support=1, cues=用途,用于,常用于","栈是一种后进先出(LIFO)的数据结构,常用于函数调用和表达式求值"
data_structure.csv,33,队列,is_a,数据结构,队列,is_a,数据结构,is_a,kept,,is_a,0.7713,,,"is_a: score=0.771, conf=0.796, support=1, cues=上下位,是一种,!用于","队列是一种先进先出(FIFO)的数据结构,常用于任务调度和缓冲区管理"
data_structure.csv,34,最大堆,used_for,优先队列,最大堆,used_for,优先队列,used_for,kept,,used_for,0.8025,,,"used_for: score=0.802, conf=0.792, support=1, cues=用途,用于,常用于","堆是一种特殊的完全二叉树,分为最大堆和最小堆,常用于优先队列的实现"
data_structure.csv,35,最小堆,is_a,完全二叉树,最小堆,is_a,完全二叉树,is_a,kept,,is_a,0.7226,,,"is_a: score=0.723, conf=0.788, support=1, cues=是一种,!用于,!包含","堆是一种特殊的完全二叉树,分为最大堆和最小堆,常用于优先队列的实现"
data_structure.csv,36,非线性结构,is_a,数据结构,非线性结构,is_a,数据结构,is_a,kept,,is_a,0.6214,,,"is_a: score=0.621, conf=0.788, support=1, cues=!包含,!包括",常见的数据结构包括线性结构和非线性结构两大类
data_structure.csv,37,优先队列,implemented_by,队列,优先队列,implemented_by,队列,implemented_by,kept,,implemented_by,0.7631,,,"implemented_by: score=0.763, conf=0.786, support=1, cues=实现关系,实现,!用于","例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统"
data_structure.csv,38,数组,is_a,随机访问,数组,is_a,随机访问,is_a,kept,,is_a,0.7914,,,"is_a: score=0.791, conf=0.784, support=1, cues=上下位,是一种","数组是一种顺序存储结构,其特点是支持随机访问,但插入和删除操作效率较低"
data_structure.csv,39,链表,is_a,数据域,链表,is_a,数据域,is_a,kept,,is_a | has_part,0.7638,0.7440,0.0198,"is_a: score=0.764, conf=0.784, support=1, cues=上下位,是一种,!包含；has_part: score=0.744, conf=0.714, support=1, cues=整体部分,包含","链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景"
data_structure.csv,40,顺序存储结构,is_a,删除,顺序存储结构,is_a,删除,is_a,kept,,is_a,0.7914,,,"is_a: score=0.791, conf=0.784, support=1, cues=上下位,是一种","数组是一种顺序存储结构,其特点是支持随机访问,但插入和删除操作效率较低"
data_structure.csv,41,哈希函数,used_for,查找,哈希函数,used_for,查找,used_for,kept,,used_for,0.7526,,,"used_for: score=0.753, conf=0.782, support=1, cues=用途,用于,!基于","哈希表是一种基于哈希函数的数据结构,用于实现高效的查找操作"
data_structure.csv,42,链地址法,is_a,哈希冲突,链地址法,is_a,哈希冲突,is_a,kept,,is_a,0.6177,,,"is_a: score=0.618, conf=0.782, support=1, cues=!包含,!包括","为了解决哈希冲突,常用的方法包括链地址法和开放寻址法"
data_structure.csv,43,完全二叉树,used_for,优先队列,完全二叉树,used_for,优先队列,used_for,kept,,used_for,0.7926,,,"used_for: score=0.793, conf=0.776, support=1, cues=用途,用于,常用于","堆是一种特殊的完全二叉树,分为最大堆和最小堆,常用于优先队列的实现"
data_structure.csv,44,广度优先搜索,used_for,建模网络关系,广度优先搜索,used_for,建模网络关系,used_for,kept,,used_for,0.7765,,,"used_for: score=0.776, conf=0.776, support=1, cues=用途,用于","例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统"
data_structure.csv,45,优先队列,used_for,哈希表,优先队列,used_for,哈希表,used_for,kept,,used_for,0.7752,,,"used_for: score=0.775, conf=0.774, support=1, cues=用途,用于","例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统"
data_structure.csv,46,指针域,is_a,节点,指针域,is_a,节点,is_a,kept,,is_a,0.7415,,,"is_a: score=0.742, conf=0.774, support=1, cues=是一种,!包含","链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景"
data_structure.csv,47,FIFO,used_for,缓冲区管理,FIFO,used_for,缓冲区管理,used_for,kept,,used_for,0.7888,,,"used_for: score=0.789, conf=0.770, support=1, cues=用途,用于,常用于","队列是一种先进先出(FIFO)的数据结构,常用于任务调度和缓冲区管理"
data_structure.csv,48,LIFO,used_for,表达式求值,LIFO,used_for,表达式求值,used_for,kept,,used_for,0.7888,,,"used_for: score=0.789, conf=0.770, support=1, cues=用途,用于,常用于","栈是一种后进先出(LIFO)的数据结构,常用于函数调用和表达式求值"
data_structure.csv,49,先进先出,used_for,任务调度,先进先出,used_for,任务调度,used_for,kept,,used_for,0.7888,,,"used_for: score=0.789, conf=0.770, support=1, cues=用途,用于,常用于","队列是一种先进先出(FIFO)的数据结构,常用于任务调度和缓冲区管理"
data_structure.csv,50,后进先出,used_for,函数调用,后进先出,used_for,函数调用,used_for,kept,,used_for,0.7888,,,"used_for: score=0.789, conf=0.770, support=1, cues=用途,用于,常用于","栈是一种后进先出(LIFO)的数据结构,常用于函数调用和表达式求值"
data_structure.csv,51,数据域,is_a,链式存储结构,数据域,is_a,链式存储结构,is_a,kept,,is_a,0.7378,,,"is_a: score=0.738, conf=0.768, support=1, cues=是一种,!包含","链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景"
data_structure.csv,52,数据结构,has_part,非线性结构,数据结构,has_part,非线性结构,has_part,kept,,has_part,0.7775,,,"has_part: score=0.777, conf=0.768, support=1, cues=整体部分,包括",常见的数据结构包括线性结构和非线性结构两大类
data_structure.csv,53,优先队列,used_for,缓存系统,优先队列,used_for,缓存系统,used_for,kept,,used_for,0.7690,,,"used_for: score=0.769, conf=0.764, support=1, cues=用途,用于","例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统"
data_structure.csv,54,一对一关系,has_part,数组,一对一关系,has_part,数组,has_part,kept,,has_part,0.7738,,,"has_part: score=0.774, conf=0.762, support=1, cues=整体部分,包括","线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列"
data_structure.csv,55,哈希冲突,has_part,链地址法,哈希冲突,has_part,链地址法,has_part,kept,,has_part,0.7738,,,"has_part: score=0.774, conf=0.762, support=1, cues=整体部分,包括","为了解决哈希冲突,常用的方法包括链地址法和开放寻址法"
data_structure.csv,56,链表,is_a,指针域,链表,is_a,指针域,is_a,kept,,is_a | has_part,0.7489,0.7291,0.0198,"is_a: score=0.749, conf=0.760, support=1, cues=上下位,是一种,!包含；has_part: score=0.729, conf=0.690, support=1, cues=整体部分,包含","链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景"
data_structure.csv,57,括号匹配问题,used_for,优先队列,括号匹配问题,used_for,优先队列,used_for,kept,,used_for,0.7653,,,"used_for: score=0.765, conf=0.758, support=1, cues=用途,用于","例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统"
data_structure.csv,58,队列,used_for,优先队列,队列,used_for,优先队列,used_for,kept,,used_for,0.7641,,,"used_for: score=0.764, conf=0.756, support=1, cues=用途,用于","例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统"
data_structure.csv,59,节点,has_part,指针域,节点,has_part,指针域,has_part,kept,,has_part,0.7688,,,"has_part: score=0.769, conf=0.754, support=1, cues=整体部分,包含","链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景"
data_structure.csv,60,开放寻址法,is_a,哈希冲突,开放寻址法,is_a,哈希冲突,is_a,kept,,is_a,0.5991,,,"is_a: score=0.599, conf=0.752, support=1, cues=!包含,!包括","为了解决哈希冲突,常用的方法包括链地址法和开放寻址法"
data_structure.csv,61,哈希表,is_a,查找,哈希表,is_a,查找,depends_on,relation_conflict_resolved,,depends_on | used_for | is_a,0.7273,0.7191,0.0082,"depends_on: score=0.727, conf=0.738, support=1, cues=依赖,基于,!用于；used_for: score=0.719, conf=0.728, support=1, cues=用途,用于,!基于；is_a: score=0.714, conf=0.748, support=1, cues=上下位,是一种,!用于,!基于；low_margin=0.008","哈希表是一种基于哈希函数的数据结构,用于实现高效的查找操作"
data_structure.csv,62,数组,is_a,插入,数组,is_a,插入,is_a,kept,,is_a,0.7691,,,"is_a: score=0.769, conf=0.748, support=1, cues=上下位,是一种","数组是一种顺序存储结构,其特点是支持随机访问,但插入和删除操作效率较低"
data_structure.csv,63,链式存储结构,has_part,数据域,链式存储结构,has_part,数据域,has_part,kept,,has_part,0.7651,,,"has_part: score=0.765, conf=0.748, support=1, cues=整体部分,包含","链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景"
data_structure.csv,64,队列,is_a,任务调度,队列,is_a,任务调度,used_for,relation_conflict_resolved,,used_for | is_a,0.7628,0.7415,0.0213,"used_for: score=0.763, conf=0.728, support=1, cues=用途,用于,常用于；is_a: score=0.741, conf=0.748, support=1, cues=上下位,是一种,!用于","队列是一种先进先出(FIFO)的数据结构,常用于任务调度和缓冲区管理"
data_structure.csv,65,优先队列,is_a,完全二叉树,优先队列,is_a,完全二叉树,is_a,kept,,is_a,0.6966,,,"is_a: score=0.697, conf=0.746, support=1, cues=是一种,!用于,!包含","堆是一种特殊的完全二叉树,分为最大堆和最小堆,常用于优先队列的实现"
data_structure.csv,66,插入,is_a,节点,插入,is_a,节点,is_a,kept,,is_a,0.7242,,,"is_a: score=0.724, conf=0.746, support=1, cues=是一种,!包含","链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景"
data_structure.csv,67,一对一关系,has_part,链表,一对一关系,has_part,链表,has_part,kept,,has_part,0.7626,,,"has_part: score=0.763, conf=0.744, support=1, cues=整体部分,包括","线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列"
data_structure.csv,68,指针域,is_a,链式存储结构,指针域,is_a,链式存储结构,is_a,kept,,is_a,0.7229,,,"is_a: score=0.723, conf=0.744, support=1, cues=是一种,!包含","链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景"
data_structure.csv,69,线性结构,is_a,数组,线性结构,is_a,数组,is_a,kept,,is_a | has_part,0.7217,0.7180,0.0037,"is_a: score=0.722, conf=0.742, support=1, cues=上下位,!包括；has_part: score=0.718, conf=0.672, support=1, cues=整体部分,包括；low_margin=0.004","线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列"
data_structure.csv,70,先进先出,used_for,缓冲区管理,先进先出,used_for,缓冲区管理,used_for,kept,,used_for,0.7702,,,"used_for: score=0.770, conf=0.740, support=1, cues=用途,用于,常用于","队列是一种先进先出(FIFO)的数据结构,常用于任务调度和缓冲区管理"
data_structure.csv,71,后进先出,used_for,表达式求值,后进先出,used_for,表达式求值,used_for,kept,,used_for,0.7702,,,"used_for: score=0.770, conf=0.740, support=1, cues=用途,用于,常用于","栈是一种后进先出(LIFO)的数据结构,常用于函数调用和表达式求值"
data_structure.csv,72,哈希表,depends_on,查找,哈希表,depends_on,查找,depends_on,kept,,depends_on | used_for | is_a,0.7273,0.7191,0.0082,"depends_on: score=0.727, conf=0.738, support=1, cues=依赖,基于,!用于；used_for: score=0.719, conf=0.728, support=1, cues=用途,用于,!基于；is_a: score=0.714, conf=0.748, support=1, cues=上下位,是一种,!用于,!基于；low_margin=0.008","哈希表是一种基于哈希函数的数据结构,用于实现高效的查找操作"
data_structure.csv,73,广度优先搜索,used_for,哈希表,广度优先搜索,used_for,哈希表,used_for,kept,,used_for,0.7504,,,"used_for: score=0.750, conf=0.734, support=1, cues=用途,用于","例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统"
data_structure.csv,74,数据域,is_a,链表,数据域,is_a,链表,is_a,kept,,is_a,0.7167,,,"is_a: score=0.717, conf=0.734, support=1, cues=是一种,!包含","链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景"
data_structure.csv,75,哈希冲突,has_part,开放寻址法,哈希冲突,has_part,开放寻址法,has_part,kept,,has_part,0.7552,,,"has_part: score=0.755, conf=0.732, support=1, cues=整体部分,包括","为了解决哈希冲突,常用的方法包括链地址法和开放寻址法"
data_structure.csv,76,数组,is_a,删除,数组,is_a,删除,is_a,kept,,is_a,0.7579,,,"is_a: score=0.758, conf=0.730, support=1, cues=上下位,是一种","数组是一种顺序存储结构,其特点是支持随机访问,但插入和删除操作效率较低"
data_structure.csv,77,删除,is_a,节点,删除,is_a,节点,is_a,kept,,is_a,0.7130,,,"is_a: score=0.713, conf=0.728, support=1, cues=是一种,!包含","链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景"
data_structure.csv,78,哈希表,used_for,查找,哈希表,used_for,查找,depends_on,relation_conflict_resolved,,depends_on | used_for | is_a,0.7273,0.7191,0.0082,"depends_on: score=0.727, conf=0.738, support=1, cues=依赖,基于,!用于；used_for: score=0.719, conf=0.728, support=1, cues=用途,用于,!基于；is_a: score=0.714, conf=0.748, support=1, cues=上下位,是一种,!用于,!基于；low_margin=0.008","哈希表是一种基于哈希函数的数据结构,用于实现高效的查找操作"
data_structure.csv,79,概率型数据结构,is_a,误判率,概率型数据结构,is_a,误判率,used_for,relation_conflict_resolved,,used_for | is_a,0.7343,0.7291,0.0052,"used_for: score=0.734, conf=0.708, support=1, cues=用途,用于；is_a: score=0.729, conf=0.728, support=1, cues=上下位,是一种,!用于；low_margin=0.005","布隆过滤器是一种空间效率较高的概率型数据结构,用于判断元素是否存在于集合中,但存在一定的误判率"
data_structure.csv,80,队列,used_for,任务调度,队列,used_for,任务调度,used_for,kept,,used_for | is_a,0.7628,0.7415,0.0213,"used_for: score=0.763, conf=0.728, support=1, cues=用途,用于,常用于；is_a: score=0.741, conf=0.748, support=1, cues=上下位,是一种,!用于","队列是一种先进先出(FIFO)的数据结构,常用于任务调度和缓冲区管理"
data_structure.csv,81,队列,used_for,建模网络关系,队列,used_for,建模网络关系,used_for,kept,,used_for,0.7467,,,"used_for: score=0.747, conf=0.728, support=1, cues=用途,用于","例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统"
data_structure.csv,82,节点,has_part,插入,节点,has_part,插入,has_part,kept,,has_part,0.7515,,,"has_part: score=0.751, conf=0.726, support=1, cues=整体部分,包含","链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景"
data_structure.csv,83,线性结构,is_a,链表,线性结构,is_a,链表,is_a,kept,,is_a | has_part,0.7105,0.7068,0.0037,"is_a: score=0.711, conf=0.724, support=1, cues=上下位,!包括；has_part: score=0.707, conf=0.654, support=1, cues=整体部分,包括；low_margin=0.004","线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列"
data_structure.csv,84,链式存储结构,has_part,指针域,链式存储结构,has_part,指针域,has_part,kept,,has_part,0.7502,,,"has_part: score=0.750, conf=0.724, support=1, cues=整体部分,包含","链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景"
data_structure.csv,85,队列,is_a,缓冲区管理,队列,is_a,缓冲区管理,used_for,relation_conflict_resolved,,used_for | is_a,0.7442,0.7229,0.0213,"used_for: score=0.744, conf=0.698, support=1, cues=用途,用于,常用于；is_a: score=0.723, conf=0.718, support=1, cues=上下位,是一种,!用于","队列是一种先进先出(FIFO)的数据结构,常用于任务调度和缓冲区管理"
data_structure.csv,86,插入,is_a,链式存储结构,插入,is_a,链式存储结构,is_a,kept,,is_a,0.7056,,,"is_a: score=0.706, conf=0.716, support=1, cues=是一种,!包含","链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景"
data_structure.csv,87,一对一关系,has_part,队列,一对一关系,has_part,队列,has_part,kept,,has_part,0.7440,,,"has_part: score=0.744, conf=0.714, support=1, cues=整体部分,包括","线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列"
data_structure.csv,88,链表,has_part,数据域,链表,has_part,数据域,is_a,relation_conflict_resolved,,is_a | has_part,0.7638,0.7440,0.0198,"is_a: score=0.764, conf=0.784, support=1, cues=上下位,是一种,!包含；has_part: score=0.744, conf=0.714, support=1, cues=整体部分,包含","链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景"
data_structure.csv,89,链表,is_a,插入,链表,is_a,插入,is_a,kept,,is_a | has_part,0.7192,0.6994,0.0198,"is_a: score=0.719, conf=0.712, support=1, cues=上下位,是一种,!包含；has_part: score=0.699, conf=0.642, support=1, cues=整体部分,包含","链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景"
data_structure.csv,90,指针域,is_a,链表,指针域,is_a,链表,is_a,kept,,is_a,0.7018,,,"is_a: score=0.702, conf=0.710, support=1, cues=是一种,!包含","链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景"
data_structure.csv,91,概率型数据结构,used_for,误判率,概率型数据结构,used_for,误判率,used_for,kept,,used_for | is_a,0.7343,0.7291,0.0052,"used_for: score=0.734, conf=0.708, support=1, cues=用途,用于；is_a: score=0.729, conf=0.728, support=1, cues=上下位,是一种,!用于；low_margin=0.005","布隆过滤器是一种空间效率较高的概率型数据结构,用于判断元素是否存在于集合中,但存在一定的误判率"
data_structure.csv,92,节点,has_part,删除,节点,has_part,删除,has_part,kept,,has_part,0.7403,,,"has_part: score=0.740, conf=0.708, support=1, cues=整体部分,包含","链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景"
data_structure.csv,93,广度优先搜索,used_for,缓存系统,广度优先搜索,used_for,缓存系统,used_for,kept,,used_for,0.7318,,,"used_for: score=0.732, conf=0.704, support=1, cues=用途,用于","例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统"
