head,relation,tail,head_type,tail_type,confidence,evidence,pattern_names,section_titles,source_files,record_count,source_row_ids,source_relations,conflicting_relations,disambiguation_score,disambiguation_method,disambiguation_basis
Operating System,is_a,系统软件,领域实体,领域实体,0.7520,"操作系统(Operating System,简称 OS)是计算机系统中最核心的系统软件之一,它位于硬件与应用程序之间,承担资源管理、任务调度、服务提供和用户接口等重要职责",上下位关系,操作系统的概念与地位,os.txt,1,83,is_a,,0.7555,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.755, conf=0.752, support=1, cues=上下位"
Operating System,is_a,计算机系统,领域实体,领域实体,0.8120,"操作系统(Operating System,简称 OS)是计算机系统中最核心的系统软件之一,它位于硬件与应用程序之间,承担资源管理、任务调度、服务提供和用户接口等重要职责",上下位关系,操作系统的概念与地位,os.txt,1,32,is_a,,0.7927,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.793, conf=0.812, support=1, cues=上下位"
Paging,is_a,内存,内存管理实体,资源与硬件实体,0.6300,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",上位包含关系,内存管理与虚拟内存,os.txt,1,192,is_a,,0.5234,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.523, conf=0.630, support=1, cues=!包含,!包括"
Paging,is_a,操作系统,内存管理实体,领域实体,0.7160,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",上位包含关系,内存管理与虚拟内存,os.txt,1,117,is_a,,0.5768,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.577, conf=0.716, support=1, cues=!包含,!包括"
Paging,is_a,非连续分配,内存管理实体,内存管理实体,0.7500,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",上位包含关系,内存管理与虚拟内存,os.txt,1,85,is_a,,0.5978,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.598, conf=0.750, support=1, cues=!包含,!包括"
Process,is_a,操作系统,进程与线程实体,领域实体,0.8680,进程(Process)是操作系统课程中最重要的概念之一,上下位关系,进程与线程,os.txt,1,7,is_a,,0.8274,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.827, conf=0.868, support=1, cues=上下位"
Segmentation,is_a,内存,内存管理实体,资源与硬件实体,0.6300,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",上位包含关系,内存管理与虚拟内存,os.txt,1,193,is_a,,0.5234,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.523, conf=0.630, support=1, cues=!包含,!包括"
Segmentation,is_a,操作系统,内存管理实体,领域实体,0.6500,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",上位包含关系,内存管理与虚拟内存,os.txt,1,178,is_a,,0.5358,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.536, conf=0.650, support=1, cues=!包含,!包括"
Segmentation,is_a,非连续分配,内存管理实体,内存管理实体,0.6840,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",上位包含关系,内存管理与虚拟内存,os.txt,1,145,is_a,,0.5569,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.557, conf=0.684, support=1, cues=!包含,!包括"
Shortest Job First,is_a,调度,调度算法实体,处理器与调度实体,0.6300,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",上位包含关系,处理器调度与调度算法,os.txt,1,194,is_a,,0.5234,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.523, conf=0.630, support=1, cues=!包含,!包括"
Thrashing,alias_of,进程,虚拟内存与页面置换实体,核心抽象实体,0.9400,"课程中还会讨论抖动(Thrashing)现象,即进程频繁换页导致系统大部分时间都用于页面调度而非真正计算,这反映出内存管理与系统性能之间的紧密联系",别名关系,内存管理与虚拟内存,os.txt,1,1,alias_of,,0.8258,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"alias_of: score=0.826, conf=0.940, support=1, cues=别名,!用于,!导致"
Thrashing,used_for,内存,虚拟内存与页面置换实体,资源与硬件实体,0.6600,"课程中还会讨论抖动(Thrashing)现象,即进程频繁换页导致系统大部分时间都用于页面调度而非真正计算,这反映出内存管理与系统性能之间的紧密联系",用途关系,内存管理与虚拟内存,os.txt,1,170 | 179,used_for | causes,causes,0.6769,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"used_for: score=0.677, conf=0.660, support=1, cues=用途,用于,!导致；causes: score=0.675, conf=0.650, support=1, cues=因果,导致,!用于；low_margin=0.002"
Thrashing,used_for,页面调度,虚拟内存与页面置换实体,资源与硬件实体,0.7220,"课程中还会讨论抖动(Thrashing)现象,即进程频繁换页导致系统大部分时间都用于页面调度而非真正计算,这反映出内存管理与系统性能之间的紧密联系",用途关系,内存管理与虚拟内存,os.txt,1,111 | 121,used_for | causes,causes,0.7154,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"used_for: score=0.715, conf=0.722, support=1, cues=用途,用于,!导致；causes: score=0.713, conf=0.712, support=1, cues=因果,导致,!用于；low_margin=0.002"
Thread,is_a,CPU,进程与线程实体,资源与硬件实体,0.7540,"线程(Thread)则是比进程更轻量的执行单位,通常被称为 CPU 调度的基本单位",上下位关系,进程与线程,os.txt,1,80,is_a,,0.7567,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.757, conf=0.754, support=1, cues=上下位"
Thread,is_a,调度,进程与线程实体,处理器与调度实体,0.7300,"线程(Thread)则是比进程更轻量的执行单位,通常被称为 CPU 调度的基本单位",上下位关系,进程与线程,os.txt,1,103,is_a,,0.7418,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.742, conf=0.730, support=1, cues=上下位"
Thread,is_a,进程,进程与线程实体,核心抽象实体,0.8560,"线程(Thread)则是比进程更轻量的执行单位,通常被称为 CPU 调度的基本单位",上下位关系,进程与线程,os.txt,1,13,is_a,,0.8200,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.820, conf=0.856, support=1, cues=上下位"
Virtual Memory,is_a,内存,虚拟内存与页面置换实体,资源与硬件实体,0.7360,"虚拟内存(Virtual Memory)是操作系统的一项重要技术,它使程序不必全部装入内存即可运行",上下位关系,内存管理与虚拟内存,os.txt,1,97,is_a,,0.7456,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.746, conf=0.736, support=1, cues=上下位"
Virtual Memory,is_a,操作系统,虚拟内存与页面置换实体,领域实体,0.8680,"虚拟内存(Virtual Memory)是操作系统的一项重要技术,它使程序不必全部装入内存即可运行",上下位关系,内存管理与虚拟内存,os.txt,1,8,is_a,,0.8274,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.827, conf=0.868, support=1, cues=上下位"
Windows,is_a,计算机系统,系统与平台实体,领域实体,0.7600,"从课程学习的角度来看,操作系统并不是单纯介绍某一个具体系统,如 Windows、Linux 或 macOS,而是研究“计算机系统如何高效、安全、可靠地运行”的一般规律",上下位关系,操作系统的概念与地位,os.txt,1,71,is_a,,0.7604,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.760, conf=0.760, support=1, cues=上下位"
macOS,is_a,计算机系统,系统与平台实体,领域实体,0.8440,"从课程学习的角度来看,操作系统并不是单纯介绍某一个具体系统,如 Windows、Linux 或 macOS,而是研究“计算机系统如何高效、安全、可靠地运行”的一般规律",上下位关系,操作系统的概念与地位,os.txt,1,18,is_a,,0.8125,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.813, conf=0.844, support=1, cues=上下位"
两级目录,is_a,操作系统,核心抽象实体,领域实体,0.6680,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,文件系统,os.txt,1,161,is_a,,0.5470,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.547, conf=0.668, support=1, cues=!包含,!包括"
两级目录,is_a,文件,核心抽象实体,核心抽象实体,0.7200,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,文件系统,os.txt,1,113,is_a,,0.5792,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.579, conf=0.720, support=1, cues=!包含,!包括"
两级目录,is_a,目录,核心抽象实体,核心抽象实体,0.7560,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,文件系统,os.txt,1,78,is_a,,0.6016,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.602, conf=0.756, support=1, cues=!包含,!包括"
中断处理,is_a,设备管理,处理器与调度实体,功能模块实体,0.7040,设备管理的基础包括设备分类、设备控制器、驱动程序和中断处理,上位包含关系,设备管理与输入输出系统,os.txt,1,129,is_a,,0.5693,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.569, conf=0.704, support=1, cues=!包含,!包括"
互斥,is_a,临界区,同步与互斥实体,同步与互斥实体,0.7640,互斥是指在某一时刻只允许一个进程进入临界区访问共享资源,上下位关系,进程同步、互斥与死锁,os.txt,1,69,is_a,,0.7629,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.763, conf=0.764, support=1, cues=上下位"
互斥,is_a,共享资源,同步与互斥实体,同步与互斥实体,0.7340,互斥是指在某一时刻只允许一个进程进入临界区访问共享资源,上下位关系,进程同步、互斥与死锁,os.txt,1,99,is_a,,0.7443,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.744, conf=0.734, support=1, cues=上下位"
互斥,is_a,进程,同步与互斥实体,核心抽象实体,0.8080,互斥是指在某一时刻只允许一个进程进入临界区访问共享资源,上下位关系,进程同步、互斥与死锁,os.txt,1,35,is_a,,0.7902,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.790, conf=0.808, support=1, cues=上下位"
假脱机,used_for,共享,设备管理与I/O实体,核心思想与性质实体,0.7700,"假脱机技术常用于打印系统,使多个任务共享独占型设备",用途关系,设备管理与输入输出系统,os.txt,1,64,used_for,,0.7888,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.789, conf=0.770, support=1, cues=用途,用于,常用于"
假脱机,used_for,独占型设备,设备管理与I/O实体,核心思想与性质实体,0.7580,"假脱机技术常用于打印系统,使多个任务共享独占型设备",用途关系,设备管理与输入输出系统,os.txt,1,73,used_for,,0.7814,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.781, conf=0.758, support=1, cues=用途,用于,常用于"
先来先服务,is_a,调度,调度算法实体,处理器与调度实体,0.8060,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",上位包含关系,处理器调度与调度算法,os.txt,1,38,is_a,,0.6326,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.633, conf=0.806, support=1, cues=!包含,!包括"
公平性,is_a,调度,处理器与调度实体,处理器与调度实体,0.6100,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,上位包含关系,处理器调度与调度算法,os.txt,1,212,is_a,,0.5110,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.511, conf=0.610, support=1, cues=!包含,!包括"
内存,alias_of,虚拟内存,资源与硬件实体,核心抽象实体,0.8800,"与虚拟内存密切相关的是页面置换算法,即当内存已满而仍需调入新页面时,系统应选择哪个旧页面换出",别名关系,内存管理与虚拟内存,os.txt,1,5,alias_of,,0.8438,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"alias_of: score=0.844, conf=0.880, support=1, cues=别名"
内存,alias_of,页面置换算法,资源与硬件实体,资源与硬件实体,0.9320,"与虚拟内存密切相关的是页面置换算法,即当内存已满而仍需调入新页面时,系统应选择哪个旧页面换出",别名关系,内存管理与虚拟内存,os.txt,1,2,alias_of,,0.8761,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"alias_of: score=0.876, conf=0.932, support=1, cues=别名"
内存,has_part,Paging,资源与硬件实体,内存管理实体,0.6100,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,1,213,has_part,,0.6795,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.680, conf=0.610, support=1, cues=整体部分,包括"
内存,has_part,Segmentation,资源与硬件实体,内存管理实体,0.6100,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,1,214,has_part,,0.6795,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.680, conf=0.610, support=1, cues=整体部分,包括"
内存,has_part,分段,资源与硬件实体,内存管理实体,0.6100,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,1,215,has_part,,0.6795,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.680, conf=0.610, support=1, cues=整体部分,包括"
内存,has_part,分页,资源与硬件实体,资源与硬件实体,0.5920,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,1,227,has_part,,0.6684,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.668, conf=0.592, support=1, cues=整体部分,包括"
内存,implemented_by,死锁,资源与硬件实体,同步与互斥实体,0.8240,"它既关注理论问题,例如进程同步为何会产生死锁,也关注工程实现,例如内存如何分页、磁盘如何调度",实现关系,操作系统的概念与地位,os.txt,1,25,implemented_by,,0.8142,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"implemented_by: score=0.814, conf=0.824, support=1, cues=实现关系,实现"
内存,is_a,操作系统,资源与硬件实体,领域实体,0.8620,内存管理是操作系统中技术性很强的一部分,上下位关系,内存管理与虚拟内存,os.txt,1,10,is_a,,0.8237,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.824, conf=0.862, support=1, cues=上下位"
内核,is_a,中断处理,领域实体,处理器与调度实体,0.7600,"内核是最核心的部分,负责进程调度、内存管理、中断处理、设备控制等关键操作",上下位关系,操作系统的结构与运行机制,os.txt,1,72,is_a,,0.7604,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.760, conf=0.760, support=1, cues=上下位"
内核,is_a,内存,领域实体,资源与硬件实体,0.7900,"内核是最核心的部分,负责进程调度、内存管理、中断处理、设备控制等关键操作",上下位关系,操作系统的结构与运行机制,os.txt,1,48,is_a,,0.7790,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.779, conf=0.790, support=1, cues=上下位"
内核,is_a,操作系统,领域实体,领域实体,0.7080,"按照结构设计思想不同,操作系统可以分为整体式结构、层次式结构、微内核结构、模块化结构等",上位包含关系,操作系统的结构与运行机制,os.txt,1,125,is_a,,0.5994,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.599, conf=0.708, support=1, cues=!包含"
内核,is_a,进程调度,领域实体,核心抽象实体,0.8200,"内核是最核心的部分,负责进程调度、内存管理、中断处理、设备控制等关键操作",上下位关系,操作系统的结构与运行机制,os.txt,1,29,is_a,,0.7976,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.798, conf=0.820, support=1, cues=上下位"
内核态,alias_of,处理器,领域实体,资源与硬件实体,0.9220,"操作系统运行离不开两种处理器状态,即用户态和内核态",别名关系,操作系统的结构与运行机制,os.txt,1,3,alias_of,,0.8699,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"alias_of: score=0.870, conf=0.922, support=1, cues=别名"
内核态,alias_of,操作系统,领域实体,领域实体,0.8420,"操作系统运行离不开两种处理器状态,即用户态和内核态",别名关系,操作系统的结构与运行机制,os.txt,1,20,alias_of,,0.8203,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"alias_of: score=0.820, conf=0.842, support=1, cues=别名"
分段,is_a,内存,内存管理实体,资源与硬件实体,0.6300,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",上位包含关系,内存管理与虚拟内存,os.txt,1,195,is_a,,0.5234,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.523, conf=0.630, support=1, cues=!包含,!包括"
分段,is_a,操作系统,内存管理实体,领域实体,0.6680,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",上位包含关系,内存管理与虚拟内存,os.txt,1,162,is_a,,0.5470,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.547, conf=0.668, support=1, cues=!包含,!包括"
分段,is_a,非连续分配,内存管理实体,内存管理实体,0.7020,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",上位包含关系,内存管理与虚拟内存,os.txt,1,132,is_a,,0.5681,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.568, conf=0.702, support=1, cues=!包含,!包括"
分页,implemented_by,死锁,资源与硬件实体,同步与互斥实体,0.8000,"它既关注理论问题,例如进程同步为何会产生死锁,也关注工程实现,例如内存如何分页、磁盘如何调度",实现关系,操作系统的概念与地位,os.txt,1,42,implemented_by,,0.7993,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"implemented_by: score=0.799, conf=0.800, support=1, cues=实现关系,实现"
分页,is_a,内存,资源与硬件实体,资源与硬件实体,0.6120,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",上位包含关系,内存管理与虚拟内存,os.txt,1,210,is_a,,0.5123,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.512, conf=0.612, support=1, cues=!包含,!包括"
分页,is_a,操作系统,资源与硬件实体,领域实体,0.7340,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",上位包含关系,内存管理与虚拟内存,os.txt,1,100,is_a,,0.5879,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.588, conf=0.734, support=1, cues=!包含,!包括"
分页,is_a,非连续分配,资源与硬件实体,内存管理实体,0.7880,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",上位包含关系,内存管理与虚拟内存,os.txt,1,51,is_a,,0.6214,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.621, conf=0.788, support=1, cues=!包含,!包括"
单级目录,is_a,操作系统,核心抽象实体,领域实体,0.6980,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,文件系统,os.txt,1,136,is_a,,0.5656,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.566, conf=0.698, support=1, cues=!包含,!包括"
单级目录,is_a,文件,核心抽象实体,核心抽象实体,0.7500,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,文件系统,os.txt,1,86,is_a,,0.5978,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.598, conf=0.750, support=1, cues=!包含,!包括"
单级目录,is_a,目录,核心抽象实体,核心抽象实体,0.7860,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,文件系统,os.txt,1,54,is_a,,0.6202,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.620, conf=0.786, support=1, cues=!包含,!包括"
周转时间,is_a,调度,处理器与调度实体,处理器与调度实体,0.6420,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,上位包含关系,处理器调度与调度算法,os.txt,1,186,is_a,,0.5309,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.531, conf=0.642, support=1, cues=!包含,!包括"
响应时间,is_a,调度,处理器与调度实体,处理器与调度实体,0.6100,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,上位包含关系,处理器调度与调度算法,os.txt,1,216,is_a,,0.5110,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.511, conf=0.610, support=1, cues=!包含,!包括"
地址映射,is_a,分页,内存管理实体,资源与硬件实体,0.6300,"分页将逻辑地址空间和物理内存都划分为固定大小的页和页框,程序运行时通过页表完成地址映射",上位包含关系,内存管理与虚拟内存,os.txt,1,196,is_a,,0.5510,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.551, conf=0.630, support=1, cues=!包含"
地址映射,is_a,物理内存,内存管理实体,资源与硬件实体,0.6800,"分页将逻辑地址空间和物理内存都划分为固定大小的页和页框,程序运行时通过页表完成地址映射",上位包含关系,内存管理与虚拟内存,os.txt,1,151,is_a,,0.5820,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.582, conf=0.680, support=1, cues=!包含"
地址映射,is_a,逻辑地址空间,内存管理实体,核心抽象实体,0.6500,"分页将逻辑地址空间和物理内存都划分为固定大小的页和页框,程序运行时通过页表完成地址映射",上位包含关系,内存管理与虚拟内存,os.txt,1,180,is_a,,0.5634,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.563, conf=0.650, support=1, cues=!包含"
地址空间,is_a,进程,核心抽象实体,核心抽象实体,0.6660,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",上位包含关系,进程与线程,os.txt,1,164,is_a,,0.5458,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.546, conf=0.666, support=1, cues=!包含,!包括"
处理器,alias_of,用户态,资源与硬件实体,核心抽象实体,0.9460,"操作系统运行离不开两种处理器状态,即用户态和内核态",别名关系,操作系统的结构与运行机制,os.txt,1,0,alias_of,,0.8848,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"alias_of: score=0.885, conf=0.946, support=1, cues=别名"
处理器管理,has_part,安全保护,资源与硬件实体,功能模块实体,0.6300,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,1,197,has_part,,0.6919,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.692, conf=0.630, support=1, cues=整体部分,包括"
处理器管理,has_part,用户接口,资源与硬件实体,领域实体,0.6600,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,1,171,has_part,,0.7105,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.711, conf=0.660, support=1, cues=整体部分,包括"
