head,relation,tail,head_type,tail_type,evidence,pattern_name,section_title,source_file,confidence,method
插入,is_a,节点,算法与操作实体,存储与组成相关实体,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上位包含关系,全文,data_structure.txt,0.746,relation_disambiguation_normalized
一对一关系,has_part,链表,性质与规则实体,具体数据结构实体,"线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列",整体部分关系,全文,data_structure.txt,0.744,relation_disambiguation_normalized
指针域,is_a,链式存储结构,存储与组成相关实体,存储与组成相关实体,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上位包含关系,全文,data_structure.txt,0.744,relation_disambiguation_normalized
线性结构,is_a,数组,结构分类实体,具体数据结构实体,"线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列",上下位关系,全文,data_structure.txt,0.742,relation_disambiguation_normalized
先进先出,used_for,缓冲区管理,性质与规则实体,应用场景实体,"队列是一种先进先出(FIFO)的数据结构,常用于任务调度和缓冲区管理",用途关系,全文,data_structure.txt,0.74,relation_disambiguation_normalized
后进先出,used_for,表达式求值,性质与规则实体,应用场景实体,"栈是一种后进先出(LIFO)的数据结构,常用于函数调用和表达式求值",用途关系,全文,data_structure.txt,0.74,relation_disambiguation_normalized
哈希表,depends_on,查找,具体数据结构实体,算法与操作实体,"哈希表是一种基于哈希函数的数据结构,用于实现高效的查找操作",依赖关系,全文,data_structure.txt,0.738,relation_disambiguation_normalized
广度优先搜索,used_for,哈希表,算法与操作实体,具体数据结构实体,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,0.734,relation_disambiguation_normalized
数据域,is_a,链表,存储与组成相关实体,具体数据结构实体,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上位包含关系,全文,data_structure.txt,0.734,relation_disambiguation_normalized
哈希冲突,has_part,开放寻址法,存储与组成相关实体,冲突处理方法实体,"为了解决哈希冲突,常用的方法包括链地址法和开放寻址法",整体部分关系,全文,data_structure.txt,0.732,relation_disambiguation_normalized
数组,is_a,删除,具体数据结构实体,算法与操作实体,"数组是一种顺序存储结构,其特点是支持随机访问,但插入和删除操作效率较低",上下位关系,全文,data_structure.txt,0.73,relation_disambiguation_normalized
删除,is_a,节点,算法与操作实体,存储与组成相关实体,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上位包含关系,全文,data_structure.txt,0.728,relation_disambiguation_normalized
哈希表,used_for,查找,具体数据结构实体,算法与操作实体,"哈希表是一种基于哈希函数的数据结构,用于实现高效的查找操作",用途关系,全文,data_structure.txt,0.728,relation_disambiguation_normalized
概率型数据结构,is_a,误判率,性质与规则实体,性质与规则实体,"布隆过滤器是一种空间效率较高的概率型数据结构,用于判断元素是否存在于集合中,但存在一定的误判率",上下位关系,全文,data_structure.txt,0.728,relation_disambiguation_normalized
队列,used_for,任务调度,具体数据结构实体,应用场景实体,"队列是一种先进先出(FIFO)的数据结构,常用于任务调度和缓冲区管理",用途关系,全文,data_structure.txt,0.728,relation_disambiguation_normalized
队列,used_for,建模网络关系,具体数据结构实体,应用场景实体,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,0.728,relation_disambiguation_normalized
节点,has_part,插入,存储与组成相关实体,算法与操作实体,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",整体部分关系,全文,data_structure.txt,0.726,relation_disambiguation_normalized
线性结构,is_a,链表,结构分类实体,具体数据结构实体,"线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列",上下位关系,全文,data_structure.txt,0.724,relation_disambiguation_normalized
链式存储结构,has_part,指针域,存储与组成相关实体,存储与组成相关实体,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",整体部分关系,全文,data_structure.txt,0.724,relation_disambiguation_normalized
队列,is_a,缓冲区管理,具体数据结构实体,应用场景实体,"队列是一种先进先出(FIFO)的数据结构,常用于任务调度和缓冲区管理",上下位关系,全文,data_structure.txt,0.718,relation_disambiguation_normalized
插入,is_a,链式存储结构,算法与操作实体,存储与组成相关实体,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上位包含关系,全文,data_structure.txt,0.716,relation_disambiguation_normalized
一对一关系,has_part,队列,性质与规则实体,具体数据结构实体,"线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列",整体部分关系,全文,data_structure.txt,0.714,relation_disambiguation_normalized
链表,has_part,数据域,具体数据结构实体,存储与组成相关实体,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",整体部分关系,全文,data_structure.txt,0.714,relation_disambiguation_normalized
链表,is_a,插入,具体数据结构实体,算法与操作实体,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上下位关系,全文,data_structure.txt,0.712,relation_disambiguation_normalized
指针域,is_a,链表,存储与组成相关实体,具体数据结构实体,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上位包含关系,全文,data_structure.txt,0.71,relation_disambiguation_normalized
概率型数据结构,used_for,误判率,性质与规则实体,性质与规则实体,"布隆过滤器是一种空间效率较高的概率型数据结构,用于判断元素是否存在于集合中,但存在一定的误判率",用途关系,全文,data_structure.txt,0.708,relation_disambiguation_normalized
节点,has_part,删除,存储与组成相关实体,算法与操作实体,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",整体部分关系,全文,data_structure.txt,0.708,relation_disambiguation_normalized
广度优先搜索,used_for,缓存系统,算法与操作实体,应用场景实体,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,0.704,relation_disambiguation_normalized
删除,is_a,链式存储结构,算法与操作实体,存储与组成相关实体,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上位包含关系,全文,data_structure.txt,0.698,relation_disambiguation_normalized
队列,used_for,缓冲区管理,具体数据结构实体,应用场景实体,"队列是一种先进先出(FIFO)的数据结构,常用于任务调度和缓冲区管理",用途关系,全文,data_structure.txt,0.698,relation_disambiguation_normalized
哈希表,implements,队列,具体数据结构实体,具体数据结构实体,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",实现关系,全文,data_structure.txt,0.696,relation_disambiguation_normalized
链式存储结构,has_part,插入,存储与组成相关实体,算法与操作实体,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",整体部分关系,全文,data_structure.txt,0.696,relation_disambiguation_normalized
线性结构,is_a,队列,结构分类实体,具体数据结构实体,"线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列",上下位关系,全文,data_structure.txt,0.694,relation_disambiguation_normalized
链表,is_a,删除,具体数据结构实体,算法与操作实体,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上下位关系,全文,data_structure.txt,0.694,relation_disambiguation_normalized
数组,is_a,线性结构,具体数据结构实体,结构分类实体,"线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列",上位包含关系,全文,data_structure.txt,0.692,relation_disambiguation_normalized
括号匹配问题,used_for,建模网络关系,应用场景实体,应用场景实体,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,0.69,relation_disambiguation_normalized
链表,has_part,指针域,具体数据结构实体,存储与组成相关实体,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",整体部分关系,全文,data_structure.txt,0.69,relation_disambiguation_normalized
空间效率较高,is_a,误判率,性质与规则实体,性质与规则实体,"布隆过滤器是一种空间效率较高的概率型数据结构,用于判断元素是否存在于集合中,但存在一定的误判率",上下位关系,全文,data_structure.txt,0.68,relation_disambiguation_normalized
链式存储结构,has_part,删除,存储与组成相关实体,算法与操作实体,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",整体部分关系,全文,data_structure.txt,0.678,relation_disambiguation_normalized
链表,is_a,线性结构,具体数据结构实体,结构分类实体,"线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列",上位包含关系,全文,data_structure.txt,0.674,relation_disambiguation_normalized
线性结构,has_part,数组,结构分类实体,具体数据结构实体,"线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列",整体部分关系,全文,data_structure.txt,0.672,relation_disambiguation_normalized
缓存系统,implements,括号匹配问题,应用场景实体,应用场景实体,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",实现关系,全文,data_structure.txt,0.67,relation_disambiguation_normalized
括号匹配问题,used_for,哈希表,应用场景实体,具体数据结构实体,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,0.668,relation_disambiguation_normalized
队列,used_for,哈希表,具体数据结构实体,具体数据结构实体,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,0.666,relation_disambiguation_normalized
插入,is_a,链表,算法与操作实体,具体数据结构实体,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上位包含关系,全文,data_structure.txt,0.662,relation_disambiguation_normalized
布隆过滤器,used_for,误判率,具体数据结构实体,性质与规则实体,"布隆过滤器是一种空间效率较高的概率型数据结构,用于判断元素是否存在于集合中,但存在一定的误判率",用途关系,全文,data_structure.txt,0.66,relation_disambiguation_normalized
空间效率较高,used_for,误判率,性质与规则实体,性质与规则实体,"布隆过滤器是一种空间效率较高的概率型数据结构,用于判断元素是否存在于集合中,但存在一定的误判率",用途关系,全文,data_structure.txt,0.66,relation_disambiguation_normalized
队列,used_for,缓存系统,具体数据结构实体,应用场景实体,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,0.66,relation_disambiguation_normalized
线性结构,has_part,链表,结构分类实体,具体数据结构实体,"线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列",整体部分关系,全文,data_structure.txt,0.654,relation_disambiguation_normalized
删除,is_a,链表,算法与操作实体,具体数据结构实体,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上位包含关系,全文,data_structure.txt,0.644,relation_disambiguation_normalized
队列,is_a,线性结构,具体数据结构实体,结构分类实体,"线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列",上位包含关系,全文,data_structure.txt,0.644,relation_disambiguation_normalized
链表,has_part,插入,具体数据结构实体,算法与操作实体,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",整体部分关系,全文,data_structure.txt,0.642,relation_disambiguation_normalized
括号匹配问题,used_for,缓存系统,应用场景实体,应用场景实体,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,0.64,relation_disambiguation_normalized
线性结构,has_part,队列,结构分类实体,具体数据结构实体,"线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列",整体部分关系,全文,data_structure.txt,0.624,relation_disambiguation_normalized
链表,has_part,删除,具体数据结构实体,算法与操作实体,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",整体部分关系,全文,data_structure.txt,0.624,relation_disambiguation_normalized
