head,relation,tail,head_type,tail_type,confidence,evidence,pattern_names,section_titles,source_files,record_count,source_row_ids,source_relations,conflicting_relations,disambiguation_score,disambiguation_method,disambiguation_basis
优先队列,is_a,完全二叉树,具体数据结构实体,性质与规则实体,0.7460,"堆是一种特殊的完全二叉树,分为最大堆和最小堆,常用于优先队列的实现",上位包含关系,全文,data_structure.txt,1,65,is_a,,0.6966,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.697, conf=0.746, support=1, cues=是一种,!用于,!包含"
优先队列,used_for,哈希表,具体数据结构实体,具体数据结构实体,0.7740,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,1,45,used_for,,0.7752,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.775, conf=0.774, support=1, cues=用途,用于"
优先队列,used_for,建模网络关系,具体数据结构实体,应用场景实体,0.8360,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,1,11,used_for,,0.8137,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.814, conf=0.836, support=1, cues=用途,用于"
优先队列,used_for,缓存系统,具体数据结构实体,应用场景实体,0.7640,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,1,53,used_for,,0.7690,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.769, conf=0.764, support=1, cues=用途,用于"
先进先出,used_for,任务调度,性质与规则实体,应用场景实体,0.7700,"队列是一种先进先出(FIFO)的数据结构,常用于任务调度和缓冲区管理",用途关系,全文,data_structure.txt,1,49,used_for,,0.7888,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.789, conf=0.770, support=1, cues=用途,用于,常用于"
先进先出,used_for,缓冲区管理,性质与规则实体,应用场景实体,0.7400,"队列是一种先进先出(FIFO)的数据结构,常用于任务调度和缓冲区管理",用途关系,全文,data_structure.txt,1,70,used_for,,0.7702,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.770, conf=0.740, support=1, cues=用途,用于,常用于"
删除,is_a,节点,算法与操作实体,存储与组成相关实体,0.7280,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上位包含关系,全文,data_structure.txt,1,77,is_a,,0.7130,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.713, conf=0.728, support=1, cues=是一种,!包含"
删除,is_a,链式存储结构,算法与操作实体,存储与组成相关实体,0.6980,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上位包含关系,全文,data_structure.txt,1,94,is_a,,0.6944,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.694, conf=0.698, support=1, cues=是一种,!包含"
删除,is_a,链表,算法与操作实体,具体数据结构实体,0.6440,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上位包含关系,全文,data_structure.txt,1,115,is_a,,0.6609,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.661, conf=0.644, support=1, cues=是一种,!包含"
后进先出,used_for,函数调用,性质与规则实体,应用场景实体,0.7700,"栈是一种后进先出(LIFO)的数据结构,常用于函数调用和表达式求值",用途关系,全文,data_structure.txt,1,50,used_for,,0.7888,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.789, conf=0.770, support=1, cues=用途,用于,常用于"
后进先出,used_for,表达式求值,性质与规则实体,应用场景实体,0.7400,"栈是一种后进先出(LIFO)的数据结构,常用于函数调用和表达式求值",用途关系,全文,data_structure.txt,1,71,used_for,,0.7702,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.770, conf=0.740, support=1, cues=用途,用于,常用于"
哈希冲突,has_part,开放寻址法,存储与组成相关实体,冲突处理方法实体,0.7320,"为了解决哈希冲突,常用的方法包括链地址法和开放寻址法",整体部分关系,全文,data_structure.txt,1,75,has_part,,0.7552,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.755, conf=0.732, support=1, cues=整体部分,包括"
哈希冲突,has_part,链地址法,存储与组成相关实体,冲突处理方法实体,0.7620,"为了解决哈希冲突,常用的方法包括链地址法和开放寻址法",整体部分关系,全文,data_structure.txt,1,55,has_part,,0.7738,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.774, conf=0.762, support=1, cues=整体部分,包括"
哈希函数,used_for,查找,存储与组成相关实体,算法与操作实体,0.7820,"哈希表是一种基于哈希函数的数据结构,用于实现高效的查找操作",用途关系,全文,data_structure.txt,1,41,used_for,,0.7526,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.753, conf=0.782, support=1, cues=用途,用于,!基于"
哈希表,depends_on,哈希函数,具体数据结构实体,存储与组成相关实体,0.8400,"哈希表是一种基于哈希函数的数据结构,用于实现高效的查找操作",依赖关系,全文,data_structure.txt,1,5 | 9,is_a | depends_on,is_a,0.7905,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"depends_on: score=0.791, conf=0.840, support=1, cues=依赖,基于,!用于；is_a: score=0.777, conf=0.850, support=1, cues=上下位,是一种,!用于,!基于；low_margin=0.013"
哈希表,depends_on,数据结构,具体数据结构实体,领域实体,0.8100,"哈希表是一种基于哈希函数的数据结构,用于实现高效的查找操作",依赖关系,全文,data_structure.txt,1,17 | 24,is_a | depends_on,is_a,0.7719,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"depends_on: score=0.772, conf=0.810, support=1, cues=依赖,基于,!用于；is_a: score=0.759, conf=0.820, support=1, cues=上下位,是一种,!用于,!基于；low_margin=0.013"
哈希表,depends_on,查找,具体数据结构实体,算法与操作实体,0.7380,"哈希表是一种基于哈希函数的数据结构,用于实现高效的查找操作",依赖关系,全文,data_structure.txt,1,61 | 72 | 78,is_a | depends_on | used_for,used_for | is_a,0.7273,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"depends_on: score=0.727, conf=0.738, support=1, cues=依赖,基于,!用于；used_for: score=0.719, conf=0.728, support=1, cues=用途,用于,!基于；is_a: score=0.714, conf=0.748, support=1, cues=上下位,是一种,!用于,!基于；low_margin=0.008"
哈希表,implemented_by,队列,具体数据结构实体,具体数据结构实体,0.6960,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",实现关系,全文,data_structure.txt,1,96,implemented_by,,0.7073,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"implemented_by: score=0.707, conf=0.696, support=1, cues=实现关系,实现,!用于"
哈希表,used_for,缓存系统,具体数据结构实体,应用场景实体,0.8480,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,1,6,used_for,,0.8211,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.821, conf=0.848, support=1, cues=用途,用于"
完全二叉树,used_for,优先队列,性质与规则实体,具体数据结构实体,0.7760,"堆是一种特殊的完全二叉树,分为最大堆和最小堆,常用于优先队列的实现",用途关系,全文,data_structure.txt,1,43,used_for,,0.7926,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.793, conf=0.776, support=1, cues=用途,用于,常用于"
布隆过滤器,is_a,概率型数据结构,具体数据结构实体,性质与规则实体,0.8200,"布隆过滤器是一种空间效率较高的概率型数据结构,用于判断元素是否存在于集合中,但存在一定的误判率",上下位关系,全文,data_structure.txt,1,18,is_a,,0.7861,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.786, conf=0.820, support=1, cues=上下位,是一种,!用于"
布隆过滤器,is_a,空间效率较高,具体数据结构实体,性质与规则实体,0.8620,"布隆过滤器是一种空间效率较高的概率型数据结构,用于判断元素是否存在于集合中,但存在一定的误判率",上下位关系,全文,data_structure.txt,1,0,is_a,,0.8122,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.812, conf=0.862, support=1, cues=上下位,是一种,!用于"
布隆过滤器,used_for,误判率,具体数据结构实体,性质与规则实体,0.6600,"布隆过滤器是一种空间效率较高的概率型数据结构,用于判断元素是否存在于集合中,但存在一定的误判率",用途关系,全文,data_structure.txt,1,111,used_for,,0.7045,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.705, conf=0.660, support=1, cues=用途,用于"
广度优先搜索,used_for,优先队列,算法与操作实体,具体数据结构实体,0.8240,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,1,16,used_for,,0.8062,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.806, conf=0.824, support=1, cues=用途,用于"
广度优先搜索,used_for,哈希表,算法与操作实体,具体数据结构实体,0.7340,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,1,73,used_for,,0.7504,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.750, conf=0.734, support=1, cues=用途,用于"
广度优先搜索,used_for,建模网络关系,算法与操作实体,应用场景实体,0.7760,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,1,44,used_for,,0.7765,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.776, conf=0.776, support=1, cues=用途,用于"
广度优先搜索,used_for,缓存系统,算法与操作实体,应用场景实体,0.7040,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,1,93,used_for,,0.7318,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.732, conf=0.704, support=1, cues=用途,用于"
建模网络关系,used_for,缓存系统,应用场景实体,应用场景实体,0.8040,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,1,29,used_for,,0.7938,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.794, conf=0.804, support=1, cues=用途,用于"
开放寻址法,is_a,哈希冲突,冲突处理方法实体,存储与组成相关实体,0.7520,"为了解决哈希冲突,常用的方法包括链地址法和开放寻址法",上位包含关系,全文,data_structure.txt,1,60,is_a,,0.5991,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.599, conf=0.752, support=1, cues=!包含,!包括"
括号匹配问题,used_for,优先队列,应用场景实体,具体数据结构实体,0.7580,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,1,57,used_for,,0.7653,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.765, conf=0.758, support=1, cues=用途,用于"
括号匹配问题,used_for,哈希表,应用场景实体,具体数据结构实体,0.6680,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,1,108,used_for,,0.7095,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.709, conf=0.668, support=1, cues=用途,用于"
括号匹配问题,used_for,广度优先搜索,应用场景实体,算法与操作实体,0.8300,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,1,15,used_for,,0.8099,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.810, conf=0.830, support=1, cues=用途,用于"
括号匹配问题,used_for,建模网络关系,应用场景实体,应用场景实体,0.6900,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,1,101,used_for,,0.7231,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.723, conf=0.690, support=1, cues=用途,用于"
括号匹配问题,used_for,缓存系统,应用场景实体,应用场景实体,0.6400,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,全文,data_structure.txt,1,118,used_for,,0.6921,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.692, conf=0.640, support=1, cues=用途,用于"
指针域,is_a,节点,存储与组成相关实体,存储与组成相关实体,0.7740,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上位包含关系,全文,data_structure.txt,1,46,is_a,,0.7415,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.742, conf=0.774, support=1, cues=是一种,!包含"
指针域,is_a,链式存储结构,存储与组成相关实体,存储与组成相关实体,0.7440,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上位包含关系,全文,data_structure.txt,1,68,is_a,,0.7229,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.723, conf=0.744, support=1, cues=是一种,!包含"
指针域,is_a,链表,存储与组成相关实体,具体数据结构实体,0.7100,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上位包含关系,全文,data_structure.txt,1,90,is_a,,0.7018,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.702, conf=0.710, support=1, cues=是一种,!包含"
插入,is_a,节点,算法与操作实体,存储与组成相关实体,0.7460,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上位包含关系,全文,data_structure.txt,1,66,is_a,,0.7242,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.724, conf=0.746, support=1, cues=是一种,!包含"
插入,is_a,链式存储结构,算法与操作实体,存储与组成相关实体,0.7160,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上位包含关系,全文,data_structure.txt,1,86,is_a,,0.7056,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.706, conf=0.716, support=1, cues=是一种,!包含"
插入,is_a,链表,算法与操作实体,具体数据结构实体,0.6620,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上位包含关系,全文,data_structure.txt,1,110,is_a,,0.6721,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.672, conf=0.662, support=1, cues=是一种,!包含"
数据域,is_a,链式存储结构,存储与组成相关实体,存储与组成相关实体,0.7680,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上位包含关系,全文,data_structure.txt,1,51,is_a,,0.7378,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.738, conf=0.768, support=1, cues=是一种,!包含"
数据域,is_a,链表,存储与组成相关实体,具体数据结构实体,0.7340,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",上位包含关系,全文,data_structure.txt,1,74,is_a,,0.7167,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.717, conf=0.734, support=1, cues=是一种,!包含"
数据结构,has_part,非线性结构,领域实体,结构分类实体,0.7680,常见的数据结构包括线性结构和非线性结构两大类,整体部分关系,全文,data_structure.txt,1,52,has_part,,0.7775,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.777, conf=0.768, support=1, cues=整体部分,包括"
数据结构,used_for,任务调度,领域实体,应用场景实体,0.8360,"队列是一种先进先出(FIFO)的数据结构,常用于任务调度和缓冲区管理",用途关系,全文,data_structure.txt,1,12,used_for,,0.8298,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.830, conf=0.836, support=1, cues=用途,用于,常用于"
数据结构,used_for,函数调用,领域实体,应用场景实体,0.8360,"栈是一种后进先出(LIFO)的数据结构,常用于函数调用和表达式求值",用途关系,全文,data_structure.txt,1,13,used_for,,0.8298,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.830, conf=0.836, support=1, cues=用途,用于,常用于"
数据结构,used_for,查找,领域实体,算法与操作实体,0.8120,"哈希表是一种基于哈希函数的数据结构,用于实现高效的查找操作",用途关系,全文,data_structure.txt,1,22,used_for,,0.7712,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.771, conf=0.812, support=1, cues=用途,用于,!基于"
数据结构,used_for,缓冲区管理,领域实体,应用场景实体,0.8060,"队列是一种先进先出(FIFO)的数据结构,常用于任务调度和缓冲区管理",用途关系,全文,data_structure.txt,1,27,used_for,,0.8112,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.811, conf=0.806, support=1, cues=用途,用于,常用于"
数据结构,used_for,表达式求值,领域实体,应用场景实体,0.8060,"栈是一种后进先出(LIFO)的数据结构,常用于函数调用和表达式求值",用途关系,全文,data_structure.txt,1,28,used_for,,0.8112,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.811, conf=0.806, support=1, cues=用途,用于,常用于"
数组,is_a,删除,具体数据结构实体,算法与操作实体,0.7300,"数组是一种顺序存储结构,其特点是支持随机访问,但插入和删除操作效率较低",上下位关系,全文,data_structure.txt,1,76,is_a,,0.7579,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.758, conf=0.730, support=1, cues=上下位,是一种"
数组,is_a,插入,具体数据结构实体,算法与操作实体,0.7480,"数组是一种顺序存储结构,其特点是支持随机访问,但插入和删除操作效率较低",上下位关系,全文,data_structure.txt,1,62,is_a,,0.7691,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.769, conf=0.748, support=1, cues=上下位,是一种"
数组,is_a,线性结构,具体数据结构实体,结构分类实体,0.6920,"线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列",上位包含关系,全文,data_structure.txt,1,100,is_a,,0.5619,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.562, conf=0.692, support=1, cues=!包含,!包括"
数组,is_a,随机访问,具体数据结构实体,算法与操作实体,0.7840,"数组是一种顺序存储结构,其特点是支持随机访问,但插入和删除操作效率较低",上下位关系,全文,data_structure.txt,1,38,is_a,,0.7914,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.791, conf=0.784, support=1, cues=上下位,是一种"
数组,is_a,顺序存储结构,具体数据结构实体,存储与组成相关实体,0.8620,"数组是一种顺序存储结构,其特点是支持随机访问,但插入和删除操作效率较低",上下位关系,全文,data_structure.txt,1,1,is_a,,0.8398,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.840, conf=0.862, support=1, cues=上下位,是一种"
最大堆,is_a,完全二叉树,具体数据结构实体,性质与规则实体,0.8120,"堆是一种特殊的完全二叉树,分为最大堆和最小堆,常用于优先队列的实现",上位包含关系,全文,data_structure.txt,1,23,is_a,,0.7375,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.737, conf=0.812, support=1, cues=是一种,!用于,!包含"
最大堆,used_for,优先队列,具体数据结构实体,具体数据结构实体,0.7920,"堆是一种特殊的完全二叉树,分为最大堆和最小堆,常用于优先队列的实现",用途关系,全文,data_structure.txt,1,34,used_for,,0.8025,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.802, conf=0.792, support=1, cues=用途,用于,常用于"
最小堆,is_a,完全二叉树,具体数据结构实体,性质与规则实体,0.7880,"堆是一种特殊的完全二叉树,分为最大堆和最小堆,常用于优先队列的实现",上位包含关系,全文,data_structure.txt,1,35,is_a,,0.7226,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.723, conf=0.788, support=1, cues=是一种,!用于,!包含"
最小堆,used_for,优先队列,具体数据结构实体,具体数据结构实体,0.8160,"堆是一种特殊的完全二叉树,分为最大堆和最小堆,常用于优先队列的实现",用途关系,全文,data_structure.txt,1,21,used_for,,0.8174,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.817, conf=0.816, support=1, cues=用途,用于,常用于"
查找,implemented_by,数据结构,算法与操作实体,领域实体,0.8420,"哈希表是一种基于哈希函数的数据结构,用于实现高效的查找操作",实现关系,全文,data_structure.txt,1,8,implemented_by,,0.7702,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"implemented_by: score=0.770, conf=0.842, support=1, cues=实现关系,实现,!用于,!基于"
概率型数据结构,used_for,误判率,性质与规则实体,性质与规则实体,0.7080,"布隆过滤器是一种空间效率较高的概率型数据结构,用于判断元素是否存在于集合中,但存在一定的误判率",用途关系,全文,data_structure.txt,1,79 | 91,is_a | used_for,is_a,0.7343,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"used_for: score=0.734, conf=0.708, support=1, cues=用途,用于；is_a: score=0.729, conf=0.728, support=1, cues=上下位,是一种,!用于；low_margin=0.005"
空间效率较高,used_for,误判率,性质与规则实体,性质与规则实体,0.6600,"布隆过滤器是一种空间效率较高的概率型数据结构,用于判断元素是否存在于集合中,但存在一定的误判率",用途关系,全文,data_structure.txt,1,103 | 112,is_a | used_for,is_a,0.7045,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"used_for: score=0.705, conf=0.660, support=1, cues=用途,用于；is_a: score=0.699, conf=0.680, support=1, cues=上下位,是一种,!用于；low_margin=0.005"
线性结构,is_a,一对一关系,结构分类实体,性质与规则实体,0.8200,"线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列",上下位关系,全文,data_structure.txt,1,19,is_a,,0.7700,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.770, conf=0.820, support=1, cues=上下位,!包括"
线性结构,is_a,数组,结构分类实体,具体数据结构实体,0.7420,"线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列",上下位关系,全文,data_structure.txt,1,69 | 106,is_a | has_part,has_part,0.7217,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"is_a: score=0.722, conf=0.742, support=1, cues=上下位,!包括；has_part: score=0.718, conf=0.672, support=1, cues=整体部分,包括；low_margin=0.004"
线性结构,is_a,链表,结构分类实体,具体数据结构实体,0.7240,"线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列",上下位关系,全文,data_structure.txt,1,83 | 114,is_a | has_part,has_part,0.7105,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"is_a: score=0.711, conf=0.724, support=1, cues=上下位,!包括；has_part: score=0.707, conf=0.654, support=1, cues=整体部分,包括；low_margin=0.004"
线性结构,is_a,队列,结构分类实体,具体数据结构实体,0.6940,"线性结构是指数据元素之间存在一对一关系的结构,主要包括数组、链表、栈和队列",上下位关系,全文,data_structure.txt,1,98 | 119,is_a | has_part,has_part,0.6919,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"is_a: score=0.692, conf=0.694, support=1, cues=上下位,!包括；has_part: score=0.688, conf=0.624, support=1, cues=整体部分,包括；low_margin=0.004"
缓存系统,implemented_by,括号匹配问题,应用场景实体,应用场景实体,0.6700,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",实现关系,全文,data_structure.txt,1,107,implemented_by,,0.6911,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"implemented_by: score=0.691, conf=0.670, support=1, cues=实现关系,实现,!用于"
节点,has_part,删除,存储与组成相关实体,算法与操作实体,0.7080,"链表是一种链式存储结构,每个节点包含数据域和指针域,适合频繁插入和删除的场景",整体部分关系,全文,data_structure.txt,1,92,has_part,,0.7403,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.740, conf=0.708, support=1, cues=整体部分,包含"
