head,relation,tail,head_type,tail_type,confidence,evidence,pattern_names,section_titles,source_files,record_count,source_row_ids,source_relations,conflicting_relations,disambiguation_score,disambiguation_method,disambiguation_basis
Eden 区,is_a,新生代,堆结构实体,堆结构实体,0.7860,"从内存回收角度,堆被划分为新生代和老年代,新生代又分为 Eden 区和两个 Survivor 区(From Survivor 和 To Survivor)",上位包含关系,全文,JVM.txt,1,108,is_a,,0.6478,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.648, conf=0.786, support=1, cues=!包含"
Eden 区,is_a,老年代,堆结构实体,堆结构实体,0.7620,"从内存回收角度,堆被划分为新生代和老年代,新生代又分为 Eden 区和两个 Survivor 区(From Survivor 和 To Survivor)",上位包含关系,全文,JVM.txt,1,163,is_a,,0.6329,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.633, conf=0.762, support=1, cues=!包含"
Entry,causes,内存泄漏,代码与容器实体,领域实体,0.7420,"如果当前线程迟迟不结束的话,这些key为null的Entry的value就会一直存在一条强引用链:Thread Ref -> Thread -> ThreaLocalMap -> Entry -> value永远无法回收,造成内存泄漏",因果关系,使用ThreadLocal,JVM.txt,1,206,causes,,0.7594,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"causes: score=0.759, conf=0.742, support=1, cues=因果,造成"
From Survivor,is_a,新生代,堆结构实体,堆结构实体,0.6600,"从内存回收角度,堆被划分为新生代和老年代,新生代又分为 Eden 区和两个 Survivor 区(From Survivor 和 To Survivor)",上位包含关系,全文,JVM.txt,1,363,is_a,,0.5696,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.570, conf=0.660, support=1, cues=!包含"
From Survivor,is_a,老年代,堆结构实体,堆结构实体,0.6360,"从内存回收角度,堆被划分为新生代和老年代,新生代又分为 Eden 区和两个 Survivor 区(From Survivor 和 To Survivor)",上位包含关系,全文,JVM.txt,1,398,is_a,,0.5548,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.555, conf=0.636, support=1, cues=!包含"
Full GC,alias_of,Major GC,垃圾回收核心概念实体,垃圾回收核心概念实体,0.9260,"老年代中的对象生命周期较长,因此Major GC(也称为Full GC,涉及老年代的垃圾回收)发生的频率相对较低,但其执行时间通常比Minor GC长",别名关系,全文,JVM.txt,1,1,alias_of,,0.8885,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"alias_of: score=0.888, conf=0.926, support=1, cues=也称,别名"
Full GC,is_a,Stop The World,垃圾回收核心概念实体,垃圾回收核心概念实体,0.7220,"特点:Full GC是最昂贵的操作,因为它需要停止所有的工作线程(Stop The World),遍历整个堆内存来查找和回收不再使用的对象,因此应尽量减少Full GC的触发",上下位关系,使用ThreadLocal,JVM.txt,1,244,is_a,,0.7369,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.737, conf=0.722, support=1, cues=上下位"
Full GC,is_a,线程,垃圾回收核心概念实体,线程与私有性相关实体,0.7600,"特点:Full GC是最昂贵的操作,因为它需要停止所有的工作线程(Stop The World),遍历整个堆内存来查找和回收不再使用的对象,因此应尽量减少Full GC的触发",上下位关系,使用ThreadLocal,JVM.txt,1,165,is_a,,0.7604,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.760, conf=0.760, support=1, cues=上下位"
G1,depends_on,内存碎片,垃圾回收器实体,场景与问题实体,0.7200,"G1(Garbage First)收集器 (标记-整理算法): Java堆并行收集器,G1收集器是JDK1.7提供的一个新收集器,G1收集器基于“标记-整理”算法实现,也就是说不会产生内存碎片",依赖关系,使用ThreadLocal,JVM.txt,1,231 | 246,is_a | depends_on,is_a,0.7437,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"depends_on: score=0.744, conf=0.720, support=1, cues=依赖,基于；is_a: score=0.714, conf=0.730, support=1, cues=上下位,!基于"
G1,depends_on,大对象,垃圾回收器实体,对象与字符串相关实体,0.7200,"算法: G1 基于标记--整理算法, 不会产生空间碎片,在分配大对象时,不会因无法得到连续的空间,而提前触发一次 FULL GC",依赖关系,使用ThreadLocal,JVM.txt,1,247,depends_on,,0.7437,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"depends_on: score=0.744, conf=0.720, support=1, cues=依赖,基于"
G1,implemented_by,JVM,垃圾回收器实体,领域实体,0.8600,"大对象区(Large Object Space / Humongous Objects):在某些JVM实现中(如G1垃圾收集器),为大对象分配了专门的区域,称为大对象区或Humongous Objects区域",实现关系,全文,JVM.txt,1,13,implemented_by,,0.8365,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"implemented_by: score=0.837, conf=0.860, support=1, cues=实现关系,实现"
G1,is_a,Java 堆,垃圾回收器实体,内存区域实体,0.8320,"此外,G1收集器不同于之前的收集器的一个重要特点是:G1回收的范围是整个Java堆(包括新生代,老年代),而前六种收集器回收的范围仅限于新生代或老年代",上下位关系,使用ThreadLocal,JVM.txt,1,33,is_a,,0.7775,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.777, conf=0.832, support=1, cues=上下位,!包括"
G1,is_a,STW,垃圾回收器实体,垃圾回收核心概念实体,0.7540,"因此,G1停顿时间的瓶颈主要是标记-复制中的转移阶段STW",上下位关系,使用ThreadLocal,JVM.txt,1,178,is_a,,0.7567,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.757, conf=0.754, support=1, cues=上下位"
G1,is_a,gc,垃圾回收器实体,领域实体,0.7840,"而G1没有浮动垃圾,G1的筛选回收是多个垃圾回收线程并行gc的,没有浮动垃圾的回收,在执行‘并发清理’步骤时,用户线程也会同时产生一部分可回收对象,但是这部分可回收对象只能在下次执行清理是才会被回收",上下位关系,使用ThreadLocal,JVM.txt,1,110,is_a,,0.7753,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.775, conf=0.784, support=1, cues=上下位"
G1,is_a,垃圾回收,垃圾回收器实体,领域实体,0.8320,"而G1没有浮动垃圾,G1的筛选回收是多个垃圾回收线程并行gc的,没有浮动垃圾的回收,在执行‘并发清理’步骤时,用户线程也会同时产生一部分可回收对象,但是这部分可回收对象只能在下次执行清理是才会被回收",上下位关系,使用ThreadLocal,JVM.txt,1,34,is_a,,0.8051,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.805, conf=0.832, support=1, cues=上下位"
G1,is_a,新生代,垃圾回收器实体,堆结构实体,0.8080,G1收集器收集范围是老年代和新生代,上下位关系,使用ThreadLocal,JVM.txt,1,60 | 264,is_a | has_part,has_part,0.7902,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"is_a: score=0.790, conf=0.808, support=1, cues=上下位；has_part: score=0.744, conf=0.714, support=1, cues=整体部分,包括"
G1,is_a,浮动垃圾,垃圾回收器实体,垃圾回收核心概念实体,0.7480,"而G1没有浮动垃圾,G1的筛选回收是多个垃圾回收线程并行gc的,没有浮动垃圾的回收,在执行‘并发清理’步骤时,用户线程也会同时产生一部分可回收对象,但是这部分可回收对象只能在下次执行清理是才会被回收",上下位关系,使用ThreadLocal,JVM.txt,1,191,is_a,,0.7530,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.753, conf=0.748, support=1, cues=上下位"
G1,is_a,线程,垃圾回收器实体,线程与私有性相关实体,0.8080,"而G1没有浮动垃圾,G1的筛选回收是多个垃圾回收线程并行gc的,没有浮动垃圾的回收,在执行‘并发清理’步骤时,用户线程也会同时产生一部分可回收对象,但是这部分可回收对象只能在下次执行清理是才会被回收",上下位关系,使用ThreadLocal,JVM.txt,1,61,is_a,,0.7902,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.790, conf=0.808, support=1, cues=上下位"
G1,is_a,老年代,垃圾回收器实体,堆结构实体,0.8320,G1收集器收集范围是老年代和新生代,上下位关系,使用ThreadLocal,JVM.txt,1,35 | 311,is_a | has_part,has_part,0.8051,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"is_a: score=0.805, conf=0.832, support=1, cues=上下位；has_part: score=0.729, conf=0.690, support=1, cues=整体部分,包括"
G1,is_a,转移阶段,垃圾回收器实体,垃圾回收算法实体,0.7780,"因此,G1停顿时间的瓶颈主要是标记-复制中的转移阶段STW",上下位关系,使用ThreadLocal,JVM.txt,1,124,is_a,,0.7716,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.772, conf=0.778, support=1, cues=上下位"
GC Roots,alias_of,标记阶段,垃圾回收核心概念实体,垃圾回收算法实体,0.9520,"标记阶段,即从GC Roots集合开始,标记活跃对象",别名关系,使用ThreadLocal,JVM.txt,1,0,alias_of,,0.8885,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"alias_of: score=0.888, conf=0.952, support=1, cues=别名"
GC Roots,has_part,方法区,垃圾回收核心概念实体,内存区域实体,0.6480,GC Roots对象包括:虚拟机栈(栈帧中的本地变量表)中引用的对象、方法区中类静态属性引用的对象、本地方法栈中JNI(Java Native Interface)引用的对象、活跃线程的引用等,整体部分关系,使用ThreadLocal,JVM.txt,1,391,has_part,,0.7031,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.703, conf=0.648, support=1, cues=整体部分,包括"
GC Roots,has_part,本地方法栈,垃圾回收核心概念实体,内存区域实体,0.6100,GC Roots对象包括:虚拟机栈(栈帧中的本地变量表)中引用的对象、方法区中类静态属性引用的对象、本地方法栈中JNI(Java Native Interface)引用的对象、活跃线程的引用等,整体部分关系,使用ThreadLocal,JVM.txt,1,403,has_part,,0.6795,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.680, conf=0.610, support=1, cues=整体部分,包括"
GC Roots,has_part,栈帧,垃圾回收核心概念实体,栈与栈帧相关实体,0.7500,GC Roots对象包括:虚拟机栈(栈帧中的本地变量表)中引用的对象、方法区中类静态属性引用的对象、本地方法栈中JNI(Java Native Interface)引用的对象、活跃线程的引用等,枚举结构关系,使用ThreadLocal,JVM.txt,1,186,has_part,,0.7663,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.766, conf=0.750, support=1, cues=枚举结构,包括"
GC Roots,has_part,虚拟机栈,垃圾回收核心概念实体,内存区域实体,0.7800,GC Roots对象包括:虚拟机栈(栈帧中的本地变量表)中引用的对象、方法区中类静态属性引用的对象、本地方法栈中JNI(Java Native Interface)引用的对象、活跃线程的引用等,枚举结构关系,使用ThreadLocal,JVM.txt,1,119,has_part,,0.7849,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.785, conf=0.780, support=1, cues=枚举结构,包括"
GC Roots,is_a,STW,垃圾回收核心概念实体,垃圾回收核心概念实体,0.7460,"初始标记阶段:初始标记阶段是指从GC Roots出发标记全部直接子节点的过程,该阶段是STW的",上下位关系,使用ThreadLocal,JVM.txt,1,200,is_a,,0.7518,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.752, conf=0.746, support=1, cues=上下位"
Humongous Objects,has_part,G1,堆结构实体,垃圾回收器实体,0.7320,"大对象区(Large Object Space / Humongous Objects):在某些JVM实现中(如G1垃圾收集器),为大对象分配了专门的区域,称为大对象区或Humongous Objects区域",枚举结构关系,全文,JVM.txt,1,228,has_part,,0.7391,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.739, conf=0.732, support=1, cues=枚举结构"
Humongous Objects,has_part,JVM,堆结构实体,领域实体,0.7800,"大对象区(Large Object Space / Humongous Objects):在某些JVM实现中(如G1垃圾收集器),为大对象分配了专门的区域,称为大对象区或Humongous Objects区域",枚举结构关系,全文,JVM.txt,1,120,has_part,,0.7688,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.769, conf=0.780, support=1, cues=枚举结构"
Humongous Objects,has_part,大对象,堆结构实体,对象与字符串相关实体,0.6720,"大对象区(Large Object Space / Humongous Objects):在某些JVM实现中(如G1垃圾收集器),为大对象分配了专门的区域,称为大对象区或Humongous Objects区域",枚举结构关系,全文,JVM.txt,1,347,has_part,,0.7019,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.702, conf=0.672, support=1, cues=枚举结构"
JProfiler,is_a,内存泄漏,工具与排查实体,领域实体,0.7120,"分析快照文件:使用 MAT(Memory Analyzer Tool)或 JProfiler 等工具分析快照,重点看哪些对象占用了大量内存、是否存在内存泄漏(如对象长期被无用引用持有,无法回收)",上下位关系,全文,JVM.txt,1,270,is_a,,0.7307,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.731, conf=0.712, support=1, cues=上下位"
JVM,is_a,Java 虚拟机,领域实体,领域实体,0.7820,"验证(Verification),这是虚拟机安全的重要保障,JVM 需要核验字节信息是符合 Java 虚拟机规范的,否则就被认为是 VerifyError,这样就防止了恶意信息或者不合规的信息危害 JVM 的运行,验证阶段有可能触发更多 class 的加载",上下位关系,使用ThreadLocal,JVM.txt,1,117,is_a,,0.7741,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.774, conf=0.782, support=1, cues=上下位"
JVM,is_a,VerifyError,领域实体,异常与错误实体,0.6820,"验证(Verification),这是虚拟机安全的重要保障,JVM 需要核验字节信息是符合 Java 虚拟机规范的,否则就被认为是 VerifyError,这样就防止了恶意信息或者不合规的信息危害 JVM 的运行,验证阶段有可能触发更多 class 的加载",上下位关系,使用ThreadLocal,JVM.txt,1,326,is_a,,0.7121,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.712, conf=0.682, support=1, cues=上下位"
JVM,is_a,堆外内存,领域实体,内存区域实体,0.7240,"直接内存:不属于 JVM 运行时数据区的一部分,通过 NIO 类引入,是一种堆外内存,可以显著提高 I/O 性能",上下位关系,全文,JVM.txt,1,239,is_a,,0.7703,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.770, conf=0.724, support=1, cues=上下位,属于,是一种"
JVM,used_for,动态链接,领域实体,栈与栈帧相关实体,0.6600,"栈帧创建:在调用一个方法前,JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧,用于存储局部变量表、操作数栈、动态链接、方法出口等信息",用途关系,全文,JVM.txt,1,364,used_for,,0.7045,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.705, conf=0.660, support=1, cues=用途,用于"
JVM,used_for,对象实例,领域实体,对象与字符串相关实体,0.7400,"Java堆(Heap)是Java虚拟机(JVM)中内存管理的一个重要区域,主要用于存放对象实例和数组",用途关系,全文,JVM.txt,1,215,used_for,,0.7541,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.754, conf=0.740, support=1, cues=用途,用于"
JVM,used_for,局部变量表,领域实体,栈与栈帧相关实体,0.6620,"栈帧创建:在调用一个方法前,JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧,用于存储局部变量表、操作数栈、动态链接、方法出口等信息",用途关系,全文,JVM.txt,1,360,used_for,,0.7058,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.706, conf=0.662, support=1, cues=用途,用于"
JVM,used_for,操作数栈,领域实体,栈与栈帧相关实体,0.6600,"栈帧创建:在调用一个方法前,JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧,用于存储局部变量表、操作数栈、动态链接、方法出口等信息",用途关系,全文,JVM.txt,1,365,used_for,,0.7045,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.705, conf=0.660, support=1, cues=用途,用于"
JVM,used_for,数组,领域实体,对象与字符串相关实体,0.7100,"Java堆(Heap)是Java虚拟机(JVM)中内存管理的一个重要区域,主要用于存放对象实例和数组",用途关系,全文,JVM.txt,1,276,used_for,,0.7355,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.736, conf=0.710, support=1, cues=用途,用于"
JVM内存模型,used_for,局部变量,领域实体,栈与栈帧相关实体,0.7460,"在JVM内存模型中,栈(Stack)主要用于管理线程的局部变量和方法调用的上下文,而堆(Heap)则是用于存储所有类的实例和数组",用途关系,全文,JVM.txt,1,201,used_for,,0.7579,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.758, conf=0.746, support=1, cues=用途,用于"
JVM内存模型,used_for,方法调用,领域实体,栈与栈帧相关实体,0.7160,"在JVM内存模型中,栈(Stack)主要用于管理线程的局部变量和方法调用的上下文,而堆(Heap)则是用于存储所有类的实例和数组",用途关系,全文,JVM.txt,1,258,used_for,,0.7393,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.739, conf=0.716, support=1, cues=用途,用于"
JVM内存模型,used_for,线程,领域实体,线程与私有性相关实体,0.7640,"在JVM内存模型中,栈(Stack)主要用于管理线程的局部变量和方法调用的上下文,而堆(Heap)则是用于存储所有类的实例和数组",用途关系,全文,JVM.txt,1,158,used_for,,0.7690,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.769, conf=0.764, support=1, cues=用途,用于"
Java heap space,is_a,堆内存溢,异常与错误实体,内存区域实体,0.8440,"堆内存溢出:当出现Java.lang.OutOfMemoryError:Java heap space异常时,就是堆内存溢出了",上下位关系,全文,JVM.txt,1,24,is_a,,0.8125,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.813, conf=0.844, support=1, cues=上下位"
Java 堆,has_part,新生代,内存区域实体,堆结构实体,0.7920,"此外,G1收集器不同于之前的收集器的一个重要特点是:G1回收的范围是整个Java堆(包括新生代,老年代),而前六种收集器回收的范围仅限于新生代或老年代",整体部分关系,使用ThreadLocal,JVM.txt,1,87,has_part,,0.7924,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.792, conf=0.792, support=1, cues=整体部分,包括"
Java 堆,has_part,老年代,内存区域实体,堆结构实体,0.7680,"此外,G1收集器不同于之前的收集器的一个重要特点是:G1回收的范围是整个Java堆(包括新生代,老年代),而前六种收集器回收的范围仅限于新生代或老年代",整体部分关系,使用ThreadLocal,JVM.txt,1,140,has_part,,0.7775,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.777, conf=0.768, support=1, cues=整体部分,包括"
Java 堆,is_a,G1,内存区域实体,垃圾回收器实体,0.7120,"G1(Garbage First)收集器 (标记-整理算法): Java堆并行收集器,G1收集器是JDK1.7提供的一个新收集器,G1收集器基于“标记-整理”算法实现,也就是说不会产生内存碎片",上下位关系,使用ThreadLocal,JVM.txt,1,271,is_a,,0.7031,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.703, conf=0.712, support=1, cues=上下位,!基于"
Java 堆,is_a,JVM,内存区域实体,领域实体,0.7900,"Java堆(Heap)是Java虚拟机(JVM)中内存管理的一个重要区域,主要用于存放对象实例和数组",上下位关系,全文,JVM.txt,1,86 | 96,has_part | is_a,has_part,0.7514,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"is_a: score=0.751, conf=0.790, support=1, cues=上下位,!用于；has_part: score=0.749, conf=0.792, support=1, cues=枚举结构,!用于；low_margin=0.003"
Java 堆,is_a,Java 虚拟机,内存区域实体,领域实体,0.8380,"Java堆(Heap)是Java虚拟机(JVM)中内存管理的一个重要区域,主要用于存放对象实例和数组",上下位关系,全文,JVM.txt,1,29,is_a,,0.7812,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.781, conf=0.838, support=1, cues=上下位,!用于"
Java 堆,is_a,使用,内存区域实体,类加载过程实体,0.8560,"元空间并不在Java堆中,而是使用本地内存,这解决了永久代容易出现的内存溢出问题",上下位关系,全文,JVM.txt,1,16,is_a,,0.8200,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.820, conf=0.856, support=1, cues=上下位"
Java 堆,is_a,内存溢出,内存区域实体,领域实体,0.7420,"元空间并不在Java堆中,而是使用本地内存,这解决了永久代容易出现的内存溢出问题",上下位关系,全文,JVM.txt,1,207,is_a,,0.7493,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.749, conf=0.742, support=1, cues=上下位"
Java 堆,is_a,本地内存,内存区域实体,内存区域实体,0.8240,"元空间并不在Java堆中,而是使用本地内存,这解决了永久代容易出现的内存溢出问题",上下位关系,全文,JVM.txt,1,44,is_a,,0.8001,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.800, conf=0.824, support=1, cues=上下位"
Java 堆,is_a,线程共享,内存区域实体,线程与私有性相关实体,0.7540,"Java 堆:是 JVM 中最大的一块内存区域,被所有线程共享,在虚拟机启动时创建,用于存放对象实例",上下位关系,全文,JVM.txt,1,179 | 322,is_a | has_part,has_part,0.7291,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"is_a: score=0.729, conf=0.754, support=1, cues=上下位,!用于；has_part: score=0.682, conf=0.684, support=1, cues=枚举结构,!用于"
Java 堆,used_for,对象实例,内存区域实体,对象与字符串相关实体,0.6600,"Java 堆:是 JVM 中最大的一块内存区域,被所有线程共享,在虚拟机启动时创建,用于存放对象实例",用途关系,全文,JVM.txt,1,366,used_for,,0.7045,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.705, conf=0.660, support=1, cues=用途,用于"
Java 堆,used_for,数组,内存区域实体,对象与字符串相关实体,0.6600,"Java堆(Heap)是Java虚拟机(JVM)中内存管理的一个重要区域,主要用于存放对象实例和数组",用途关系,全文,JVM.txt,1,367,used_for,,0.7045,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.705, conf=0.660, support=1, cues=用途,用于"
Java 虚拟机,is_a,VerifyError,领域实体,异常与错误实体,0.8080,"验证(Verification),这是虚拟机安全的重要保障,JVM 需要核验字节信息是符合 Java 虚拟机规范的,否则就被认为是 VerifyError,这样就防止了恶意信息或者不合规的信息危害 JVM 的运行,验证阶段有可能触发更多 class 的加载",上下位关系,使用ThreadLocal,JVM.txt,1,62,is_a,,0.7902,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.790, conf=0.808, support=1, cues=上下位"
Java 虚拟机,used_for,加载,领域实体,类加载过程实体,0.6600,《深入理解Java虚拟机》书中对方法区(Method Area)存储内容描述如下:它用于存储已被虚拟机加载的类型信息、常量、静态变量、即时编译器编译后的代码缓存等,用途关系,全文,JVM.txt,1,368,used_for,,0.7045,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.705, conf=0.660, support=1, cues=用途,用于"
Java 虚拟机,used_for,对象实例,领域实体,对象与字符串相关实体,0.7160,"Java堆(Heap)是Java虚拟机(JVM)中内存管理的一个重要区域,主要用于存放对象实例和数组",用途关系,全文,JVM.txt,1,259,used_for,,0.7393,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.739, conf=0.716, support=1, cues=用途,用于"
Java 虚拟机,used_for,常量,领域实体,方法区与元数据相关实体,0.6600,《深入理解Java虚拟机》书中对方法区(Method Area)存储内容描述如下:它用于存储已被虚拟机加载的类型信息、常量、静态变量、即时编译器编译后的代码缓存等,用途关系,全文,JVM.txt,1,369,used_for,,0.7045,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.705, conf=0.660, support=1, cues=用途,用于"
Java 虚拟机,used_for,数组,领域实体,对象与字符串相关实体,0.6860,"Java堆(Heap)是Java虚拟机(JVM)中内存管理的一个重要区域,主要用于存放对象实例和数组",用途关系,全文,JVM.txt,1,319,used_for,,0.7207,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.721, conf=0.686, support=1, cues=用途,用于"
