head,relation,tail,head_type,tail_type,confidence,evidence,pattern_names,section_titles,source_files,record_count,source_row_ids,source_relations,conflicting_relations,disambiguation_score,disambiguation_method,disambiguation_basis
HTTP/3,depends_on,QUIC,协议实体,协议实体,0.8260,HTTP/3(基于 QUIC):新一代网页传输,依赖关系,3 基于 TCP/UDP 的应用层协议,cn.txt,1,1,depends_on,,0.8095,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"depends_on: score=0.809, conf=0.826, support=1, cues=依赖,基于"
HTTPS,depends_on,SSL/TLS,协议实体,机制与技术实体,0.8460,"HTTPS 基于 SSL/TLS 加密,防窃听、篡改、冒充",依赖关系,1.2 HTTP 与 HTTPS 区别,cn.txt,1,0,depends_on,,0.8219,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"depends_on: score=0.822, conf=0.846, support=1, cues=依赖,基于"
HTTPS,depends_on,加密,协议实体,概念与特性实体,0.7980,"HTTPS 基于 SSL/TLS 加密,防窃听、篡改、冒充",依赖关系,1.2 HTTP 与 HTTPS 区别,cn.txt,1,19,depends_on,,0.7921,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"depends_on: score=0.792, conf=0.798, support=1, cues=依赖,基于"
Host,has_part,域名,报文字段与状态实体,地址与标识实体,0.7860,Host:服务器域名与端口,枚举结构关系,1.5 HTTP 常见请求头,cn.txt,1,29,has_part,,0.7726,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.773, conf=0.786, support=1, cues=枚举结构"
Host,has_part,服务器,报文字段与状态实体,服务器与网络组件实体,0.8040,Host:服务器域名与端口,枚举结构关系,1.5 HTTP 常见请求头,cn.txt,1,6,has_part,,0.7837,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.784, conf=0.804, support=1, cues=枚举结构"
Proxy Protocol,used_for,TCP,机制与技术实体,协议实体,0.8180,"传输层:TCP Options 字段、Proxy Protocol,适用于所有 TCP 协议,需双方改造",用途关系,2.2 获取客户端真实 IP,cn.txt,1,2,used_for,,0.8186,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.819, conf=0.818, support=1, cues=用途,用于,适用于"
QUIC,has_part,RTT,协议实体,版本端口与数值实体,0.7500,QUIC 协议核心优势:0-RTT、连接迁移、流间无阻塞、内置加密,枚举结构关系,补充高频面试考点,cn.txt,1,45,has_part,,0.7502,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.750, conf=0.750, support=1, cues=枚举结构"
QUIC,has_part,连接迁移,协议实体,机制与技术实体,0.7260,QUIC 协议核心优势:0-RTT、连接迁移、流间无阻塞、内置加密,枚举结构关系,补充高频面试考点,cn.txt,1,60,has_part,,0.7354,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.735, conf=0.726, support=1, cues=枚举结构"
TCP,has_part,三次握手,协议实体,机制与技术实体,0.7320,"TCP:面向连接,传输前必须通过三次握手建立连接,传输后通过四次挥手释放连接",枚举结构关系,1 TCP 与 UDP 详细区别,cn.txt,1,57,has_part,,0.7391,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.739, conf=0.732, support=1, cues=枚举结构"
TCP,has_part,可靠传输,协议实体,概念与特性实体,0.8040,"TCP:可靠传输,通过序列号、确认应答 ACK、超时重传、流量控制、拥塞控制,保证数据无差错、不丢失、不重复、按序到达",枚举结构关系,1 TCP 与 UDP 详细区别,cn.txt,1,7,has_part,,0.7837,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.784, conf=0.804, support=1, cues=枚举结构"
TCP,has_part,字节流,协议实体,报文字段与状态实体,0.7200,"TCP:面向字节流,将数据视为无结构字节流,可拆分 / 合并数据",枚举结构关系,1 TCP 与 UDP 详细区别,cn.txt,1,62,has_part,,0.7316,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.732, conf=0.720, support=1, cues=枚举结构"
TCP,has_part,序列号,协议实体,机制与技术实体,0.7620,"TCP:可靠传输,通过序列号、确认应答 ACK、超时重传、流量控制、拥塞控制,保证数据无差错、不丢失、不重复、按序到达",枚举结构关系,1 TCP 与 UDP 详细区别,cn.txt,1,39,has_part,,0.7577,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.758, conf=0.762, support=1, cues=枚举结构"
TCP,has_part,有状态,协议实体,概念与特性实体,0.8040,"TCP:有状态,两端需维护连接状态(序列号、窗口大小、已发送 / 已确认数据等)",枚举结构关系,1 TCP 与 UDP 详细区别,cn.txt,1,8,has_part,,0.7837,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.784, conf=0.804, support=1, cues=枚举结构"
TCP,has_part,确认应答 ACK,协议实体,机制与技术实体,0.7380,"TCP:可靠传输,通过序列号、确认应答 ACK、超时重传、流量控制、拥塞控制,保证数据无差错、不丢失、不重复、按序到达",枚举结构关系,1 TCP 与 UDP 详细区别,cn.txt,1,53,has_part,,0.7428,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.743, conf=0.738, support=1, cues=枚举结构"
TCP,has_part,超时重传,协议实体,机制与技术实体,0.6840,"TCP:可靠传输,通过序列号、确认应答 ACK、超时重传、流量控制、拥塞控制,保证数据无差错、不丢失、不重复、按序到达",枚举结构关系,1 TCP 与 UDP 详细区别,cn.txt,1,78,has_part,,0.7093,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.709, conf=0.684, support=1, cues=枚举结构"
TCP,has_part,面向字节流,协议实体,报文字段与状态实体,0.8040,"TCP:面向字节流,将数据视为无结构字节流,可拆分 / 合并数据",枚举结构关系,1 TCP 与 UDP 详细区别,cn.txt,1,9,has_part,,0.7837,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.784, conf=0.804, support=1, cues=枚举结构"
TCP,has_part,面向连接,协议实体,概念与特性实体,0.8040,"TCP:面向连接,传输前必须通过三次握手建立连接,传输后通过四次挥手释放连接",枚举结构关系,1 TCP 与 UDP 详细区别,cn.txt,1,10,has_part,,0.7837,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.784, conf=0.804, support=1, cues=枚举结构"
TCP Options,used_for,TCP,机制与技术实体,协议实体,0.7100,"传输层:TCP Options 字段、Proxy Protocol,适用于所有 TCP 协议,需双方改造",用途关系,2.2 获取客户端真实 IP,cn.txt,1,71,used_for,,0.7516,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.752, conf=0.710, support=1, cues=用途,用于,适用于"
UDP,has_part,单播,协议实体,概念与特性实体,0.7920,UDP:支持单播、一对多多播、一对所有广播,枚举结构关系,1 TCP 与 UDP 详细区别,cn.txt,1,23,has_part,,0.7763,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.776, conf=0.792, support=1, cues=枚举结构"
UDP,has_part,多播,协议实体,概念与特性实体,0.7560,UDP:支持单播、一对多多播、一对所有广播,枚举结构关系,1 TCP 与 UDP 详细区别,cn.txt,1,42,has_part,,0.7540,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.754, conf=0.756, support=1, cues=枚举结构"
UDP,has_part,广播,协议实体,概念与特性实体,0.7140,UDP:支持单播、一对多多播、一对所有广播,枚举结构关系,1 TCP 与 UDP 详细区别,cn.txt,1,67,has_part,,0.7279,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.728, conf=0.714, support=1, cues=枚举结构"
UDP,has_part,应用层,协议实体,层级结构实体,0.7620,"UDP:面向报文,保留应用层数据边界,不拆分、不合并数据块",枚举结构关系,1 TCP 与 UDP 详细区别,cn.txt,1,40,has_part,,0.7577,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.758, conf=0.762, support=1, cues=枚举结构"
UDP,has_part,面向报文,协议实体,报文字段与状态实体,0.8040,"UDP:面向报文,保留应用层数据边界,不拆分、不合并数据块",枚举结构关系,1 TCP 与 UDP 详细区别,cn.txt,1,11,has_part,,0.7837,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.784, conf=0.804, support=1, cues=枚举结构"
URL,is_a,URI,地址与标识实体,地址与标识实体,0.7940,"URL:统一资源定位符,是 URI 的子集,既标识又定位资源(指明访问路径)",上下位关系,3.1 URI 与 URL,cn.txt,1,22,is_a,,0.7815,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.782, conf=0.794, support=1, cues=上下位"
X-Forwarded-For,used_for,HTTP,机制与技术实体,协议实体,0.7580,"应用层:X-Forwarded-For 请求头,简单但易伪造,仅适用于 HTTP/SMTP",用途关系,2.2 获取客户端真实 IP,cn.txt,1,41,used_for,,0.7975,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.797, conf=0.758, support=1, cues=用途,用于,适用于,\bfor\b"
X-Forwarded-For,used_for,SMTP,机制与技术实体,协议实体,0.7280,"应用层:X-Forwarded-For 请求头,简单但易伪造,仅适用于 HTTP/SMTP",用途关系,2.2 获取客户端真实 IP,cn.txt,1,59,used_for,,0.7789,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.779, conf=0.728, support=1, cues=用途,用于,适用于,\bfor\b"
传输层,has_part,OSI,层级结构实体,模型与体系结构实体,0.7920,"传输层:与 OSI 传输层一致,提供端到端传输服务",枚举结构关系,1.2 TCP/IP 四层模型(实际互联网主流模型),cn.txt,1,24,has_part,,0.7763,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.776, conf=0.792, support=1, cues=枚举结构"
传输层,has_part,Proxy Protocol,层级结构实体,机制与技术实体,0.7140,"传输层:TCP Options 字段、Proxy Protocol,适用于所有 TCP 协议,需双方改造",枚举结构关系,2.2 获取客户端真实 IP,cn.txt,1,68,has_part,,0.6727,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.673, conf=0.714, support=1, cues=枚举结构,!用于,!适用于"
传输层,has_part,SCTP,层级结构实体,协议实体,0.7560,传输层:TCP、UDP、SCTP,枚举结构关系,2 各层常见协议,cn.txt,1,43,has_part,,0.7540,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.754, conf=0.756, support=1, cues=枚举结构"
传输层,has_part,TCP,层级结构实体,协议实体,0.8040,传输层:TCP、UDP、SCTP,枚举结构关系,2 各层常见协议,cn.txt,1,12 | 86,has_part | used_for,used_for,0.7837,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"has_part: score=0.784, conf=0.804, support=1, cues=枚举结构；used_for: score=0.721, conf=0.660, support=1, cues=用途,用于,适用于"
传输层,has_part,TCP Options,层级结构实体,机制与技术实体,0.8040,"传输层:TCP Options 字段、Proxy Protocol,适用于所有 TCP 协议,需双方改造",枚举结构关系,2.2 获取客户端真实 IP,cn.txt,1,13,has_part,,0.7285,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.729, conf=0.804, support=1, cues=枚举结构,!用于,!适用于"
传输层,has_part,UDP,层级结构实体,协议实体,0.7800,传输层:TCP、UDP、SCTP,枚举结构关系,2 各层常见协议,cn.txt,1,33,has_part,,0.7688,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.769, conf=0.780, support=1, cues=枚举结构"
公网 IP,implemented_by,私有 IP,地址与标识实体,地址与标识实体,0.7500,"作用:将内网私有 IP映射为公网公有 IP,实现多设备共享一个公网 IP 上网",实现关系,2.3 NAT(网络地址转换),cn.txt,1,46,implemented_by,,0.7683,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"implemented_by: score=0.768, conf=0.750, support=1, cues=实现关系,实现"
加密,is_a,表示层,概念与特性实体,层级结构实体,0.7460,"表示层:负责数据处理,包括编解码、加密解密、压缩解压缩,保证数据能被正确识别",上位包含关系,1.1 OSI 七层模型(国际标准化组织制定),cn.txt,1,48,is_a,,0.5954,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.595, conf=0.746, support=1, cues=!包含,!包括"
四次挥手,has_part,ACK,机制与技术实体,报文字段与状态实体,0.7320,TCP 三次握手 / 四次挥手细节:报文标志位(SYN/ACK/FIN)、状态转换、超时处理、2MSL 等待原因,枚举结构关系,补充高频面试考点,cn.txt,1,58,has_part,,0.7391,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.739, conf=0.732, support=1, cues=枚举结构"
四次挥手,has_part,FIN,机制与技术实体,报文字段与状态实体,0.7080,TCP 三次握手 / 四次挥手细节:报文标志位(SYN/ACK/FIN)、状态转换、超时处理、2MSL 等待原因,枚举结构关系,补充高频面试考点,cn.txt,1,72,has_part,,0.7242,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.724, conf=0.708, support=1, cues=枚举结构"
四次挥手,has_part,SYN,机制与技术实体,报文字段与状态实体,0.7560,TCP 三次握手 / 四次挥手细节:报文标志位(SYN/ACK/FIN)、状态转换、超时处理、2MSL 等待原因,枚举结构关系,补充高频面试考点,cn.txt,1,44,has_part,,0.7540,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.754, conf=0.756, support=1, cues=枚举结构"
四次挥手,has_part,报文,机制与技术实体,报文字段与状态实体,0.7920,TCP 三次握手 / 四次挥手细节:报文标志位(SYN/ACK/FIN)、状态转换、超时处理、2MSL 等待原因,枚举结构关系,补充高频面试考点,cn.txt,1,25,has_part,,0.7763,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.776, conf=0.792, support=1, cues=枚举结构"
多路复用,has_part,TCP,机制与技术实体,协议实体,0.7920,"多路复用:单 TCP 连接并发传输多请求,解决应用层队头阻塞",枚举结构关系,1.1 HTTP 各版本演进,cn.txt,1,26,has_part,,0.7763,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.776, conf=0.792, support=1, cues=枚举结构"
多路复用,has_part,应用层,机制与技术实体,层级结构实体,0.6960,"多路复用:单 TCP 连接并发传输多请求,解决应用层队头阻塞",枚举结构关系,1.1 HTTP 各版本演进,cn.txt,1,75,has_part,,0.7168,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.717, conf=0.696, support=1, cues=枚举结构"
多路复用,has_part,队头阻塞,机制与技术实体,概念与特性实体,0.6780,"多路复用:单 TCP 连接并发传输多请求,解决应用层队头阻塞",枚举结构关系,1.1 HTTP 各版本演进,cn.txt,1,81,has_part,,0.7056,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.706, conf=0.678, support=1, cues=枚举结构"
头部压缩,has_part,HPACK,机制与技术实体,机制与技术实体,0.7180,"头部压缩:QPACK 算法,比 HPACK 更高效",枚举结构关系,1.1 HTTP 各版本演进,cn.txt,1,65,has_part,,0.7304,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.730, conf=0.718, support=1, cues=枚举结构"
头部压缩,has_part,QPACK,机制与技术实体,机制与技术实体,0.7840,"头部压缩:QPACK 算法,比 HPACK 更高效",枚举结构关系,1.1 HTTP 各版本演进,cn.txt,1,32,has_part,,0.7713,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.771, conf=0.784, support=1, cues=枚举结构"
应用层,has_part,FTP,层级结构实体,协议实体,0.7380,应用层:HTTP、HTTPS、FTP、SMTP、POP3、IMAP、Telnet、SSH、DNS、RTP、RTCP、DHCP、SNMP、NTP,枚举结构关系,2 各层常见协议,cn.txt,1,54,has_part,,0.7428,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.743, conf=0.738, support=1, cues=枚举结构"
应用层,has_part,HTTP,层级结构实体,协议实体,0.8040,应用层:HTTP、HTTPS、FTP、SMTP、POP3、IMAP、Telnet、SSH、DNS、RTP、RTCP、DHCP、SNMP、NTP,枚举结构关系,2 各层常见协议,cn.txt,1,14 | 85,has_part | used_for,used_for,0.7837,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"has_part: score=0.784, conf=0.804, support=1, cues=枚举结构；used_for: score=0.738, conf=0.662, support=1, cues=用途,用于,适用于,\bfor\b"
应用层,has_part,HTTPS,层级结构实体,协议实体,0.7740,应用层:HTTP、HTTPS、FTP、SMTP、POP3、IMAP、Telnet、SSH、DNS、RTP、RTCP、DHCP、SNMP、NTP,枚举结构关系,2 各层常见协议,cn.txt,1,36,has_part,,0.7651,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.765, conf=0.774, support=1, cues=枚举结构"
应用层,has_part,OSI,层级结构实体,模型与体系结构实体,0.7860,"应用层:对应 OSI 的应用层 + 表示层 + 会话层,实现具体的应用功能",枚举结构关系,1.2 TCP/IP 四层模型(实际互联网主流模型),cn.txt,1,30,has_part,,0.7726,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.773, conf=0.786, support=1, cues=枚举结构"
应用层,has_part,POP3,层级结构实体,协议实体,0.6840,应用层:HTTP、HTTPS、FTP、SMTP、POP3、IMAP、Telnet、SSH、DNS、RTP、RTCP、DHCP、SNMP、NTP,枚举结构关系,2 各层常见协议,cn.txt,1,79,has_part,,0.7093,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.709, conf=0.684, support=1, cues=枚举结构"
应用层,has_part,X-Forwarded-For,层级结构实体,机制与技术实体,0.8040,"应用层:X-Forwarded-For 请求头,简单但易伪造,仅适用于 HTTP/SMTP",枚举结构关系,2.2 获取客户端真实 IP,cn.txt,1,15,has_part,,0.7285,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.729, conf=0.804, support=1, cues=枚举结构,!用于,!适用于"
应用层,has_part,会话层,层级结构实体,层级结构实体,0.6640,"应用层:对应 OSI 的应用层 + 表示层 + 会话层,实现具体的应用功能",枚举结构关系,1.2 TCP/IP 四层模型(实际互联网主流模型),cn.txt,1,84,has_part,,0.6969,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.697, conf=0.664, support=1, cues=枚举结构"
应用层,has_part,表示层,层级结构实体,层级结构实体,0.7000,"应用层:对应 OSI 的应用层 + 表示层 + 会话层,实现具体的应用功能",枚举结构关系,1.2 TCP/IP 四层模型(实际互联网主流模型),cn.txt,1,74,has_part,,0.7192,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.719, conf=0.700, support=1, cues=枚举结构"
应用层,used_for,SMTP,层级结构实体,协议实体,0.6600,"应用层:X-Forwarded-For 请求头,简单但易伪造,仅适用于 HTTP/SMTP",用途关系,2.2 获取客户端真实 IP,cn.txt,1,69 | 87,has_part | used_for,has_part,0.7367,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"used_for: score=0.737, conf=0.660, support=1, cues=用途,用于,适用于,\bfor\b；has_part: score=0.728, conf=0.714, support=1, cues=枚举结构；low_margin=0.009"
故障排查,has_part,PING,场景与应用实体,工具与命令实体,0.8040,网络故障排查:PING 测连通性、tracert 测路由、nslookup 测 DNS、arp 查 MAC等,枚举结构关系,补充高频面试考点,cn.txt,1,16,has_part,,0.7837,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.784, conf=0.804, support=1, cues=枚举结构"
故障排查,has_part,nslookup,场景与应用实体,工具与命令实体,0.6720,网络故障排查:PING 测连通性、tracert 测路由、nslookup 测 DNS、arp 查 MAC等,枚举结构关系,补充高频面试考点,cn.txt,1,83,has_part,,0.7019,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.702, conf=0.672, support=1, cues=枚举结构"
故障排查,has_part,tracert,场景与应用实体,工具与命令实体,0.7440,网络故障排查:PING 测连通性、tracert 测路由、nslookup 测 DNS、arp 查 MAC等,枚举结构关系,补充高频面试考点,cn.txt,1,50,has_part,,0.7465,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.747, conf=0.744, support=1, cues=枚举结构"
数据链路层,has_part,差错纠正,层级结构实体,机制与技术实体,0.7140,"数据链路层:将比特流封装成帧,负责帧编码、差错纠正、物理寻址(MAC 地址),控制相邻节点间的数据传输",枚举结构关系,1.1 OSI 七层模型(国际标准化组织制定),cn.txt,1,70,has_part,,0.7279,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.728, conf=0.714, support=1, cues=枚举结构"
数据链路层,has_part,比特流,层级结构实体,报文字段与状态实体,0.7980,"数据链路层:将比特流封装成帧,负责帧编码、差错纠正、物理寻址(MAC 地址),控制相邻节点间的数据传输",枚举结构关系,1.1 OSI 七层模型(国际标准化组织制定),cn.txt,1,20,has_part,,0.7800,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.780, conf=0.798, support=1, cues=枚举结构"
数据链路层,has_part,物理寻址,层级结构实体,机制与技术实体,0.6840,"数据链路层:将比特流封装成帧,负责帧编码、差错纠正、物理寻址(MAC 地址),控制相邻节点间的数据传输",枚举结构关系,1.1 OSI 七层模型(国际标准化组织制定),cn.txt,1,80,has_part,,0.7093,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.709, conf=0.684, support=1, cues=枚举结构"
根 DNS 服务器,has_part,服务器,服务器与网络组件实体,服务器与网络组件实体,0.6580,"根 DNS 服务器:13 组 IP,对应全球 1700 + 台服务器,提供顶级域服务器 IP",枚举结构关系,5.2 DNS 服务器层级,cn.txt,1,88,has_part,,0.6932,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.693, conf=0.658, support=1, cues=枚举结构"
缓存机制,has_part,If-Modified-Since,概念与特性实体,报文字段与状态实体,0.7680,缓存机制简陋:仅支持 If-Modified-Since、Expires,枚举结构关系,1.1 HTTP 各版本演进,cn.txt,1,38,has_part,,0.7614,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.761, conf=0.768, support=1, cues=枚举结构"
网络层,has_part,ARP,层级结构实体,协议实体,0.7440,网络层:IPv4、IPv6、ARP、ICMP、IGMP、NAT、OSPF、RIP、BGP,枚举结构关系,2 各层常见协议,cn.txt,1,51,has_part,,0.7465,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.747, conf=0.744, support=1, cues=枚举结构"
网络层,has_part,ICMP,层级结构实体,协议实体,0.7200,网络层:IPv4、IPv6、ARP、ICMP、IGMP、NAT、OSPF、RIP、BGP,枚举结构关系,2 各层常见协议,cn.txt,1,63,has_part,,0.7316,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.732, conf=0.720, support=1, cues=枚举结构"
网络层,has_part,IGMP,层级结构实体,协议实体,0.6900,网络层:IPv4、IPv6、ARP、ICMP、IGMP、NAT、OSPF、RIP、BGP,枚举结构关系,2 各层常见协议,cn.txt,1,76,has_part,,0.7130,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.713, conf=0.690, support=1, cues=枚举结构"
网络层,has_part,IPv4,层级结构实体,协议实体,0.8040,网络层:IPv4、IPv6、ARP、ICMP、IGMP、NAT、OSPF、RIP、BGP,枚举结构关系,2 各层常见协议,cn.txt,1,17,has_part,,0.7837,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.784, conf=0.804, support=1, cues=枚举结构"
网络层,has_part,IPv6,层级结构实体,协议实体,0.7740,网络层:IPv4、IPv6、ARP、ICMP、IGMP、NAT、OSPF、RIP、BGP,枚举结构关系,2 各层常见协议,cn.txt,1,37,has_part,,0.7651,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.765, conf=0.774, support=1, cues=枚举结构"
