main_entity,entity_type,mention_count,mentions,source_file,normalized_entity,aliases,section_titles,merged_entities,disambiguation_confidence,disambiguation_method,disambiguation_basis
CPU,资源与硬件实体,10,CPU,os.txt,CPU,CPU,操作系统的发展历程 | 操作系统的主要功能 | 进程与线程 | 处理器调度与调度算法 | 设备管理与输入输出系统,CPU,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=CPU；章节=操作系统的发展历程|操作系统的主要功能|进程与线程|处理器调度与调度算法|设备管理与输入输出系统
共享,核心思想与性质实体,10,共享,os.txt,共享,共享,操作系统的主要功能 | 进程与线程 | 进程同步、互斥与死锁 | 文件系统 | 设备管理与输入输出系统 | 操作系统课程的学习方法 | 总结,共享,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=共享；章节=操作系统的主要功能|进程与线程|进程同步、互斥与死锁|文件系统|设备管理与输入输出系统|操作系统课程的学习方法|总结
死锁,同步与互斥实体,10,死锁,os.txt,死锁,死锁,操作系统的概念与地位 | 进程同步、互斥与死锁 | 操作系统课程的学习方法,死锁,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=死锁；章节=操作系统的概念与地位|进程同步、互斥与死锁|操作系统课程的学习方法
中断,处理器与调度实体,9,中断,os.txt,中断,中断,操作系统的主要功能 | 操作系统的结构与运行机制 | 内存管理与虚拟内存 | 设备管理与输入输出系统 | 操作系统课程的学习方法,中断,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=中断；章节=操作系统的主要功能|操作系统的结构与运行机制|内存管理与虚拟内存|设备管理与输入输出系统|操作系统课程的学习方法
线程,核心抽象实体,9,线程,os.txt,线程,线程,操作系统的主要功能 | 进程与线程 | 进程同步、互斥与死锁 | 操作系统课程的学习方法 | 总结,线程,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=线程；章节=操作系统的主要功能|进程与线程|进程同步、互斥与死锁|操作系统课程的学习方法|总结
内核,领域实体,8,内核,os.txt,内核,内核,操作系统的主要功能 | 操作系统的结构与运行机制,内核,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=内核；章节=操作系统的主要功能|操作系统的结构与运行机制
地址空间,核心抽象实体,8,地址空间,os.txt,地址空间,地址空间,操作系统的概念与地位 | 进程与线程 | 内存管理与虚拟内存 | 系统安全与保护,地址空间,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=地址空间；章节=操作系统的概念与地位|进程与线程|内存管理与虚拟内存|系统安全与保护
抽象,核心思想与性质实体,8,抽象,os.txt,抽象,抽象,操作系统的概念与地位 | 操作系统课程的学习方法 | 总结,抽象,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=抽象；章节=操作系统的概念与地位|操作系统课程的学习方法|总结
权限,文件系统实体,8,权限,os.txt,权限,权限,操作系统的主要功能 | 操作系统的结构与运行机制 | 文件系统 | 系统安全与保护 | 总结,权限,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=权限；章节=操作系统的主要功能|操作系统的结构与运行机制|文件系统|系统安全与保护|总结
目录,核心抽象实体,8,目录,os.txt,目录,目录,操作系统的主要功能 | 文件系统,目录,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=目录；章节=操作系统的主要功能|文件系统
保护,安全与保护实体,7,保护,os.txt,保护,保护,操作系统的主要功能 | 系统安全与保护 | 总结,保护,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=保护；章节=操作系统的主要功能|系统安全与保护|总结
分页,资源与硬件实体,7,分页,os.txt,分页,分页,操作系统的概念与地位 | 内存管理与虚拟内存 | 操作系统课程的学习方法,分页,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=分页；章节=操作系统的概念与地位|内存管理与虚拟内存|操作系统课程的学习方法
并发,核心思想与性质实体,7,并发,os.txt,并发,并发,进程与线程 | 处理器调度与调度算法 | 进程同步、互斥与死锁 | 内存管理与虚拟内存 | 操作系统课程的学习方法 | 总结,并发,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=并发；章节=进程与线程|处理器调度与调度算法|进程同步、互斥与死锁|内存管理与虚拟内存|操作系统课程的学习方法|总结
缓冲,设备管理与I/O实体,6,缓冲,os.txt,缓冲,缓冲,操作系统的主要功能 | 进程同步、互斥与死锁 | 设备管理与输入输出系统,缓冲,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=缓冲；章节=操作系统的主要功能|进程同步、互斥与死锁|设备管理与输入输出系统
互斥,同步与互斥实体,5,互斥,os.txt,互斥,互斥,进程同步、互斥与死锁 | 总结,互斥,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=互斥；章节=进程同步、互斥与死锁|总结
系统调用,领域实体,5,系统调用,os.txt,系统调用,系统调用,操作系统的主要功能 | 操作系统的结构与运行机制,系统调用,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=系统调用；章节=操作系统的主要功能|操作系统的结构与运行机制
虚拟内存,核心抽象实体,5,虚拟内存,os.txt,虚拟内存,虚拟内存,操作系统的概念与地位 | 操作系统的主要功能 | 内存管理与虚拟内存 | 总结,虚拟内存,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=虚拟内存；章节=操作系统的概念与地位|操作系统的主要功能|内存管理与虚拟内存|总结
设备管理,功能模块实体,5,设备管理,os.txt,设备管理,设备管理,操作系统的主要功能 | 设备管理与输入输出系统 | 操作系统课程的学习方法 | 总结,设备管理,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=设备管理；章节=操作系统的主要功能|设备管理与输入输出系统|操作系统课程的学习方法|总结
连续分配,内存管理实体,5,连续分配,os.txt,连续分配,连续分配,内存管理与虚拟内存 | 文件系统,连续分配,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=连续分配；章节=内存管理与虚拟内存|文件系统
I/O,设备管理与I/O实体,4,I/O,os.txt,I/O,I/O,进程与线程 | 内存管理与虚拟内存 | 设备管理与输入输出系统,I/O,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=I/O；章节=进程与线程|内存管理与虚拟内存|设备管理与输入输出系统
分段,内存管理实体,4,分段,os.txt,分段,分段,内存管理与虚拟内存,分段,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=分段；章节=内存管理与虚拟内存
抢占式调度,处理器与调度实体,4,抢占式调度,os.txt,抢占式调度,抢占式调度,处理器调度与调度算法,抢占式调度,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=抢占式调度；章节=处理器调度与调度算法
用户态,核心抽象实体,4,用户态,os.txt,用户态,用户态,操作系统的主要功能 | 操作系统的结构与运行机制,用户态,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=用户态；章节=操作系统的主要功能|操作系统的结构与运行机制
缓冲区,经典同步问题实体,4,缓冲区,os.txt,缓冲区,缓冲区,操作系统的主要功能 | 进程同步、互斥与死锁,缓冲区,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=缓冲区；章节=操作系统的主要功能|进程同步、互斥与死锁
进程调度,核心抽象实体,4,进程调度,os.txt,进程调度,进程调度,操作系统的发展历程 | 操作系统的主要功能 | 操作系统的结构与运行机制 | 操作系统课程的学习方法,进程调度,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=进程调度；章节=操作系统的发展历程|操作系统的主要功能|操作系统的结构与运行机制|操作系统课程的学习方法
驱动程序,设备管理与I/O实体,4,驱动程序,os.txt,驱动程序,驱动程序,操作系统的主要功能 | 设备管理与输入输出系统,驱动程序,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=驱动程序；章节=操作系统的主要功能|设备管理与输入输出系统
Process,进程与线程实体,3,Process,os.txt,Process,Process,操作系统的发展历程 | 进程与线程,Process,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Process；章节=操作系统的发展历程|进程与线程
先来先服务,调度算法实体,3,先来先服务,os.txt,先来先服务,先来先服务,处理器调度与调度算法 | 设备管理与输入输出系统,先来先服务,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=先来先服务；章节=处理器调度与调度算法|设备管理与输入输出系统
共享资源,同步与互斥实体,3,共享资源,os.txt,共享资源,共享资源,进程与线程 | 进程同步、互斥与死锁 | 总结,共享资源,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=共享资源；章节=进程与线程|进程同步、互斥与死锁|总结
内核态,领域实体,3,内核态,os.txt,内核态,内核态,操作系统的主要功能 | 操作系统的结构与运行机制,内核态,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=内核态；章节=操作系统的主要功能|操作系统的结构与运行机制
外部设备,资源与硬件实体,3,外部设备,os.txt,外部设备,外部设备,操作系统的概念与地位 | 操作系统的主要功能 | 操作系统的结构与运行机制,外部设备,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=外部设备；章节=操作系统的概念与地位|操作系统的主要功能|操作系统的结构与运行机制
存储管理,功能模块实体,3,存储管理,os.txt,存储管理,存储管理,操作系统的发展历程 | 操作系统的主要功能,存储管理,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=存储管理；章节=操作系统的发展历程|操作系统的主要功能
安全性,核心思想与性质实体,3,安全性,os.txt,安全性,安全性,操作系统的结构与运行机制 | 进程同步、互斥与死锁,安全性,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=安全性；章节=操作系统的结构与运行机制|进程同步、互斥与死锁
文件管理,核心抽象实体,3,文件管理,os.txt,文件管理,文件管理,操作系统的主要功能 | 文件系统,文件管理,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=文件管理；章节=操作系统的主要功能|文件系统
时间片,处理器与调度实体,3,时间片,os.txt,时间片,时间片,操作系统的发展历程 | 处理器调度与调度算法,时间片,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=时间片；章节=操作系统的发展历程|处理器调度与调度算法
最佳置换,虚拟内存与页面置换实体,3,最佳置换,os.txt,最佳置换,最佳置换,内存管理与虚拟内存,最佳置换,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=最佳置换；章节=内存管理与虚拟内存
程序设计,课程与方法相关实体,3,程序设计,os.txt,程序设计,程序设计,操作系统的概念与地位 | 操作系统的发展历程,程序设计,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=程序设计；章节=操作系统的概念与地位|操作系统的发展历程
缓存,设备管理与I/O实体,3,缓存,os.txt,缓存,缓存,操作系统的主要功能 | 设备管理与输入输出系统,缓存,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=缓存；章节=操作系统的主要功能|设备管理与输入输出系统
访问控制,安全与保护实体,3,访问控制,os.txt,访问控制,访问控制,系统安全与保护,访问控制,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=访问控制；章节=系统安全与保护
资源管理,领域实体,3,资源管理,os.txt,资源管理,资源管理,操作系统的概念与地位 | 操作系统的结构与运行机制,资源管理,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=资源管理；章节=操作系统的概念与地位|操作系统的结构与运行机制
进程与线程,核心抽象实体,3,进程与线程,os.txt,进程与线程,进程与线程,进程与线程 | 操作系统课程的学习方法 | 总结,进程与线程,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=进程与线程；章节=进程与线程|操作系统课程的学习方法|总结
进程同步,核心抽象实体,3,进程同步,os.txt,进程同步,进程同步,操作系统的概念与地位 | 进程同步、互斥与死锁,进程同步,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=进程同步；章节=操作系统的概念与地位|进程同步、互斥与死锁
DMA,设备管理与I/O实体,2,DMA,os.txt,DMA,DMA,设备管理与输入输出系统,DMA,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=DMA；章节=设备管理与输入输出系统
LRU,虚拟内存与页面置换实体,2,LRU,os.txt,LRU,LRU,内存管理与虚拟内存,LRU,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=LRU；章节=内存管理与虚拟内存
Linux,系统与平台实体,2,Linux,os.txt,Linux,Linux,操作系统的概念与地位 | 操作系统课程的学习方法,Linux,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Linux；章节=操作系统的概念与地位|操作系统课程的学习方法
OS,领域实体,2,OS,os.txt,OS,OS,操作系统的概念与地位,OS,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=OS；章节=操作系统的概念与地位
PCB,进程与线程实体,2,PCB,os.txt,PCB,PCB,进程与线程,PCB,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=PCB；章节=进程与线程
SCAN,磁盘调度实体,2,SCAN,os.txt,SCAN,SCAN,设备管理与输入输出系统,SCAN,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=SCAN；章节=设备管理与输入输出系统
中断处理,处理器与调度实体,2,中断处理,os.txt,中断处理,中断处理,操作系统的结构与运行机制 | 设备管理与输入输出系统,中断处理,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=中断处理；章节=操作系统的结构与运行机制|设备管理与输入输出系统
交互式系统,处理器与调度实体,2,交互式系统,os.txt,交互式系统,交互式系统,处理器调度与调度算法,交互式系统,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=交互式系统；章节=处理器调度与调度算法
优先级调度,处理器与调度实体,2,优先级调度,os.txt,优先级调度,优先级调度,处理器调度与调度算法,优先级调度,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=优先级调度；章节=处理器调度与调度算法
信号量,同步与互斥实体,2,信号量,os.txt,信号量,信号量,进程同步、互斥与死锁 | 操作系统课程的学习方法,信号量,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=信号量；章节=进程同步、互斥与死锁|操作系统课程的学习方法
假脱机,设备管理与I/O实体,2,假脱机,os.txt,假脱机,假脱机,设备管理与输入输出系统,假脱机,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=假脱机；章节=设备管理与输入输出系统
内存保护,资源与硬件实体,2,内存保护,os.txt,内存保护,内存保护,系统安全与保护,内存保护,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=内存保护；章节=系统安全与保护
内部碎片,内存管理实体,2,内部碎片,os.txt,内部碎片,内部碎片,内存管理与虚拟内存,内部碎片,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=内部碎片；章节=内存管理与虚拟内存
可靠性,核心思想与性质实体,2,可靠性,os.txt,可靠性,可靠性,操作系统的结构与运行机制 | 操作系统课程的学习方法,可靠性,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=可靠性；章节=操作系统的结构与运行机制|操作系统课程的学习方法
周转时间,处理器与调度实体,2,周转时间,os.txt,周转时间,周转时间,处理器调度与调度算法,周转时间,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=周转时间；章节=处理器调度与调度算法
图形界面,发展历程实体,2,图形界面,os.txt,图形界面,图形界面,操作系统的发展历程 | 进程与线程,图形界面,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=图形界面；章节=操作系统的发展历程|进程与线程
地址映射,内存管理实体,2,地址映射,os.txt,地址映射,地址映射,操作系统的主要功能 | 内存管理与虚拟内存,地址映射,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=地址映射；章节=操作系统的主要功能|内存管理与虚拟内存
处理器管理,资源与硬件实体,2,处理器管理,os.txt,处理器管理,处理器管理,操作系统的主要功能,处理器管理,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=处理器管理；章节=操作系统的主要功能
外存,资源与硬件实体,2,外存,os.txt,外存,外存,文件系统 | 操作系统课程的学习方法,外存,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=外存；章节=文件系统|操作系统课程的学习方法
外部碎片,内存管理实体,2,外部碎片,os.txt,外部碎片,外部碎片,内存管理与虚拟内存,外部碎片,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=外部碎片；章节=内存管理与虚拟内存
多级反馈队列,调度算法实体,2,多级反馈队列,os.txt,多级反馈队列,多级反馈队列,处理器调度与调度算法,多级反馈队列,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=多级反馈队列；章节=处理器调度与调度算法
多道程序设计,发展历程实体,2,多道程序设计,os.txt,多道程序设计,多道程序设计,操作系统的发展历程,多道程序设计,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=多道程序设计；章节=操作系统的发展历程
寄存器,进程与线程实体,2,寄存器,os.txt,寄存器,寄存器,进程与线程,寄存器,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=寄存器；章节=进程与线程
循环扫描算法,磁盘调度实体,2,循环扫描算法,os.txt,循环扫描算法,循环扫描算法,设备管理与输入输出系统,循环扫描算法,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=循环扫描算法；章节=设备管理与输入输出系统
扩展性,核心思想与性质实体,2,扩展性,os.txt,扩展性,扩展性,操作系统的结构与运行机制,扩展性,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=扩展性；章节=操作系统的结构与运行机制
扫描算法,磁盘调度实体,2,扫描算法,os.txt,扫描算法,扫描算法,设备管理与输入输出系统,扫描算法,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=扫描算法；章节=设备管理与输入输出系统
批处理系统,发展历程实体,2,批处理系统,os.txt,批处理系统,批处理系统,操作系统的发展历程 | 处理器调度与调度算法,批处理系统,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=批处理系统；章节=操作系统的发展历程|处理器调度与调度算法
时间片轮转,处理器与调度实体,2,时间片轮转,os.txt,时间片轮转,时间片轮转,处理器调度与调度算法,时间片轮转,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=时间片轮转；章节=处理器调度与调度算法
服务器,系统与平台实体,2,服务器,os.txt,服务器,服务器,操作系统的发展历程 | 进程与线程,服务器,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=服务器；章节=操作系统的发展历程|进程与线程
权限控制,文件系统实体,2,权限控制,os.txt,权限控制,权限控制,操作系统的主要功能 | 文件系统 | 总结,权限控制,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=权限控制；章节=操作系统的主要功能|文件系统|总结
栈,进程与线程实体,2,栈,os.txt,栈,栈,进程与线程 | 内存管理与虚拟内存,栈,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=栈；章节=进程与线程|内存管理与虚拟内存
树形目录,核心抽象实体,2,树形目录,os.txt,树形目录,树形目录,文件系统,树形目录,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=树形目录；章节=文件系统
物理内存,资源与硬件实体,2,物理内存,os.txt,物理内存,物理内存,操作系统的主要功能 | 内存管理与虚拟内存,物理内存,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=物理内存；章节=操作系统的主要功能|内存管理与虚拟内存
生产者—消费者问题,经典同步问题实体,2,生产者—消费者问题,os.txt,生产者—消费者问题,生产者—消费者问题,进程同步、互斥与死锁,生产者—消费者问题,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=生产者—消费者问题；章节=进程同步、互斥与死锁
用户接口,领域实体,2,用户接口,os.txt,用户接口,用户接口,操作系统的概念与地位 | 操作系统的主要功能,用户接口,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=用户接口；章节=操作系统的概念与地位|操作系统的主要功能
短作业优先,调度算法实体,2,短作业优先,os.txt,短作业优先,短作业优先,处理器调度与调度算法,短作业优先,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=短作业优先；章节=处理器调度与调度算法
磁盘块,资源与硬件实体,2,磁盘块,os.txt,磁盘块,磁盘块,操作系统的概念与地位 | 文件系统,磁盘块,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=磁盘块；章节=操作系统的概念与地位|文件系统
程序计数器,进程与线程实体,2,程序计数器,os.txt,程序计数器,程序计数器,进程与线程,程序计数器,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=程序计数器；章节=进程与线程
系统吞吐量,处理器与调度实体,2,系统吞吐量,os.txt,系统吞吐量,系统吞吐量,操作系统的发展历程 | 处理器调度与调度算法,系统吞吐量,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=系统吞吐量；章节=操作系统的发展历程|处理器调度与调度算法
索引分配,文件系统实体,2,索引分配,os.txt,索引分配,索引分配,文件系统,索引分配,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=索引分配；章节=文件系统
计算机系统,领域实体,2,计算机系统,os.txt,计算机系统,计算机系统,操作系统的概念与地位 | 总结,计算机系统,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=计算机系统；章节=操作系统的概念与地位|总结
运行状态,进程与线程实体,2,运行状态,os.txt,运行状态,运行状态,进程与线程,运行状态,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=运行状态；章节=进程与线程
链接分配,文件系统实体,2,链接分配,os.txt,链接分配,链接分配,文件系统,链接分配,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=链接分配；章节=文件系统
键盘,资源与硬件实体,2,键盘,os.txt,键盘,键盘,操作系统的主要功能 | 操作系统的结构与运行机制,键盘,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=键盘；章节=操作系统的主要功能|操作系统的结构与运行机制
非抢占式调度,处理器与调度实体,2,非抢占式调度,os.txt,非抢占式调度,非抢占式调度,处理器调度与调度算法,非抢占式调度,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=非抢占式调度；章节=处理器调度与调度算法
页面置换算法,资源与硬件实体,2,页面置换算法,os.txt,页面置换算法,页面置换算法,内存管理与虚拟内存 | 操作系统课程的学习方法,页面置换算法,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=页面置换算法；章节=内存管理与虚拟内存|操作系统课程的学习方法
Banker’s Algorithm,死锁相关实体,1,Banker’s Algorithm,os.txt,Banker’s Algorithm,Banker’s Algorithm,进程同步、互斥与死锁,Banker’s Algorithm,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Banker’s Algorithm；章节=进程同步、互斥与死锁
Batch Processing System,发展历程实体,1,Batch Processing System,os.txt,Batch Processing System,Batch Processing System,操作系统的发展历程,Batch Processing System,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Batch Processing System；章节=操作系统的发展历程
C-SCAN,磁盘调度实体,1,C-SCAN,os.txt,C-SCAN,C-SCAN,设备管理与输入输出系统,C-SCAN,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=C-SCAN；章节=设备管理与输入输出系统
