main_entity,entity_type,mention_count,mentions,source_file,normalized_entity,aliases,section_titles,merged_entities,disambiguation_confidence,disambiguation_method,disambiguation_basis
char,数据类型实体,6,char,mysql.txt,char,char,全文,char,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=char；章节=全文
id,执行计划与调优实体,6,id,mysql.txt,id,id,全文,id,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=id；章节=全文
分库分表,领域实体,6,分库分表,mysql.txt,分库分表,分库分表,全文,分库分表,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=分库分表；章节=全文
子查询,查询与连接实体,6,子查询,mysql.txt,子查询,子查询,全文,子查询,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=子查询；章节=全文
幻读,事务与一致性实体,6,幻读,mysql.txt,幻读,幻读,并发事务带来的问题: | 事务隔离级别(从低到高):,幻读,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=幻读；章节=并发事务带来的问题:|事务隔离级别(从低到高):
行锁,锁机制实体,6,行锁,mysql.txt,行锁,行锁,InnoDB锁分类:,行锁,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=行锁；章节=InnoDB锁分类:
读写分离,领域实体,6,读写分离,mysql.txt,读写分离,读写分离,全文,读写分离,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=读写分离；章节=全文
DELETE,SQL分类实体,5,DELETE,mysql.txt,DELETE,DELETE,全文,DELETE,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=DELETE；章节=全文
UNION,查询与连接实体,5,UNION,mysql.txt,UNION,UNION,全文,UNION,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=UNION；章节=全文
UPDATE,SQL分类实体,5,UPDATE,mysql.txt,UPDATE,UPDATE,全文,UPDATE,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=UPDATE；章节=全文
从库,主从复制与高可用实体,5,从库,mysql.txt,从库,从库,主从复制核心原理:,从库,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=从库；章节=主从复制核心原理:
回表,索引相关实体,5,回表,mysql.txt,回表,回表,全文,回表,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=回表；章节=全文
聚簇索引,领域实体,5,聚簇索引,mysql.txt,聚簇索引,聚簇索引,索引分类:,聚簇索引,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=聚簇索引；章节=索引分类:
表锁,锁机制实体,5,表锁,mysql.txt,表锁,表锁,InnoDB锁分类:,表锁,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=表锁；章节=InnoDB锁分类:
INSERT,SQL分类实体,4,INSERT,mysql.txt,INSERT,INSERT,全文,INSERT,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=INSERT；章节=全文
SQL优化,领域实体,4,SQL优化,mysql.txt,SQL优化,SQL优化,"索引失效场景: | SQL优化与性能调优 | Extra:额外信息(Using index表示覆盖索引,Using filesort表示文件排序需优化)",SQL优化,1.0,实体标准化 + 候选召回（未发现需合并候选）,"保留单实体=SQL优化；章节=索引失效场景:|SQL优化与性能调优|Extra:额外信息(Using index表示覆盖索引,Using filesort表示文件排序需优化)"
date,数据类型实体,4,date,mysql.txt,date,date,全文,date,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=date；章节=全文
redo log,事务与一致性实体,4,redo log,mysql.txt,redo log,redo log,全文,redo log,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=redo log；章节=全文
undo log,事务与一致性实体,4,undo log,mysql.txt,undo log,undo log,全文,undo log,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=undo log；章节=全文
不可重复读,事务与一致性实体,4,不可重复读,mysql.txt,不可重复读,不可重复读,并发事务带来的问题: | 事务隔离级别(从低到高):,不可重复读,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=不可重复读；章节=并发事务带来的问题:|事务隔离级别(从低到高):
主库,主从复制与高可用实体,4,主库,mysql.txt,主库,主库,主从复制核心原理:,主库,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=主库；章节=主从复制核心原理:
共享锁,锁机制实体,4,共享锁,mysql.txt,共享锁,共享锁,InnoDB锁分类:,共享锁,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=共享锁；章节=InnoDB锁分类:
外键,数据库设计与规范实体,4,外键,mysql.txt,外键,外键,全文,外键,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=外键；章节=全文
排他锁,锁机制实体,4,排他锁,mysql.txt,排他锁,排他锁,InnoDB锁分类:,排他锁,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=排他锁；章节=InnoDB锁分类:
索引失效,领域实体,4,索引失效,mysql.txt,索引失效,索引失效,全文,索引失效,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=索引失效；章节=全文
脏读,事务与一致性实体,4,脏读,mysql.txt,脏读,脏读,并发事务带来的问题: | 事务隔离级别(从低到高):,脏读,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=脏读；章节=并发事务带来的问题:|事务隔离级别(从低到高):
视图,MySQL8.0与扩展特性实体,4,视图,mysql.txt,视图,视图,全文,视图,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=视图；章节=全文
COMMIT,事务与一致性实体,3,COMMIT,mysql.txt,COMMIT,COMMIT,事务控制语句: | 事务隔离级别(从低到高):,COMMIT,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=COMMIT；章节=事务控制语句:|事务隔离级别(从低到高):
COUNT,领域实体,3,COUNT,mysql.txt,COUNT,COUNT,全文,COUNT,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=COUNT；章节=全文
DISTINCT,SQL分类实体,3,DISTINCT,mysql.txt,DISTINCT,DISTINCT,全文,DISTINCT,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=DISTINCT；章节=全文
MVCC,事务与一致性实体,3,MVCC,mysql.txt,MVCC,MVCC,全文,MVCC,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=MVCC；章节=全文
UNION ALL,查询与连接实体,3,UNION ALL,mysql.txt,UNION ALL,UNION ALL,全文,UNION ALL,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=UNION ALL；章节=全文
binlog,主从复制与高可用实体,3,binlog,mysql.txt,binlog,binlog,主从复制核心原理:,binlog,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=binlog；章节=主从复制核心原理:
datetime,数据类型实体,3,datetime,mysql.txt,datetime,datetime,全文,datetime,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=datetime；章节=全文
timestamp,数据类型实体,3,timestamp,mysql.txt,timestamp,timestamp,全文,timestamp,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=timestamp；章节=全文
type,执行计划与调优实体,3,type,mysql.txt,type,type,全文,type,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=type；章节=全文
utf8,MySQL8.0与扩展特性实体,3,utf8,mysql.txt,utf8,utf8,全文,utf8,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=utf8；章节=全文
varchar,数据类型实体,3,varchar,mysql.txt,varchar,varchar,全文,varchar,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=varchar；章节=全文
唯一键,数据库设计与规范实体,3,唯一键,mysql.txt,唯一键,唯一键,全文,唯一键,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=唯一键；章节=全文
存储引擎,领域实体,3,存储引擎,mysql.txt,存储引擎,存储引擎,全文,存储引擎,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=存储引擎；章节=全文
执行计划,执行计划与调优实体,3,执行计划,mysql.txt,执行计划,执行计划,优化SQL语法、添加合适索引、调整表结构。,执行计划,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=执行计划；章节=优化SQL语法、添加合适索引、调整表结构。
数据库三范式,领域实体,3,数据库三范式,mysql.txt,数据库三范式,数据库三范式,全文,数据库三范式,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=数据库三范式；章节=全文
数据恢复,运维与安全实体,3,数据恢复,mysql.txt,数据恢复,数据恢复,全文,数据恢复,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=数据恢复；章节=全文
最左前缀原则,索引相关实体,3,最左前缀原则,mysql.txt,最左前缀原则,最左前缀原则,索引失效场景:,最左前缀原则,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=最左前缀原则；章节=索引失效场景:
查询缓存,基础架构实体,3,查询缓存,mysql.txt,查询缓存,查询缓存,全文,查询缓存,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=查询缓存；章节=全文
死锁,锁机制实体,3,死锁,mysql.txt,死锁,死锁,全文,死锁,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=死锁；章节=全文
水平分表,表设计与拆分实体,3,水平分表,mysql.txt,水平分表,水平分表,全文,水平分表,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=水平分表；章节=全文
联合索引,领域实体,3,联合索引,mysql.txt,联合索引,联合索引,索引分类: | 建立索引的原则:,联合索引,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=联合索引；章节=索引分类:|建立索引的原则:
聚合函数,函数实体,3,聚合函数,mysql.txt,聚合函数,聚合函数,全文,聚合函数,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=聚合函数；章节=全文
覆盖索引,领域实体,3,覆盖索引,mysql.txt,覆盖索引,覆盖索引,全文,覆盖索引,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=覆盖索引；章节=全文
ACID,事务与一致性实体,2,ACID,mysql.txt,ACID,ACID,全文,ACID,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=ACID；章节=全文
ALTER,SQL分类实体,2,ALTER,mysql.txt,ALTER,ALTER,全文,ALTER,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=ALTER；章节=全文
B+树,索引相关实体,2,B+树,mysql.txt,B+树,B+树,全文,B+树,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=B+树；章节=全文
B树,索引相关实体,2,B树,mysql.txt,B树,B树,全文,B树,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=B树；章节=全文
CREATE,SQL分类实体,2,CREATE,mysql.txt,CREATE,CREATE,全文,CREATE,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=CREATE；章节=全文
DDL,SQL分类实体,2,DDL,mysql.txt,DDL,DDL,SQL基础语法(高频),DDL,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=DDL；章节=SQL基础语法(高频)
DML,SQL分类实体,2,DML,mysql.txt,DML,DML,"TRUNCATE:清空表数据,属于DDL,不可回滚,执行速度比DELETE快,会重置自增主键。",DML,1.0,实体标准化 + 候选召回（未发现需合并候选）,"保留单实体=DML；章节=TRUNCATE:清空表数据,属于DDL,不可回滚,执行速度比DELETE快,会重置自增主键。"
DROP,SQL分类实体,2,DROP,mysql.txt,DROP,DROP,全文,DROP,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=DROP；章节=全文
EXPLAIN,执行计划与调优实体,2,EXPLAIN,mysql.txt,EXPLAIN,EXPLAIN,优化SQL语法、添加合适索引、调整表结构。,EXPLAIN,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=EXPLAIN；章节=优化SQL语法、添加合适索引、调整表结构。
Extra,执行计划与调优实体,2,Extra,mysql.txt,Extra,Extra,全文,Extra,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Extra；章节=全文
GROUP BY,SQL分类实体,2,GROUP BY,mysql.txt,GROUP BY,GROUP BY,全文,GROUP BY,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=GROUP BY；章节=全文
INNER JOIN,查询与连接实体,2,INNER JOIN,mysql.txt,INNER JOIN,INNER JOIN,全文,INNER JOIN,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=INNER JOIN；章节=全文
LIKE,SQL分类实体,2,LIKE,mysql.txt,LIKE,LIKE,全文,LIKE,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=LIKE；章节=全文
MyCat,中间件与工具实体,2,MyCat,mysql.txt,MyCat,MyCat,全文,MyCat,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=MyCat；章节=全文
MyISAM,存储引擎实体,2,MyISAM,mysql.txt,MyISAM,MyISAM,全文,MyISAM,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=MyISAM；章节=全文
MySQL8.0,MySQL8.0与扩展特性实体,2,MySQL8.0,mysql.txt,MySQL8.0,MySQL8.0,全文,MySQL8.0,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=MySQL8.0；章节=全文
ORDER BY,SQL分类实体,2,ORDER BY,mysql.txt,ORDER BY,ORDER BY,全文,ORDER BY,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=ORDER BY；章节=全文
Sharding-JDBC,中间件与工具实体,2,Sharding-JDBC,mysql.txt,Sharding-JDBC,Sharding-JDBC,全文,Sharding-JDBC,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Sharding-JDBC；章节=全文
TRUNCATE,SQL分类实体,2,TRUNCATE,mysql.txt,TRUNCATE,TRUNCATE,全文,TRUNCATE,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=TRUNCATE；章节=全文
int,数据类型实体,2,int,mysql.txt,int,int,事务控制语句:,int,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=int；章节=事务控制语句:
key,执行计划与调优实体,2,key,mysql.txt,key,key,全文,key,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=key；章节=全文
relay log,主从复制与高可用实体,2,relay log,mysql.txt,relay log,relay log,主从复制核心原理:,relay log,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=relay log；章节=主从复制核心原理:
rows,执行计划与调优实体,2,rows,mysql.txt,rows,rows,全文,rows,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=rows；章节=全文
select_type,执行计划与调优实体,2,select_type,mysql.txt,select_type,select_type,全文,select_type,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=select_type；章节=全文
table,执行计划与调优实体,2,table,mysql.txt,table,table,事务隔离级别(从低到高):,table,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=table；章节=事务隔离级别(从低到高):
utf8mb4,MySQL8.0与扩展特性实体,2,utf8mb4,mysql.txt,utf8mb4,utf8mb4,全文,utf8mb4,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=utf8mb4；章节=全文
主从延迟问题,主从复制与高可用实体,2,主从延迟问题,mysql.txt,主从延迟问题,主从延迟问题,全文,主从延迟问题,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=主从延迟问题；章节=全文
主键索引,领域实体,2,主键索引,mysql.txt,主键索引,主键索引,索引分类:,主键索引,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=主键索引；章节=索引分类:
二级索引,领域实体,2,二级索引,mysql.txt,二级索引,二级索引,全文,二级索引,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=二级索引；章节=全文
二进制日志,主从复制与高可用实体,2,二进制日志,mysql.txt,二进制日志,二进制日志,主从复制核心原理:,二进制日志,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=二进制日志；章节=主从复制核心原理:
优化器,基础架构实体,2,优化器,mysql.txt,优化器,优化器,索引失效场景:,优化器,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=优化器；章节=索引失效场景:
优化联表查询,数据库设计与规范实体,2,优化联表查询,mysql.txt,优化联表查询,优化联表查询,全文,优化联表查询,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=优化联表查询；章节=全文
分布式ID,分库分表与分布式实体,2,分布式ID,mysql.txt,分布式ID,分布式ID,全文,分布式ID,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=分布式ID；章节=全文
分组查询,查询与连接实体,2,分组查询,mysql.txt,分组查询,分组查询,全文,分组查询,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=分组查询；章节=全文
半同步复制,主从复制与高可用实体,2,半同步复制,mysql.txt,半同步复制,半同步复制,全文,半同步复制,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=半同步复制；章节=全文
单列索引,领域实体,2,单列索引,mysql.txt,单列索引,单列索引,索引分类: | 建立索引的原则:,单列索引,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=单列索引；章节=索引分类:|建立索引的原则:
反范式,数据库设计与规范实体,2,反范式,mysql.txt,反范式,反范式,全文,反范式,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=反范式；章节=全文
垂直分库,表设计与拆分实体,2,垂直分库,mysql.txt,垂直分库,垂直分库,全文,垂直分库,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=垂直分库；章节=全文
垂直分表,表设计与拆分实体,2,垂直分表,mysql.txt,垂直分表,垂直分表,全文,垂直分表,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=垂直分表；章节=全文
大表优化方案,表设计与拆分实体,2,大表优化方案,mysql.txt,大表优化方案,大表优化方案,全文,大表优化方案,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=大表优化方案；章节=全文
字符串函数,函数实体,2,字符串函数,mysql.txt,字符串函数,字符串函数,全文,字符串函数,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=字符串函数；章节=全文
存储引擎层,领域实体,2,存储引擎层,mysql.txt,存储引擎层,存储引擎层,全文,存储引擎层,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=存储引擎层；章节=全文
存储过程,MySQL8.0与扩展特性实体,2,存储过程,mysql.txt,存储过程,存储过程,全文,存储过程,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=存储过程；章节=全文
意向锁,锁机制实体,2,意向锁,mysql.txt,意向锁,意向锁,全文,意向锁,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=意向锁；章节=全文
批量插入替代单条插入,执行计划与调优实体,2,批量插入替代单条插入,mysql.txt,批量插入替代单条插入,批量插入替代单条插入,全文,批量插入替代单条插入,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=批量插入替代单条插入；章节=全文
数学函数,函数实体,2,数学函数,mysql.txt,数学函数,数学函数,全文,数学函数,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=数学函数；章节=全文
日期函数,函数实体,2,日期函数,mysql.txt,日期函数,日期函数,全文,日期函数,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=日期函数；章节=全文
死锁解决方式,锁机制实体,2,死锁解决方式,mysql.txt,死锁解决方式,死锁解决方式,全文,死锁解决方式,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=死锁解决方式；章节=全文
水平分表分片规则,表设计与拆分实体,2,水平分表分片规则,mysql.txt,水平分表分片规则,水平分表分片规则,全文,水平分表分片规则,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=水平分表分片规则；章节=全文
热点字段,表设计与拆分实体,2,热点字段,mysql.txt,热点字段,热点字段,全文,热点字段,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=热点字段；章节=全文
相关子查询,查询与连接实体,2,相关子查询,mysql.txt,相关子查询,相关子查询,全文,相关子查询,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=相关子查询；章节=全文
触发器,MySQL8.0与扩展特性实体,2,触发器,mysql.txt,触发器,触发器,全文,触发器,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=触发器；章节=全文
负载均衡,主从复制与高可用实体,2,负载均衡,mysql.txt,负载均衡,负载均衡,全文,负载均衡,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=负载均衡；章节=全文
适度反范式设计,数据库设计与规范实体,2,适度反范式设计,mysql.txt,适度反范式设计,适度反范式设计,全文,适度反范式设计,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=适度反范式设计；章节=全文
避免使用子查询,查询与连接实体,2,避免使用子查询,mysql.txt,避免使用子查询,避免使用子查询,全文,避免使用子查询,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=避免使用子查询；章节=全文
间隙锁,锁机制实体,2,间隙锁,mysql.txt,间隙锁,间隙锁,全文,间隙锁,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=间隙锁；章节=全文
非聚簇索引,领域实体,2,非聚簇索引,mysql.txt,非聚簇索引,非聚簇索引,索引分类:,非聚簇索引,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=非聚簇索引；章节=索引分类:
AVG,领域实体,1,AVG,mysql.txt,AVG,AVG,全文,AVG,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=AVG；章节=全文
Atomicity,事务与一致性实体,1,Atomicity,mysql.txt,Atomicity,Atomicity,事务四大特性ACID:,Atomicity,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Atomicity；章节=事务四大特性ACID:
CEIL,领域实体,1,CEIL,mysql.txt,CEIL,CEIL,全文,CEIL,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=CEIL；章节=全文
CTE,MySQL8.0与扩展特性实体,1,CTE,mysql.txt,CTE,CTE,全文,CTE,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=CTE；章节=全文
Consistency,事务与一致性实体,1,Consistency,mysql.txt,Consistency,Consistency,事务四大特性ACID:,Consistency,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Consistency；章节=事务四大特性ACID:
DQL,SQL分类实体,1,DQL,mysql.txt,DQL,DQL,"SELECT:查询表中数据,最核心的SQL语法,支持条件查询、联表查询、分组查询、排序、分页等。",DQL,1.0,实体标准化 + 候选召回（未发现需合并候选）,"保留单实体=DQL；章节=SELECT:查询表中数据,最核心的SQL语法,支持条件查询、联表查询、分组查询、排序、分页等。"
Druid,中间件与工具实体,1,Druid,mysql.txt,Druid,Druid,全文,Druid,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Druid；章节=全文
Durability,事务与一致性实体,1,Durability,mysql.txt,Durability,Durability,事务四大特性ACID:,Durability,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Durability；章节=事务四大特性ACID:
FLOOR,领域实体,1,FLOOR,mysql.txt,FLOOR,FLOOR,全文,FLOOR,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=FLOOR；章节=全文
FULL JOIN,查询与连接实体,1,FULL JOIN,mysql.txt,FULL JOIN,FULL JOIN,全文,FULL JOIN,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=FULL JOIN；章节=全文
Gap Lock,锁机制实体,1,Gap Lock,mysql.txt,Gap Lock,Gap Lock,全文,Gap Lock,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Gap Lock；章节=全文
HAVING,SQL分类实体,1,HAVING,mysql.txt,HAVING,HAVING,全文,HAVING,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=HAVING；章节=全文
HikariCP,中间件与工具实体,1,HikariCP,mysql.txt,HikariCP,HikariCP,全文,HikariCP,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=HikariCP；章节=全文
IO线程,主从复制与高可用实体,1,IO线程,mysql.txt,IO线程,IO线程,主从复制核心原理:,IO线程,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=IO线程；章节=主从复制核心原理:
Isolation,事务与一致性实体,1,Isolation,mysql.txt,Isolation,Isolation,事务四大特性ACID:,Isolation,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Isolation；章节=事务四大特性ACID:
LEFT JOIN,查询与连接实体,1,LEFT JOIN,mysql.txt,LEFT JOIN,LEFT JOIN,全文,LEFT JOIN,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=LEFT JOIN；章节=全文
MAX,领域实体,1,MAX,mysql.txt,MAX,MAX,全文,MAX,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=MAX；章节=全文
MIN,领域实体,1,MIN,mysql.txt,MIN,MIN,全文,MIN,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=MIN；章节=全文
