head,relation,tail,head_type,tail_type,evidence,pattern_name,section_title,source_file,confidence,method
方法区,is_a,类信息,内存区域实体,方法区与元数据相关实体,方法区（Method Area）： 方法区是用于存储类信息、常量、静态变量等数据的区域,上下位关系,使用ThreadLocal,JVM.txt,0.85,rule_pattern_sentence_level
直接内存,is_a,JVM,内存区域实体,领域实体,直接内存：不属于 JVM 运行时数据区的一部分，通过 NIO 类引入，是一种堆外内存，可以显著提高 I/O 性能,上下位关系,全文,JVM.txt,0.85,rule_pattern_sentence_level
内存溢出,is_a,Java 虚拟机,领域实体,领域实体,内存溢出：内存溢出是指Java虚拟机（JVM）在申请内存时，无法找到足够的内存，最终引发OutOfMemoryError,上下位关系,全文,JVM.txt,0.848,rule_pattern_sentence_level
Java heap space,is_a,堆内存溢,异常与错误实体,内存区域实体,堆内存溢出：当出现Java.lang.OutOfMemoryError:Java heap space异常时，就是堆内存溢出了,上下位关系,全文,JVM.txt,0.844,rule_pattern_sentence_level
Serial,is_a,线程,垃圾回收器实体,线程与私有性相关实体,Serial GC 是单线程回收，简单但效率低，适合小内存应用,上下位关系,使用ThreadLocal,JVM.txt,0.844,rule_pattern_sentence_level
栈溢出,is_a,方法调用,场景与问题实体,栈与栈帧相关实体,总的来说，栈溢出的核心原因是方法调用栈深度超过了栈内存限制，解决时应优先从代码逻辑（尤其是递归）入手，而非单纯调大栈内存,上下位关系,全文,JVM.txt,0.844,rule_pattern_sentence_level
gc,alias_of,JVM,领域实体,领域实体,直接调用System.gc()或Runtime.getRuntime().gc()方法时，虽然不能保证立即执行，但JVM会尝试执行Full GC,别名关系,使用ThreadLocal,JVM.txt,0.842,rule_pattern_sentence_level
双亲委派,is_a,类加载机制,领域实体,领域实体,Java 中的 “双亲委派” 是类加载机制的核心原则，简单说就是 「一个类加载器要加载类时，先让父加载器去尝试加载，只有父加载器加载不了，自己才会去加载」,上下位关系,使用ThreadLocal,JVM.txt,0.842,rule_pattern_sentence_level
Java 堆,is_a,Java 虚拟机,内存区域实体,领域实体,Java堆（Heap）是Java虚拟机（JVM）中内存管理的一个重要区域，主要用于存放对象实例和数组,上下位关系,全文,JVM.txt,0.838,rule_pattern_sentence_level
ParNew,is_a,新生代,垃圾回收器实体,堆结构实体,标记-复制算法应用在CMS新生代（ParNew是CMS默认的新生代垃圾回收器）和G1垃圾回收器中,上下位关系,使用ThreadLocal,JVM.txt,0.838,rule_pattern_sentence_level
解析,is_a,常量池,类加载过程实体,方法区与元数据相关实体,解析：解析阶段是虚拟机将常量池的「符号引用」直接替换为「直接引用」的过程,上下位关系,使用ThreadLocal,JVM.txt,0.838,rule_pattern_sentence_level
符号引用,is_a,直接引用,方法区与元数据相关实体,方法区与元数据相关实体,符号引用：存储类和方法的符号引用，是一种直接引用不同于直接引用的引用类型,上下位关系,全文,JVM.txt,0.836,rule_pattern_sentence_level
G1,is_a,Java 堆,垃圾回收器实体,内存区域实体,此外，G1收集器不同于之前的收集器的一个重要特点是：G1回收的范围是整个Java堆(包括新生代，老年代)，而前六种收集器回收的范围仅限于新生代或老年代,上下位关系,使用ThreadLocal,JVM.txt,0.832,rule_pattern_sentence_level
G1,is_a,垃圾回收,垃圾回收器实体,领域实体,而G1没有浮动垃圾，G1的筛选回收是多个垃圾回收线程并行gc的，没有浮动垃圾的回收，在执行‘并发清理’步骤时，用户线程也会同时产生一部分可回收对象，但是这部分可回收对象只能在下次执行清理是才会被回收,上下位关系,使用ThreadLocal,JVM.txt,0.832,rule_pattern_sentence_level
G1,is_a,老年代,垃圾回收器实体,堆结构实体,G1收集器收集范围是老年代和新生代,上下位关系,使用ThreadLocal,JVM.txt,0.832,rule_pattern_sentence_level
NIO,is_a,堆外内存,工具与排查实体,内存区域实体,直接内存：不属于 JVM 运行时数据区的一部分，通过 NIO 类引入，是一种堆外内存，可以显著提高 I/O 性能,上下位关系,全文,JVM.txt,0.832,rule_pattern_sentence_level
新生代,is_a,CMS,堆结构实体,垃圾回收器实体,标记-复制算法应用在CMS新生代（ParNew是CMS默认的新生代垃圾回收器）和G1垃圾回收器中,上下位关系,使用ThreadLocal,JVM.txt,0.832,rule_pattern_sentence_level
程序计数器,is_a,线程,内存区域实体,线程与私有性相关实体,程序计数器：可以看作是当前线程所执行的字节码的行号指示器，用于存储当前线程正在执行的 Java 方法的 JVM 指令地址,上下位关系,全文,JVM.txt,0.832,rule_pattern_sentence_level
符号引用,is_a,加载,方法区与元数据相关实体,类加载过程实体,类加载检查：虚拟机遇到一条 new 指令时，首先将去检查这个指令的参数是否能在常量池中定位到一个类的符号引用，并且检查这个符号引用代表的类是否已被加载过、解析和初始化过,上下位关系,使用ThreadLocal,JVM.txt,0.832,rule_pattern_sentence_level
常量池缓存,used_for,类加载,方法区与元数据相关实体,领域实体,常量池缓存：用于提升类加载的效率，将常用的常量缓存起来方便使用,用途关系,全文,JVM.txt,0.83,rule_pattern_sentence_level
方法区,used_for,类信息,内存区域实体,方法区与元数据相关实体,方法区（Method Area）： 方法区是用于存储类信息、常量、静态变量等数据的区域,用途关系,使用ThreadLocal,JVM.txt,0.83,rule_pattern_sentence_level
线程,is_a,Native 方法,线程与私有性相关实体,线程与私有性相关实体,如果线程执行的是 Native 方法，计数器值为 null,上下位关系,全文,JVM.txt,0.83,rule_pattern_sentence_level
方法区,is_a,常量,内存区域实体,方法区与元数据相关实体,方法区（Method Area）： 方法区是用于存储类信息、常量、静态变量等数据的区域,上下位关系,使用ThreadLocal,JVM.txt,0.826,rule_pattern_sentence_level
Java 堆,is_a,本地内存,内存区域实体,内存区域实体,元空间并不在Java堆中，而是使用本地内存，这解决了永久代容易出现的内存溢出问题,上下位关系,全文,JVM.txt,0.824,rule_pattern_sentence_level
ParNew,is_a,垃圾回收,垃圾回收器实体,领域实体,标记-复制算法应用在CMS新生代（ParNew是CMS默认的新生代垃圾回收器）和G1垃圾回收器中,上下位关系,使用ThreadLocal,JVM.txt,0.82,rule_pattern_sentence_level
新生代,is_a,Serial,堆结构实体,垃圾回收器实体,ParNew收集器 (复制算法): 新生代收并行集器，实际上是Serial收集器的多线程版本，在多核CPU环境下有着比Serial更好的表现,上下位关系,使用ThreadLocal,JVM.txt,0.82,rule_pattern_sentence_level
直接引用,is_a,指针,方法区与元数据相关实体,栈与栈帧相关实体,直接引用可以是直接指向目标的指针、相对偏移量或是一个能间接定位到目标的句柄，直接引用是和虚拟机实现的内存布局相关的,上下位关系,使用ThreadLocal,JVM.txt,0.82,rule_pattern_sentence_level
元空间,used_for,类的元数据信息,内存区域实体,方法区与元数据相关实体,元空间（Metaspace）:从Java 8开始，永久代（Permanent Generation）被元空间取代，用于存储类的元数据信息，如类的结构信息（如字段、方法信息等）,用途关系,全文,JVM.txt,0.818,rule_pattern_sentence_level
双亲委派模型,is_a,类加载,领域实体,领域实体,再来谈谈双亲委派模型，简单说就是当类加载器（Class-Loader）试图加载某个类型的时候，除非父加载器找不到相应类型，否则尽量将这个任务代理给当前加载器的父加载器去做,上下位关系,使用ThreadLocal,JVM.txt,0.818,rule_pattern_sentence_level
深度递归,causes,栈溢出,场景与问题实体,场景与问题实体,递归调用：深度递归导致栈溢出,因果关系,全文,JVM.txt,0.818,rule_pattern_sentence_level
类加载,is_a,扩展类加载器,领域实体,领域实体,系统类加载器的父加载器是扩展类加载器,上下位关系,使用ThreadLocal,JVM.txt,0.818,rule_pattern_sentence_level
堆溢出,is_a,大对象,内存区域实体,对象与字符串相关实体,堆溢出通常是由于创建了太多的大对象或未能及时回收不再使用的对象,上下位关系,全文,JVM.txt,0.814,rule_pattern_sentence_level
浮动垃圾,is_a,垃圾回收,垃圾回收核心概念实体,领域实体,而G1没有浮动垃圾，G1的筛选回收是多个垃圾回收线程并行gc的，没有浮动垃圾的回收，在执行‘并发清理’步骤时，用户线程也会同时产生一部分可回收对象，但是这部分可回收对象只能在下次执行清理是才会被回收,上下位关系,使用ThreadLocal,JVM.txt,0.814,rule_pattern_sentence_level
类加载,causes,元空间,领域实体,内存区域实体,出现这个异常的问题的原因是系统的代码非常多或引用的第三方包非常多或者通过动态代码生成类加载等方法，导致元空间的内存占用很大,因果关系,全文,JVM.txt,0.814,rule_pattern_sentence_level
类加载,is_a,加载,领域实体,类加载过程实体,这些类加载器之间的关系形成了双亲委派模型，其核心思想是当一个类加载器收到类加载的请求时，首先不会自己去尝试加载这个类，而是把这个请求委派给父类加载器去完成，每一层次的类加载器都是如此，因此所有的加载请求最终都应该传送到顶层的启动类加载器中,上下位关系,使用ThreadLocal,JVM.txt,0.814,rule_pattern_sentence_level
ThreadLocalMap,is_a,ThreadLocal,代码与容器实体,代码与容器实体,ThreadLocal的实现中，每个Thread维护一个ThreadLocalMap映射表，key是ThreadLocal实例本身，value是真正需要存储的Object,上下位关系,使用ThreadLocal,JVM.txt,0.812,rule_pattern_sentence_level
新生代,is_a,Java 堆,堆结构实体,内存区域实体,此外，G1收集器不同于之前的收集器的一个重要特点是：G1回收的范围是整个Java堆(包括新生代，老年代)，而前六种收集器回收的范围仅限于新生代或老年代,上位包含关系,使用ThreadLocal,JVM.txt,0.812,rule_pattern_sentence_level
直接内存,is_a,本地内存,内存区域实体,内存区域实体,还有一部分内存叫直接内存，属于操作系统的本地内存，也是可以直接操作的,上下位关系,全文,JVM.txt,0.812,rule_pattern_sentence_level
栈帧,used_for,局部变量表,栈与栈帧相关实体,栈与栈帧相关实体,每个方法在执行时都会创建一个栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,全文,JVM.txt,0.81,rule_pattern_sentence_level
G1,is_a,新生代,垃圾回收器实体,堆结构实体,G1收集器收集范围是老年代和新生代,上下位关系,使用ThreadLocal,JVM.txt,0.808,rule_pattern_sentence_level
G1,is_a,线程,垃圾回收器实体,线程与私有性相关实体,而G1没有浮动垃圾，G1的筛选回收是多个垃圾回收线程并行gc的，没有浮动垃圾的回收，在执行‘并发清理’步骤时，用户线程也会同时产生一部分可回收对象，但是这部分可回收对象只能在下次执行清理是才会被回收,上下位关系,使用ThreadLocal,JVM.txt,0.808,rule_pattern_sentence_level
Java 虚拟机,is_a,VerifyError,领域实体,异常与错误实体,验证（Verification），这是虚拟机安全的重要保障，JVM 需要核验字节信息是符合 Java 虚拟机规范的，否则就被认为是 VerifyError，这样就防止了恶意信息或者不合规的信息危害 JVM 的运行，验证阶段有可能触发更多 class 的加载,上下位关系,使用ThreadLocal,JVM.txt,0.808,rule_pattern_sentence_level
元空间,is_a,使用,内存区域实体,类加载过程实体,元空间并不在Java堆中，而是使用本地内存，这解决了永久代容易出现的内存溢出问题,上下位关系,全文,JVM.txt,0.808,rule_pattern_sentence_level
内存泄漏,is_a,使用,领域实体,类加载过程实体,内存泄露：内存泄漏是指程序在运行过程中不再使用的对象仍然被引用，而无法被垃圾收集器回收，从而导致可用内存逐渐减少,上下位关系,全文,JVM.txt,0.808,rule_pattern_sentence_level
内存碎片,causes,大对象,场景与问题实体,对象与字符串相关实体,大对象通常需要连续的内存空间，如果在新生代中频繁分配和回收大对象，容易产生内存碎片，导致后续分配大对象时可能因为内存不连续而失败,因果关系,全文,JVM.txt,0.808,rule_pattern_sentence_level
方法区,is_a,静态变量,内存区域实体,方法区与元数据相关实体,方法区（Method Area）： 方法区是用于存储类信息、常量、静态变量等数据的区域,上下位关系,使用ThreadLocal,JVM.txt,0.808,rule_pattern_sentence_level
栈溢出,is_a,局部变量,场景与问题实体,栈与栈帧相关实体,当栈溢出时，通常是因为递归过深或局部变量过大,上下位关系,全文,JVM.txt,0.808,rule_pattern_sentence_level
符号引用,is_a,解析,方法区与元数据相关实体,类加载过程实体,类加载检查：虚拟机遇到一条 new 指令时，首先将去检查这个指令的参数是否能在常量池中定位到一个类的符号引用，并且检查这个符号引用代表的类是否已被加载过、解析和初始化过,上下位关系,使用ThreadLocal,JVM.txt,0.808,rule_pattern_sentence_level
类加载,is_a,Class 对象,领域实体,类加载过程实体,一个类由哪个类加载器加载，这个信息是存储在Class对象里的,上下位关系,使用ThreadLocal,JVM.txt,0.808,rule_pattern_sentence_level
解析,is_a,符号引用,类加载过程实体,方法区与元数据相关实体,解析：解析阶段是虚拟机将常量池的「符号引用」直接替换为「直接引用」的过程,上下位关系,使用ThreadLocal,JVM.txt,0.808,rule_pattern_sentence_level
加载,is_a,Class 对象,类加载过程实体,类加载过程实体,一个类由哪个类加载器加载，这个信息是存储在Class对象里的,上下位关系,使用ThreadLocal,JVM.txt,0.806,rule_pattern_sentence_level
方法区,used_for,常量,内存区域实体,方法区与元数据相关实体,方法区（Method Area）： 方法区是用于存储类信息、常量、静态变量等数据的区域,用途关系,使用ThreadLocal,JVM.txt,0.806,rule_pattern_sentence_level
ThreadLocal,used_for,key,代码与容器实体,代码与容器实体,ThreadLocalMap使用ThreadLocal的弱引用作为key，如果一个ThreadLocal没有外部强引用来引用它，那么系统GC时，这个ThreadLocal势必会被回收，这样一来，ThreadLocalMap中就会出现key为null的Entry，就没有办法访问这些key为null的Entry的value,用途关系,使用ThreadLocal,JVM.txt,0.804,rule_pattern_sentence_level
对象头,has_part,初始化零值,对象与字符串相关实体,类加载过程实体,进行必要设置，比如对象头：初始化零值完成之后，虚拟机要对对象进行必要的设置，例如这个对象是哪个类的实例、如何才能找到类的元数据信息、对象的哈希码、对象的 GC 分代年龄等信息,枚举结构关系,使用ThreadLocal,JVM.txt,0.804,rule_pattern_sentence_level
静态集合,has_part,使用,场景与问题实体,类加载过程实体,静态集合：使用静态数据结构（如HashMap或ArrayList）存储对象，且未清理,枚举结构关系,全文,JVM.txt,0.804,rule_pattern_sentence_level
分代回收,is_a,新生代,垃圾回收核心概念实体,堆结构实体,分代回收算法：分代收集是将内存划分成了新生代和老年代,上下位关系,使用ThreadLocal,JVM.txt,0.802,rule_pattern_sentence_level
加载阶段,is_a,自定义类加载器,类加载过程实体,领域实体,加载阶段是用户参与的阶段，我们可以自定义类加载器，去实现自己的类加载过程,上下位关系,使用ThreadLocal,JVM.txt,0.802,rule_pattern_sentence_level
并发标记,is_a,STW,垃圾回收算法实体,垃圾回收核心概念实体,并发标记耗时相对长很多，但因为不是STW，所以我们不太关心该阶段耗时的长短,上下位关系,使用ThreadLocal,JVM.txt,0.802,rule_pattern_sentence_level
虚拟机栈,causes,栈溢出,内存区域实体,场景与问题实体,如果递归没有正确的终止条件，栈帧会不断累积，最终超过虚拟机栈的最大容量，导致栈溢出,因果关系,全文,JVM.txt,0.802,rule_pattern_sentence_level
内存溢出,is_a,JVM,领域实体,领域实体,内存溢出：内存溢出是指Java虚拟机（JVM）在申请内存时，无法找到足够的内存，最终引发OutOfMemoryError,上下位关系,全文,JVM.txt,0.8,rule_pattern_sentence_level
弱引用可,used_for,使用,引用类型实体,类加载过程实体,对象池：在对象池中，弱引用可以用来管理那些暂时不使用的对象,用途关系,全文,JVM.txt,0.8,rule_pattern_sentence_level
虚拟机栈,is_a,GC Roots,内存区域实体,垃圾回收核心概念实体,GC Roots对象包括：虚拟机栈（栈帧中的本地变量表）中引用的对象、方法区中类静态属性引用的对象、本地方法栈中JNI（Java Native Interface）引用的对象、活跃线程的引用等,上位包含关系,使用ThreadLocal,JVM.txt,0.8,rule_pattern_sentence_level
new 指令,is_a,加载,对象与字符串相关实体,类加载过程实体,首先，我们看到这个代码中有一个new关键字，我们知道new指令是创建一个类的实例对象并完成加载初始化的，因此这个字符串对象是在运行期才能确定的，创建的字符串对象是在堆内存上,上下位关系,全文,JVM.txt,0.796,rule_pattern_sentence_level
value,causes,内存泄漏,代码与容器实体,领域实体,如果当前线程迟迟不结束的话，这些key为null的Entry的value就会一直存在一条强引用链：Thread Ref -> Thread -> ThreaLocalMap -> Entry -> value永远无法回收，造成内存泄漏,因果关系,使用ThreadLocal,JVM.txt,0.796,rule_pattern_sentence_level
指令地址,is_a,线程,线程与私有性相关实体,线程与私有性相关实体,每个线程都有自己的程序计数器，因为它们各自执行的代码的指令地址是不一样的呀，所以每个线程都应该有自己的程序计数器,上下位关系,全文,JVM.txt,0.794,rule_pattern_sentence_level
Java 堆,has_part,JVM,内存区域实体,领域实体,Java 堆：是 JVM 中最大的一块内存区域，被所有线程共享，在虚拟机启动时创建，用于存放对象实例,枚举结构关系,全文,JVM.txt,0.792,rule_pattern_sentence_level
Java 堆,has_part,新生代,内存区域实体,堆结构实体,此外，G1收集器不同于之前的收集器的一个重要特点是：G1回收的范围是整个Java堆(包括新生代，老年代)，而前六种收集器回收的范围仅限于新生代或老年代,整体部分关系,使用ThreadLocal,JVM.txt,0.792,rule_pattern_sentence_level
Java 虚拟机栈,has_part,线程,领域实体,线程与私有性相关实体,Java 虚拟机栈：每个线程都有自己独立的 Java 虚拟机栈，生命周期与线程相同,枚举结构关系,全文,JVM.txt,0.792,rule_pattern_sentence_level
内存泄漏,has_part,静态集合,领域实体,场景与问题实体,如果是内存泄漏：比如静态集合无意识地缓存了大量对象、长生命周期对象持有短生命周期对象的引用（如单例类持有业务对象）等,枚举结构关系,全文,JVM.txt,0.792,rule_pattern_sentence_level
内存碎片,has_part,G1,场景与问题实体,垃圾回收器实体,对内存碎片敏感：G1通过紧凑整理来减少内存碎片，降低了碎片化对性能的影响,枚举结构关系,使用ThreadLocal,JVM.txt,0.792,rule_pattern_sentence_level
复制算法,has_part,新生代,垃圾回收算法实体,堆结构实体,Serial收集器（复制算法): 新生代单线程收集器，标记和清理都是单线程，优点是简单高效,枚举结构关系,使用ThreadLocal,JVM.txt,0.792,rule_pattern_sentence_level
本地方法栈,has_part,Java 虚拟机栈,内存区域实体,领域实体,本地方法栈：与 Java 虚拟机栈类似，主要为虚拟机使用到的 Native 方法服务，在 HotSpot 虚拟机中和 Java 虚拟机栈合二为一,枚举结构关系,全文,JVM.txt,0.792,rule_pattern_sentence_level
标记-整理算法,has_part,Java 堆,垃圾回收算法实体,内存区域实体,G1(Garbage First)收集器 (标记-整理算法)： Java堆并行收集器，G1收集器是JDK1.7提供的一个新收集器，G1收集器基于“标记-整理”算法实现，也就是说不会产生内存碎片,枚举结构关系,使用ThreadLocal,JVM.txt,0.792,rule_pattern_sentence_level
标记-整理算法,has_part,老年代,垃圾回收算法实体,堆结构实体,Serial Old收集器 (标记-整理算法): 老年代单线程收集器，Serial收集器的老年代版本,枚举结构关系,使用ThreadLocal,JVM.txt,0.792,rule_pattern_sentence_level
标记-清除算法,has_part,老年代,垃圾回收算法实体,堆结构实体,CMS(Concurrent Mark Sweep)收集器（标记-清除算法）： 老年代并行收集器，以获取最短回收停顿时间为目标的收集器，具有高并发、低停顿的特点，追求最短GC回收停顿时间,枚举结构关系,使用ThreadLocal,JVM.txt,0.792,rule_pattern_sentence_level
Java 堆,is_a,JVM,内存区域实体,领域实体,Java堆（Heap）是Java虚拟机（JVM）中内存管理的一个重要区域，主要用于存放对象实例和数组,上下位关系,全文,JVM.txt,0.79,rule_pattern_sentence_level
加载,is_a,类加载,类加载过程实体,领域实体,这些类加载器之间的关系形成了双亲委派模型，其核心思想是当一个类加载器收到类加载的请求时，首先不会自己去尝试加载这个类，而是把这个请求委派给父类加载器去完成，每一层次的类加载器都是如此，因此所有的加载请求最终都应该传送到顶层的启动类加载器中,上下位关系,使用ThreadLocal,JVM.txt,0.79,rule_pattern_sentence_level
弱引用,is_a,对象引用,引用类型实体,栈与栈帧相关实体,弱引用的一个主要用途是创建非强制性的对象引用，这些引用可以在内存压力大时被垃圾回收器清理，从而避免内存泄露,上下位关系,全文,JVM.txt,0.79,rule_pattern_sentence_level
新生代,is_a,线程,堆结构实体,线程与私有性相关实体,Serial收集器（复制算法): 新生代单线程收集器，标记和清理都是单线程，优点是简单高效,上下位关系,使用ThreadLocal,JVM.txt,0.79,rule_pattern_sentence_level
浮动垃圾,is_a,线程,垃圾回收核心概念实体,线程与私有性相关实体,而G1没有浮动垃圾，G1的筛选回收是多个垃圾回收线程并行gc的，没有浮动垃圾的回收，在执行‘并发清理’步骤时，用户线程也会同时产生一部分可回收对象，但是这部分可回收对象只能在下次执行清理是才会被回收,上下位关系,使用ThreadLocal,JVM.txt,0.79,rule_pattern_sentence_level
符号引用,is_a,初始化,方法区与元数据相关实体,类加载过程实体,类加载检查：虚拟机遇到一条 new 指令时，首先将去检查这个指令的参数是否能在常量池中定位到一个类的符号引用，并且检查这个符号引用代表的类是否已被加载过、解析和初始化过,上下位关系,使用ThreadLocal,JVM.txt,0.79,rule_pattern_sentence_level
Minor GC,is_a,gc,垃圾回收核心概念实体,领域实体,根据其作用范围和触发条件的不同，可以将GC分为三种类型：Minor GC（也称为Young GC）、Major GC（有时也称为Old GC）、以及Full GC,上位包含关系,使用ThreadLocal,JVM.txt,0.788,rule_pattern_sentence_level
使用,used_for,JVM,类加载过程实体,领域实体,使用弱引用来维护缓存，可以让JVM在需要更多内存时自动清理这些缓存对象,用途关系,全文,JVM.txt,0.788,rule_pattern_sentence_level
使用,is_a,加载,类加载过程实体,类加载过程实体,使用委派模型的目的是避免重复加载 Java 类型,上下位关系,使用ThreadLocal,JVM.txt,0.788,rule_pattern_sentence_level
对象头,is_a,初始化,对象与字符串相关实体,类加载过程实体,初始化零值：内存分配完成后，虚拟机需要将分配到的内存空间都初始化为零值（不包括对象头），这一步操作保证了对象的实例字段在 Java 代码中可以不赋初始值就直接使用，程序能访问到这些字段的数据类型所对应的零值,上位包含关系,使用ThreadLocal,JVM.txt,0.788,rule_pattern_sentence_level
方法区,used_for,静态变量,内存区域实体,方法区与元数据相关实体,方法区（Method Area）： 方法区是用于存储类信息、常量、静态变量等数据的区域,用途关系,使用ThreadLocal,JVM.txt,0.788,rule_pattern_sentence_level
老年代,is_a,Java 堆,堆结构实体,内存区域实体,此外，G1收集器不同于之前的收集器的一个重要特点是：G1回收的范围是整个Java堆(包括新生代，老年代)，而前六种收集器回收的范围仅限于新生代或老年代,上位包含关系,使用ThreadLocal,JVM.txt,0.788,rule_pattern_sentence_level
Eden 区,is_a,新生代,堆结构实体,堆结构实体,从内存回收角度，堆被划分为新生代和老年代，新生代又分为 Eden 区和两个 Survivor 区（From Survivor 和 To Survivor）,上位包含关系,全文,JVM.txt,0.786,rule_pattern_sentence_level
